player,position,team,opponent,salary
CeeDee Lamb,WR,DAL,PIT,8800
Justin Jefferson,WR,MIN,NYJ,8600
JaMarr Chase,WR,CIN,BAL,8000
Cooper Kupp,WR,LAR,GB,7900
Derrick Henry,RB,BAL,CIN,7800
Jonathan Taylor,RB,IND,JAX,7700
Nico Collins,WR,HOU,BUF,7700
Josh Allen,QB,BUF,HOU,7700
Kyren Williams,RB,LAR,GB,7600
Tyreek Hill,WR,MIA,NE,7600
Christian McCaffrey,RB,SF,ARI,7500
Lamar Jackson,QB,BAL,CIN,7500
Alvin Kamara,RB,NO,KC,7500
Marvin Harrison,WR,ARI,SF,7500
Jordan Mason,RB,SF,ARI,7400
Malik Nabers,WR,NYG,SEA,7300
Breece Hall,RB,NYJ,MIN,7300
Rashee Rice,WR,KC,NO,7200
DeVon Achane,RB,MIA,NE,7200
CJ Stroud,QB,HOU,BUF,7200
Mike Evans,WR,TB,ATL,7100
Bijan Robinson,RB,ATL,TB,7100
Davante Adams,WR,LV,DEN,7100
Patrick Mahomes,QB,KC,NO,7000
DK Metcalf,WR,SEA,NYG,7000
James Cook,RB,BUF,HOU,7000
Isiah Pacheco,RB,KC,NO,6900
Dak Prescott,QB,DAL,PIT,6900
Stefon Diggs,WR,HOU,BUF,6900
Joe Mixon,RB,HOU,BUF,6900
Chris Godwin,WR,TB,ATL,6800
Kenneth Walker,RB,SEA,NYG,6800
Deebo Samuel,WR,SF,ARI,6800
Jayden Daniels,QB,WAS,CLE,6800
Aaron Jones,RB,MIN,NYJ,6700
Puka Nacua,WR,LAR,GB,6700
Kyler Murray,QB,ARI,SF,6700
Travis Etienne,RB,JAX,IND,6700
Garrett Wilson,WR,NYJ,MIN,6700
Baker Mayfield,QB,TB,ATL,6600
Brian Robinson,RB,WAS,CLE,6600
DJ Moore,WR,CHI,CAR,6600
Jordan Love,QB,GB,LAR,6500
James Conner,RB,ARI,SF,6500
Chris Olave,WR,NO,KC,6500
Jayden Reed,WR,GB,LAR,6500
Josh Jacobs,RB,GB,LAR,6400
Zay Flowers,WR,BAL,CIN,6400
Joe Burrow,QB,CIN,BAL,6400
Zach Charbonnet,RB,SEA,NYG,6400
Devin Singletary,RB,NYG,SEA,6300
Brandon Aiyuk,WR,SF,ARI,6300
Tua Tagovailoa,QB,MIA,NE,6300
Drake London,WR,ATL,TB,6300
Xavier Worthy,WR,KC,NO,6200
Brock Purdy,QB,SF,ARI,6200
Amari Cooper,WR,CLE,WAS,6200
Raheem Mostert,RB,MIA,NE,6200
Terry McLaurin,WR,WAS,CLE,6100
Diontae Johnson,WR,CAR,CHI,6100
Chuba Hubbard,RB,CAR,CHI,6100
Zack Moss,RB,CIN,BAL,6000
Rhamondre Stevenson,RB,NE,MIA,6000
Aaron Rodgers,QB,NYJ,MIN,6000
Michael Pittman,WR,IND,JAX,6000
Anthony Richardson,QB,IND,JAX,6000
Tee Higgins,WR,CIN,BAL,6000
George Pickens,WR,PIT,DAL,6000
Tank Bigsby,RB,JAX,IND,5900
Geno Smith,QB,SEA,NYG,5900
Khalil Shakir,WR,BUF,HOU,5900
Rachaad White,RB,TB,ATL,5900
Brian Thomas,WR,JAX,IND,5900
Sam Darnold,QB,MIN,NYJ,5900
Trey McBride,TE,ARI,SF,5900
Nick Chubb,RB,CLE,WAS,5800
Jaxon Smith-Njigba,WR,SEA,NYG,5800
Caleb Williams,QB,CHI,CAR,5800
Justin Fields,QB,PIT,DAL,5800
Keenan Allen,WR,CHI,CAR,5800
Najee Harris,RB,PIT,DAL,5800
Jerome Ford,RB,CLE,WAS,5800
Travis Kelce,TE,KC,NO,5800
Trey Sermon,RB,IND,JAX,5700
DAndre Swift,RB,CHI,CAR,5700
Derek Carr,QB,NO,KC,5700
Trevor Lawrence,QB,JAX,IND,5700
Jaylen Waddle,WR,MIA,NE,5700
Christian Kirk,WR,JAX,IND,5700
George Kittle,TE,SF,ARI,5600
Kirk Cousins,QB,ATL,TB,5600
Jauan Jennings,WR,SF,ARI,5600
Rashid Shaheed,WR,NO,KC,5600
Austin Ekeler,RB,WAS,CLE,5600
Rico Dowdle,RB,DAL,PIT,5600
Tyler Huntley,QB,MIA,NE,5600
WanDale Robinson,WR,NYG,SEA,5600
Chase Brown,RB,CIN,BAL,5600
Matthew Stafford,QB,LAR,GB,5500
Cam Akers,RB,HOU,BUF,5500
Brock Bowers,TE,LV,DEN,5500
Courtland Sutton,WR,DEN,LV,5500
Jakobi Meyers,WR,LV,DEN,5500
Kareem Hunt,RB,KC,NO,5500
Joe Flacco,QB,IND,JAX,5500
Tank Dell,WR,HOU,BUF,5400
Andy Dalton,QB,CAR,CHI,5400
Sam Howell,QB,SEA,NYG,5400
Bucky Irving,RB,TB,ATL,5400
Romeo Doubs,WR,GB,LAR,5400
Tyler Goodson,RB,IND,JAX,5400
Deshaun Watson,QB,CLE,WAS,5300
Jordan Addison,WR,MIN,NYJ,5300
Jeff Wilson,RB,MIA,NE,5300
Braelon Allen,RB,NYJ,MIN,5300
Dalton Kincaid,TE,BUF,HOU,5300
Russell Wilson,QB,PIT,DAL,5300
Justice Hill,RB,BAL,CIN,5300
Malik Willis,QB,GB,LAR,5300
Rome Odunze,WR,CHI,CAR,5300
Tyler Lockett,WR,SEA,NYG,5200
Mac Jones,QB,JAX,IND,5200
Daniel Jones,QB,NYG,SEA,5200
TJ Hockenson,TE,MIN,NYJ,5200
Javonte Williams,RB,DEN,LV,5200
Alexander Mattison,RB,LV,DEN,5200
Samaje Perine,RB,KC,NO,5200
Jerry Jeudy,WR,CLE,WAS,5200
Jaylen Warren,RB,PIT,DAL,5100
Josh Downs,WR,IND,JAX,5100
Zamir White,RB,LV,DEN,5100
Xavier Legette,WR,CAR,CHI,5100
Aidan OConnell,QB,LV,DEN,5100
Michael Penix,QB,ATL,TB,5100
Gardner Minshew,QB,LV,DEN,5100
Brandin Cooks,WR,DAL,PIT,5100
Antonio Gibson,RB,NE,MIA,5100
David Njoku,TE,CLE,WAS,5000
Tyler Allgeier,RB,ATL,TB,5000
Jameis Winston,QB,CLE,WAS,5000
Jonathon Brooks,RB,CAR,CHI,5000
Drake Maye,QB,NE,MIA,5000
Mike Williams,WR,NYJ,MIN,5000
Dontayvion Wicks,WR,GB,LAR,5000
Dameon Pierce,RB,HOU,BUF,5000
Bo Nix,QB,DEN,LV,5000
Adam Thielen,WR,CAR,CHI,5000
Roschon Johnson,RB,CHI,CAR,4900
Tutu Atwell,WR,LAR,GB,4900
Miles Sanders,RB,CAR,CHI,4900
Skylar Thompson,QB,MIA,NE,4900
Bryce Young,QB,CAR,CHI,4900
Jacoby Brissett,QB,NE,MIA,4900
Alec Pierce,WR,IND,JAX,4900
DErnest Johnson,RB,JAX,IND,4800
Jake Ferguson,TE,DAL,PIT,4800
Dare Ogunbowale,RB,HOU,BUF,4800
Christian Watson,WR,GB,LAR,4800
Mitchell Trubisky,QB,BUF,HOU,4800
Demarcus Robinson,WR,LAR,GB,4800
Jake Browning,QB,CIN,BAL,4800
Jeff Driskel,QB,WAS,CLE,4800
Darnell Mooney,WR,ATL,TB,4800
Carson Steele,RB,KC,NO,4800
Jaylen Wright,RB,MIA,NE,4700
Tim Boyle,QB,MIA,NE,4700
Ezekiel Elliott,RB,DAL,PIT,4700
Keon Coleman,WR,BUF,HOU,4700
Drew Lock,QB,NYG,SEA,4700
Jalen Nailor,WR,MIN,NYJ,4700
Trey Benson,RB,ARI,SF,4700
Zay Jones,WR,ARI,SF,4600
Tyrod Taylor,QB,NYJ,MIN,4600
Jeremy McNichols,RB,WAS,CLE,4600
Evan Engram,TE,JAX,IND,4600
Jordan Whittington,WR,LAR,GB,4600
