player,position,team,opponent,salary
Sione Vaki,RB,DET,GB,4000
Mike Gesicki,TE,CIN,DAL,4000
CJ Beathard,QB,JAX,TEN,4000
Alec Ingold,RB,MIA,NYJ,4000
Stetson Bennett,QB,LAR,BUF,4000
Tim Boyle,QB,NYG,NO,4000
Ian Wheeler,RB,CHI,SF,4000
Miles Sanders,RB,CAR,PHI,4000
Hendon Hooker,QB,DET,GB,4000
Hunter Luepke,RB,DAL,CIN,4000
Nyheim Miller-Hines,RB,CLE,PIT,4000
Tyler Huntley,QB,MIA,NYJ,4000
Joshua Kelley,RB,TEN,JAX,4000
Ty Chandler,RB,MIN,ATL,4000
Reggie Gilliam,RB,BUF,LAR,4000
Kendre Miller,RB,NO,NYG,4000
Carson Steele,RB,KC,LAC,4000
Dorian Thompson-Robinson,QB,CLE,PIT,4000
Craig Reynolds,RB,DET,GB,4000
Chris Evans,RB,CIN,DAL,4000
Sterling Shepard,WR,TB,LV,4000
Jeff Wilson,RB,MIA,NYJ,4000
DeeJay Dallas,RB,ARI,SEA,4000
Robert Burns,RB,ATL,MIN,4000
Travis Homer,RB,CHI,SF,4000
Raheem Blackshear,RB,CAR,PHI,4000
Malik Willis,QB,GB,DET,4000
Deuce Vaughn,RB,DAL,CIN,4000
Pierre Strong,RB,CLE,PIT,4000
Skylar Thompson,QB,MIA,NYJ,4000
Julius Chestnut,RB,TEN,JAX,4000
JJ McCarthy,QB,MIN,ATL,4000
Cody Schrader,RB,LAR,BUF,4000
Jordan Mims,RB,NO,NYG,4000
Samaje Perine,RB,KC,LAC,4000
Kyle Allen,QB,PIT,CLE,4000
AJ Dillon,RB,GB,DET,4000
Zack Moss,RB,CIN,DAL,4000
Dylan Laube,RB,LV,TB,4000
Jaylen Wright,RB,MIA,NYJ,4000
Dawson Knox,TE,BUF,LAR,3900
Curtis Samuel,WR,BUF,LAR,3900
Jake Ferguson,TE,DAL,CIN,3900
Andrei Iosivas,WR,CIN,DAL,3900
JuJu Smith-Schuster,WR,KC,LAC,3900
Mike Williams,WR,PIT,CLE,3800
Tim Patrick,WR,DET,GB,3800
Jalen Tolbert,WR,DAL,CIN,3800
Will Dissly,TE,LAC,KC,3800
Pat Freiermuth,TE,PIT,CLE,3800
Cedrick Wilson,WR,NO,NYG,3700
Cole Kmet,TE,CHI,SF,3700
Eagles,DST,PHI,CAR,3700
Jalen Coker,WR,CAR,PHI,3700
Buccaneers,DST,TB,LV,3600
Luke Schoonmaker,TE,DAL,CIN,3600
DJ Turner,WR,LV,TB,3600
KaVontae Turpin,WR,DAL,CIN,3600
Noah Fant,TE,SEA,ARI,3600
Tyler Boyd,WR,TEN,JAX,3600
Mack Hollins,WR,BUF,LAR,3500
Grant Calcaterra,TE,PHI,CAR,3500
Jalen McMillan,WR,TB,LV,3500
Steelers,DST,PIT,CLE,3500
Jahan Dotson,WR,PHI,CAR,3500
Juwan Johnson,TE,NO,NYG,3400
Vikings,DST,MIN,ATL,3400
Noah Gray,TE,KC,LAC,3400
Jalen Nailor,WR,MIN,ATL,3400
Tutu Atwell,WR,LAR,BUF,3400
Kalif Raymond,WR,DET,GB,3400
Trey Palmer,WR,TB,LV,3400
Kevin Austin,WR,NO,NYG,3300
Justin Watson,WR,KC,LAC,3300
Jalin Hyatt,WR,NYG,NO,3300
Bills,DST,BUF,LAR,3300
Calvin Austin,WR,PIT,CLE,3300
JaTavion Sanders,TE,CAR,PHI,3300
Malik Heath,WR,GB,DET,3200
Greg Dortch,WR,ARI,SEA,3200
Tim Jones,WR,JAX,TEN,3200
Jonathan Mingo,WR,DAL,CIN,3200
Van Jefferson,WR,PIT,CLE,3200
Chiefs,DST,KC,LAC,3200
Dolphins,DST,MIA,NYJ,3200
Tyler Higbee,TE,LAR,BUF,3200
Lions,DST,DET,GB,3100
DJ Chark,WR,LAC,KC,3100
Bo Melton,WR,GB,DET,3100
Foster Moreau,TE,NO,NYG,3100
Jalen Brooks,WR,DAL,CIN,3100
Jamari Thrash,WR,CLE,PIT,3100
Odell Beckham,WR,MIA,NYJ,3100
AJ Barner,TE,SEA,ARI,3100
Dante Pettis,WR,NO,NYG,3100
49ers,DST,SF,CHI,3100
Jaaron Hayek,WR,KC,LAC,3000
David White,WR,JAX,TEN,3000
Brandon Powell,WR,MIN,ATL,3000
Zay Jones,WR,ARI,SEA,3000
Rashid Shaheed,WR,NO,NYG,3000
Jacob Cowing,WR,SF,CHI,3000
Jaelon Darden,WR,CLE,PIT,3000
Antoine Green,WR,DET,GB,3000
Simi Fehoko,WR,LAC,KC,3000
Ramel Keyton,WR,LV,TB,3000
Dee Eskridge,WR,MIA,NYJ,3000
Isaiah Williams,WR,CIN,DAL,3000
Colton Dowell,WR,TEN,JAX,3000
Rondale Moore,WR,ATL,MIN,3000
Tyler Johnson,WR,LAR,BUF,3000
Britain Covey,WR,PHI,CAR,3000
Tyler Scott,WR,CHI,SF,3000
Rakim Jarrett,WR,TB,LV,3000
Malachi Corley,WR,NYJ,MIA,3000
Skyy Moore,WR,KC,LAC,3000
Gabe Davis,WR,JAX,TEN,3000
Anthony Schwartz,WR,MIA,NYJ,3000
Dareke Young,WR,SEA,ARI,3000
Bub Means,WR,NO,NYG,3000
Chris Conley,WR,SF,CHI,3000
Roman Wilson,WR,PIT,CLE,3000
Derius Davis,WR,LAC,KC,3000
Terrace Marshall,WR,LV,TB,3000
River Cracraft,WR,MIA,NYJ,3000
Charlie Jones,WR,CIN,DAL,3000
Treylon Burks,WR,TEN,JAX,3000
Casey Washington,WR,ATL,MIN,3000
Cardinals,DST,ARI,SEA,3000
Ainias Smith,WR,PHI,CAR,3000
Collin Johnson,WR,CHI,SF,3000
Kadarius Toney,WR,CLE,PIT,3000
Xavier Gipson,WR,NYJ,MIA,3000
Rashee Rice,WR,KC,LAC,3000
Christian Kirk,WR,JAX,TEN,3000
Grant DuBose,WR,MIA,NYJ,3000
Cody White,WR,SEA,ARI,3000
Gunner Olszewski,WR,NYG,NO,3000
Jalen Virgil,WR,BUF,LAR,3000
Scotty Miller,WR,PIT,CLE,3000
Jalen Reagor,WR,LAC,KC,3000
Kameron Johnson,WR,TB,LV,3000
Malik Washington,WR,MIA,NYJ,3000
Ryan Flournoy,WR,DAL,CIN,3000
JhaQuan Jackson,WR,TEN,JAX,3000
KhaDarel Hodge,WR,ATL,MIN,3000
Zach Pascal,WR,ARI,SEA,3000
Johnny Wilson,WR,PHI,CAR,3000
DeAndre Carter,WR,CHI,SF,3000
Michael Woods,WR,CLE,PIT,3000
Brock Wright,TE,DET,GB,3000
Hollywood Brown,WR,KC,LAC,3000
Devin Duvernay,WR,JAX,TEN,3000
Tahj Washington,WR,MIA,NYJ,3000
Jake Bobo,WR,SEA,ARI,3000
Bryce Ford-Wheaton,WR,NYG,NO,3000
Xavier Smith,WR,LAR,BUF,3000
Ben Skowronek,WR,PIT,CLE,3000
Mecole Hardman,WR,KC,LAC,3000
Chris Godwin,WR,TB,LV,3000
Malik Taylor,WR,NYJ,MIA,3000
Jermaine Burton,WR,CIN,DAL,3000
Bryce Oliver,WR,TEN,JAX,3000
Trent Sherfield,WR,MIN,ATL,3000
Xavier Weaver,WR,ARI,SEA,3000
Deven Thompkins,WR,CAR,PHI,3000
Brandon Aiyuk,WR,SF,CHI,3000
David Bell,WR,CLE,PIT,3000
Allen Robinson,WR,DET,GB,3000
Brenden Rice,WR,LAC,KC,3000
Jeff Foreman,WR,LV,TB,3000
Braxton Berrios,WR,MIA,NYJ,3000
Bengals,DST,CIN,DAL,3000
Chig Okonkwo,TE,TEN,JAX,3000
Ihmir Smith-Marsette,WR,NYG,NO,3000
Jordan Whittington,WR,LAR,BUF,3000
Tommy Tremble,TE,CAR,PHI,3000
Nsimba Webster,WR,CHI,SF,3000
Ryan Miller,WR,TB,LV,3000
Irvin Charles,WR,NYJ,MIA,3000
Chargers,DST,LAC,KC,2900
Jordan Akins,TE,CLE,PIT,2900
Saints,DST,NO,NYG,2900
Tyler Conklin,TE,NYJ,MIA,2900
Colby Parkinson,TE,LAR,BUF,2800
Seahawks,DST,SEA,ARI,2800
Titans,DST,TEN,JAX,2800
Darnell Washington,TE,PIT,CLE,2800
Tanner Hudson,TE,CIN,DAL,2800
Daniel Bellinger,TE,NYG,NO,2700
Josh Oliver,TE,MIN,ATL,2700
Jets,DST,NYJ,MIA,2700
Packers,DST,GB,DET,2700
Michael Mayer,TE,LV,TB,2700
Cowboys,DST,DAL,CIN,2600
Giants,DST,NYG,NO,2600
Brevyn Spann-Ford,TE,DAL,CIN,2600
Chris Manhertz,TE,NYG,NO,2600
Drew Sample,TE,CIN,DAL,2600
Johnny Mundt,TE,MIN,ATL,2600
Davis Allen,TE,LAR,BUF,2600
Jaguars,DST,JAX,TEN,2600
Josh Whyle,TE,TEN,JAX,2500
Shane Zylstra,TE,DET,GB,2500
Rams,DST,LAR,BUF,2500
Ross Dwelley,TE,ATL,MIN,2500
Stone Smartt,TE,LAC,KC,2500
MyCole Pruitt,TE,PIT,CLE,2500
Tanner McLachlan,TE,CIN,DAL,2500
Brenton Strange,TE,JAX,TEN,2500
Elijah Higgins,TE,ARI,SEA,2500
Durham Smythe,TE,MIA,NYJ,2500
Gerald Everett,TE,CHI,SF,2500
Dallin Holker,TE,NO,NYG,2500
Peyton Hendershot,TE,KC,LAC,2500
Ko Kieft,TE,TB,LV,2500
Nick Vannett,TE,TEN,JAX,2500
Tyler Davis,TE,GB,DET,2500
Quintin Morris,TE,BUF,LAR,2500
Charlie Woerner,TE,ATL,MIN,2500
Tucker Fisk,TE,LAC,KC,2500
Connor Heyward,TE,PIT,CLE,2500
Cam Grandy,TE,CIN,DAL,2500
Harrison Bryant,TE,LV,TB,2500
Brady Russell,TE,SEA,ARI,2500
Julian Hill,TE,MIA,NYJ,2500
Brayden Willis,TE,SF,CHI,2500
Greg Dulcich,TE,NYG,NO,2500
Jody Fortson,TE,KC,LAC,2500
Payne Durham,TE,TB,LV,2500
Patrick Murtagh,TE,JAX,TEN,2500
Luke Musgrave,TE,GB,DET,2500
Hunter Long,TE,LAR,BUF,2500
Andrew DePaola,TE,MIN,ATL,2500
Patrick Scales,TE,CHI,SF,2500
Ian Thomas,TE,CAR,PHI,2500
John Stephens,TE,DAL,CIN,2500
Justin Shorter,TE,LV,TB,2500
Pharaoh Brown,TE,SEA,ARI,2500
Kenny Yeboah,TE,NYJ,MIA,2500
Jake Tonges,TE,SF,CHI,2500
Theo Johnson,TE,NYG,NO,2500
Jared Wiley,TE,KC,LAC,2500
Geoff Swaim,TE,CLE,PIT,2500
Cal Adomitis,TE,CIN,DAL,2500
Josiah Deguara,TE,JAX,TEN,2500
John FitzPatrick,TE,GB,DET,2500
Travis Vokolek,TE,ARI,SEA,2500
Tanner Conner,TE,MIA,NYJ,2500
Stephen Carlson,TE,CHI,SF,2500
Feleipe Franks,TE,CAR,PHI,2500
Princeton Fant,TE,DAL,CIN,2500
Evan Deckers,TE,TB,LV,2500
David Martin-Robinson,TE,TEN,JAX,2500
Jeremy Ruckert,TE,NYJ,MIA,2500
Eric Saubert,TE,SF,CHI,2500
Falcons,DST,ATL,MIN,2500
Hayden Hurst,TE,LAC,KC,2500
Blake Whiteheart,TE,CLE,PIT,2500
Erick All,TE,CIN,DAL,2500
Luke Farrell,TE,JAX,TEN,2500
Ben Sims,TE,GB,DET,2500
Tip Reiman,TE,ARI,SEA,2500
Jack Stoll,TE,MIA,NYJ,2500
Marcedes Lewis,TE,CHI,SF,2500
Zach Wood,TE,NO,NYG,2500
James Winchester,TE,KC,LAC,2500
Devin Culp,TE,TB,LV,2500
Bears,DST,CHI,SF,2400
Browns,DST,CLE,PIT,2400
Raiders,DST,LV,TB,2300
Panthers,DST,CAR,PHI,2200
