player,position,team,opponent,salary
Keon Coleman,WR,BUF,CAR,5000
Matthew Golden,WR,GB,PIT,5000
Carson Wentz,QB,MIN,LAC,5000
Kenneth Gainwell,RB,PIT,GB,5000
Nick Chubb,RB,HOU,SF,5000
Justin Fields,QB,NYJ,CIN,5000
Travis Kelce,TE,KC,WAS,5000
Brandon Aiyuk,WR,SF,HOU,4900
Joe Mixon,RB,HOU,SF,4900
Kyle Monangai,RB,CHI,BAL,4900
Michael Penix,QB,ATL,MIA,4900
Calvin Ridley,WR,TEN,IND,4900
Tyler Allgeier,RB,ATL,MIA,4800
Tua Tagovailoa,QB,MIA,ATL,4800
Hollywood Brown,WR,KC,WAS,4800
Oronde Gadsden,TE,LAC,MIN,4800
RJ Harvey,RB,DEN,DAL,4800
Kayshon Boutte,WR,NE,CLE,4800
Kendre Miller,RB,NO,TB,4700
Spencer Rattler,QB,NO,TB,4700
Josh Downs,WR,IND,TEN,4700
Tyjae Spears,RB,TEN,IND,4700
Rashid Shaheed,WR,NO,TB,4700
Kareem Hunt,RB,KC,WAS,4600
Jauan Jennings,WR,SF,HOU,4600
Alec Pierce,WR,IND,TEN,4600
Cam Ward,QB,TEN,IND,4600
Zach Ertz,TE,WAS,KC,4600
Tyrone Tracy,RB,NYG,PHI,4600
Chris Rodriguez,RB,WAS,KC,4600
Will Shipley,RB,PHI,NYG,4600
Tyrod Taylor,QB,NYJ,CIN,4500
Sterling Shepard,WR,TB,NO,4500
Andy Dalton,QB,CAR,BUF,4500
TreVeyon Henderson,RB,NE,CLE,4500
Justice Hill,RB,BAL,CHI,4500
George Kittle,TE,SF,HOU,4500
Luke McCaffrey,WR,WAS,KC,4500
Brian Robinson,RB,SF,HOU,4500
Emanuel Wilson,RB,GB,PIT,4500
Samaje Perine,RB,CIN,NYJ,4400
Darnell Mooney,WR,ATL,MIA,4400
Christian Watson,WR,GB,PIT,4400
Kirk Cousins,QB,ATL,MIA,4400
Sean Tucker,RB,TB,NO,4400
Harold Fannin,TE,CLE,NE,4400
Darius Slayton,WR,NYG,PHI,4300
Hassan Haskins,RB,LAC,MIN,4300
Jerome Ford,RB,CLE,NE,4300
Dalton Kincaid,TE,BUF,CAR,4300
Cooper Rush,QB,BAL,CHI,4300
Tez Johnson,WR,TB,NO,4300
Ollie Gordon,RB,MIA,ATL,4300
Troy Franklin,WR,DEN,DAL,4200
Ray Davis,RB,BUF,CAR,4200
Devin Neal,RB,NO,TB,4200
DeAndre Hopkins,WR,BAL,CHI,4200
Dallas Goedert,TE,PHI,NYG,4200
Zavier Scott,RB,MIN,LAC,4200
Shedeur Sanders,QB,CLE,NE,4200
Kaleb Johnson,RB,PIT,GB,4200
Dillon Gabriel,QB,CLE,NE,4200
AJ Dillon,RB,PHI,NYG,4100
Jaylin Lane,WR,WAS,KC,4100
Jerry Jeudy,WR,CLE,NE,4100
Brashard Smith,RB,KC,WAS,4100
Isaiah Davis,RB,NYJ,CIN,4100
Jeremy McNichols,RB,WAS,KC,4100
Rashod Bateman,WR,BAL,CHI,4100
Evan Engram,TE,DEN,DAL,4100
Tyler Goodson,RB,IND,TEN,4000
Jack Westover,RB,NE,CLE,4000
DeeJay Dallas,RB,CAR,BUF,4000
Chris Brooks,RB,GB,PIT,4000
Devin Singletary,RB,NYG,PHI,4000
Braelon Allen,RB,NYJ,CIN,4000
Scott Matlock,RB,LAC,MIN,4000
Joe Milton,QB,DAL,DEN,4000
Patrick Taylor,RB,SF,HOU,4000
Alexander Mattison,RB,MIA,ATL,4000
Hunter Luepke,RB,DAL,DEN,4000
Terrell Jennings,RB,NE,CLE,4000
Roschon Johnson,RB,CHI,BAL,4000
Kalel Mullings,RB,TEN,IND,4000
Sam Howell,QB,PHI,NYG,4000
Xavier Legette,WR,CAR,BUF,4000
Austin Ekeler,RB,WAS,KC,4000
Josh Williams,RB,TB,NO,4000
Kurtis Rourke,QB,SF,HOU,4000
Cam Akers,RB,MIN,LAC,4000
Adam Prentice,RB,DEN,DAL,4000
Dare Ogunbowale,RB,HOU,SF,4000
Tyson Bagent,QB,CHI,BAL,4000
DJ Giddens,RB,IND,TEN,4000
Brock Lampe,RB,NE,CLE,4000
Trevor Etienne,RB,CAR,BUF,4000
Malik Willis,QB,GB,PIT,4000
Ben VanSumeren,RB,PHI,NYG,4000
Khalil Herbert,RB,NYJ,CIN,4000
Najee Harris,RB,LAC,MIN,4000
Sam Ehlinger,QB,DEN,DAL,4000
Jordan James,RB,SF,HOU,4000
Jaylen Wright,RB,MIA,ATL,4000
Riley Leonard,QB,IND,TEN,4000
Deshaun Watson,QB,CLE,NE,4000
Patrick Ricard,RB,BAL,CHI,4000
Julius Chestnut,RB,TEN,IND,4000
Tanner McKee,QB,PHI,NYG,4000
Reggie Gilliam,RB,BUF,CAR,4000
Gardner Minshew,QB,KC,WAS,4000
Tyler Shough,QB,NO,TB,4000
Adrian Martinez,QB,SF,HOU,4000
CJ Ham,RB,MIN,LAC,4000
Michael Burton,RB,DEN,DAL,4000
British Brooks,RB,HOU,SF,4000
Darren Waller,TE,MIA,ATL,4000
Will Levis,QB,TEN,IND,4000
Deneric Prince,RB,NE,CLE,4000
Mitchell Trubisky,QB,BUF,CAR,4000
Skylar Thompson,QB,PIT,GB,4000
Tank Bigsby,RB,PHI,NYG,4000
Kene Nwangwu,RB,NYJ,CIN,4000
Omarion Hampton,RB,LAC,MIN,4000
Jarrett Stidham,QB,DEN,DAL,4000
Isaac Guerendo,RB,SF,HOU,4000
Emory Jones,QB,ATL,MIA,4000
Miles Sanders,RB,DAL,DEN,4000
Tommy DeVito,QB,NE,CLE,4000
Rasheen Ali,RB,BAL,CHI,4000
Salvon Ahmed,RB,IND,TEN,4000
Raheim Sanders,RB,CLE,NE,4000
Ty Johnson,RB,BUF,CAR,4000
Josh Johnson,QB,WAS,KC,4000
Teddy Bridgewater,QB,TB,NO,4000
Tahj Brooks,RB,CIN,NYJ,4000
Ty Chandler,RB,MIN,LAC,4000
Tyler Badie,RB,DEN,DAL,4000
Dameon Pierce,RB,HOU,SF,4000
Nathan Carter,RB,ATL,MIA,4000
Brandon Allen,QB,TEN,IND,4000
Lan Larison,RB,NE,CLE,4000
Deion Hankins,RB,CHI,BAL,4000
Will Howard,QB,PIT,GB,4000
Jameis Winston,QB,NYG,PHI,4000
Joe Burrow,QB,CIN,NYJ,4000
Max Brosmer,QB,MIN,LAC,4000
Keaontay Ingram,RB,KC,WAS,4000
Jalen McMillan,WR,TB,NO,4000
Graham Mertz,QB,HOU,SF,4000
Zach Wilson,QB,MIA,ATL,4000
Phil Mafah,RB,DAL,DEN,4000
Joshua Dobbs,QB,NE,CLE,4000
Keaton Mitchell,RB,BAL,CHI,4000
Ameer Abdullah,RB,IND,TEN,4000
Dylan Sampson,RB,CLE,NE,4000
Jonathon Brooks,RB,CAR,BUF,4000
MarShawn Lloyd,RB,GB,PIT,4000
Eric Gray,RB,NYG,PHI,4000
Andrew Beck,RB,NYJ,CIN,4000
Jaret Patterson,RB,LAC,MIN,4000
Jaleel McLaughlin,RB,DEN,DAL,4000
Kyle Juszczyk,RB,SF,HOU,4000
Alec Ingold,RB,MIA,ATL,4000
Anthony Richardson,QB,IND,TEN,4000
Antonio Gibson,RB,NE,CLE,4000
Travis Homer,RB,CHI,BAL,4000
Mason Rudolph,QB,PIT,GB,4000
Russell Wilson,QB,NYG,PHI,4000
Jake Browning,QB,CIN,NYJ,4000
Trey Lance,QB,LAC,MIN,4000
Elijah Mitchell,RB,KC,WAS,4000
Velus Jones,RB,NO,TB,4000
Davis Mills,QB,HOU,SF,4000
Quinn Ewers,QB,MIA,ATL,4000
Jaydon Blue,RB,DAL,DEN,4000
Christian Kirk,WR,HOU,SF,4000
Case Keenum,QB,CHI,BAL,4000
Marvin Mims,WR,DEN,DAL,3900
Josh Reynolds,WR,NYJ,CIN,3900
Kyle Pitts,TE,ATL,MIA,3900
Elic Ayomanor,WR,TEN,IND,3900
DeMario Douglas,WR,NE,CLE,3800
Jalen Coker,WR,CAR,BUF,3800
Calvin Austin,WR,PIT,GB,3800
Luther Burden,WR,CHI,BAL,3800
Colts,DST,IND,TEN,3800
Hunter Henry,TE,NE,CLE,3800
Theo Johnson,TE,NYG,PHI,3700
Chiefs,DST,KC,WAS,3700
Malik Washington,WR,MIA,ATL,3700
Dontayvion Wicks,WR,GB,PIT,3700
Kameron Johnson,WR,TB,NO,3700
Xavier Hutchinson,WR,HOU,SF,3700
Mark Andrews,TE,BAL,CHI,3600
Ryan Flournoy,WR,DAL,DEN,3600
Patriots,DST,NE,CLE,3600
Andrei Iosivas,WR,CIN,NYJ,3600
Joshua Palmer,WR,BUF,CAR,3600
Jayden Higgins,WR,HOU,SF,3500
Mason Taylor,TE,NYJ,CIN,3500
Chris Moore,WR,WAS,KC,3500
Curtis Samuel,WR,BUF,CAR,3500
Tyquan Thornton,WR,KC,WAS,3500
Falcons,DST,ATL,MIA,3500
Jaylin Noel,WR,HOU,SF,3500
TJ Hockenson,TE,MIN,LAC,3500
Chimere Dike,WR,TEN,IND,3400
Jalen Nailor,WR,MIN,LAC,3400
Buccaneers,DST,TB,NO,3400
Cade Otton,TE,TB,NO,3400
David Njoku,TE,CLE,NE,3400
JuJu Smith-Schuster,WR,KC,WAS,3400
Allen Lazard,WR,NYJ,CIN,3400
Juwan Johnson,TE,NO,TB,3300
Olamide Zaccheaus,WR,CHI,BAL,3300
Ryan Miller,WR,TB,NO,3300
Casey Washington,WR,ATL,MIA,3300
Mack Hollins,WR,NE,CLE,3300
Tre Harris,WR,LAC,MIN,3300
Van Jefferson,WR,TEN,IND,3300
Dalton Schultz,TE,HOU,SF,3300
KaVontae Turpin,WR,DAL,DEN,3300
Bills,DST,BUF,CAR,3300
Arian Smith,WR,NYJ,CIN,3200
Brandin Cooks,WR,NO,TB,3200
Noah Fant,TE,CIN,NYJ,3200
Eagles,DST,PHI,NYG,3200
Elijah Moore,WR,BUF,CAR,3200
Robbie Chosen,WR,WAS,KC,3200
Jalin Hyatt,WR,NYG,PHI,3200
Jonnu Smith,TE,PIT,GB,3200
Isaiah Bond,WR,CLE,NE,3200
Chig Okonkwo,TE,TEN,IND,3200
Hunter Renfrow,WR,CAR,BUF,3100
Jalen Tolbert,WR,DAL,DEN,3100
Cole Kmet,TE,CHI,BAL,3100
Roman Wilson,WR,PIT,GB,3100
Jamari Thrash,WR,CLE,NE,3100
Gunnar Helm,TE,TEN,IND,3100
Demarcus Robinson,WR,SF,HOU,3100
Adonai Mitchell,WR,IND,TEN,3100
Tyler Johnson,WR,NYJ,CIN,3100
Broncos,DST,DEN,DAL,3100
Devontez Walker,WR,BAL,CHI,3000
Jalen Royals,WR,KC,WAS,3000
John Metchie,WR,PHI,NYG,3000
Tyrell Shavers,WR,BUF,CAR,3000
DaQuan Felton,WR,NYG,PHI,3000
Adam Thielen,WR,MIN,LAC,3000
Jonathan Mingo,WR,DAL,DEN,3000
Trent Taylor,WR,SF,HOU,3000
Tahj Washington,WR,MIA,ATL,3000
Savion Williams,WR,GB,PIT,3000
Malachi Corley,WR,CLE,NE,3000
Jahdae Walker,WR,CHI,BAL,3000
LilJordan Humphrey,WR,NYG,PHI,3000
Jermaine Burton,WR,CIN,NYJ,3000
Trey Palmer,WR,NO,TB,3000
Myles Price,WR,MIN,LAC,3000
Bryce Oliver,WR,TEN,IND,3000
Jared Wayne,WR,HOU,SF,3000
Tylan Wallace,WR,BAL,CHI,3000
Noah Brown,WR,WAS,KC,3000
Jahan Dotson,WR,PHI,NYG,3000
David Moore,WR,CAR,BUF,3000
Bryce Ford-Wheaton,WR,NYG,PHI,3000
Trent Sherfield,WR,DEN,DAL,3000
Russell Gage,WR,SF,HOU,3000
Cedrick Wilson,WR,MIA,ATL,3000
Malik Heath,WR,GB,PIT,3000
Efton Chism,WR,NE,CLE,3000
Devin Duvernay,WR,CHI,BAL,3000
Johnny Wilson,WR,PHI,NYG,3000
Charlie Jones,WR,CIN,NYJ,3000
Mason Tipton,WR,NO,TB,3000
Tai Felton,WR,MIN,LAC,3000
DJ Montgomery,WR,IND,TEN,3000
Justin Watson,WR,HOU,SF,3000
Jamal Agnew,WR,ATL,MIA,3000
Packers,DST,GB,PIT,3000
DeAndre Carter,WR,CLE,NE,3000
Brycen Tremayne,WR,CAR,BUF,3000
Malik Nabers,WR,NYG,PHI,3000
Jacob Cowing,WR,SF,HOU,3000
Pat Bryant,WR,DEN,DAL,3000
Dee Eskridge,WR,MIA,ATL,3000
KeShawn Williams,WR,PIT,GB,3000
Kyle Williams,WR,NE,CLE,3000
Dayton Wade,WR,BAL,CHI,3000
Darius Cooper,WR,PHI,NYG,3000
Irvin Charles,WR,NYJ,CIN,3000
Devaughn Vele,WR,NO,TB,3000
KeAndre Lambert-Smith,WR,LAC,MIN,3000
Anthony Gould,WR,IND,TEN,3000
Tank Dell,WR,HOU,SF,3000
KhaDarel Hodge,WR,ATL,MIA,3000
Pat Freiermuth,TE,PIT,GB,3000
Cedric Tillman,WR,CLE,NE,3000
Jimmy Horn,WR,CAR,BUF,3000
Gunner Olszewski,WR,NYG,PHI,3000
Jordan Watkins,WR,SF,HOU,3000
Bub Means,WR,NO,TB,3000
Nick Westbrook-Ikhine,WR,MIA,ATL,3000
Ben Skowronek,WR,PIT,GB,3000
Texans,DST,HOU,SF,3000
LaJohntay Wester,WR,BAL,CHI,3000
Nikko Remigio,WR,KC,WAS,3000
Xavier Gipson,WR,PHI,NYG,3000
Isaiah Williams,WR,NYJ,CIN,3000
Jaden Smith,WR,TB,NO,3000
Derius Davis,WR,LAC,MIN,3000
Ashton Dulin,WR,IND,TEN,3000
Braxton Berrios,WR,HOU,SF,3000
Tyreek Hill,WR,MIA,ATL,3000
Jayden Reed,WR,GB,PIT,3000
Gage Larvadain,WR,CLE,NE,3000
Colston Loveland,TE,CHI,BAL,3000
Beaux Collins,WR,NYG,PHI,3000
Skyy Moore,WR,SF,HOU,3000
JaLynn Polk,WR,NO,TB,3000
Rondale Moore,WR,MIN,LAC,3000
Scotty Miller,WR,PIT,GB,3000
Jake Tonges,TE,SF,HOU,3000
49ers,DST,SF,HOU,2900
JaTavion Sanders,TE,CAR,BUF,2900
Chargers,DST,LAC,MIN,2900
Darnell Washington,TE,PIT,GB,2900
Taysom Hill,TE,NO,TB,2900
Dawson Knox,TE,BUF,CAR,2800
Mitchell Evans,TE,CAR,BUF,2800
Ravens,DST,BAL,CHI,2800
Steelers,DST,PIT,GB,2800
Austin Hooper,TE,NE,CLE,2800
Julian Hill,TE,MIA,ATL,2700
Noah Gray,TE,KC,WAS,2700
Josh Oliver,TE,MIN,LAC,2700
Daniel Bellinger,TE,NYG,PHI,2700
Bengals,DST,CIN,NYJ,2700
Tommy Tremble,TE,CAR,BUF,2700
Will Dissly,TE,LAC,MIN,2600
Nate Adkins,TE,DEN,DAL,2600
Bears,DST,CHI,BAL,2600
Isaiah Likely,TE,BAL,CHI,2600
Tanner Conner,TE,MIA,ATL,2600
John Bates,TE,WAS,KC,2600
Devin Culp,TE,TB,NO,2500
Charlie Woerner,TE,ATL,MIA,2500
Mitchell Fraboni,TE,DEN,DAL,2500
Stone Smartt,TE,NYJ,CIN,2500
Donald Parham,TE,PIT,GB,2500
Harrison Bryant,TE,HOU,SF,2500
Jared Wiley,TE,KC,WAS,2500
Cameron Latu,TE,PHI,NYG,2500
Gavin Bartholomew,TE,MIN,LAC,2500
Jack Stoll,TE,NO,TB,2500
Zaire Mitchell-Paden,TE,BAL,CHI,2500
Mo Alie-Cox,TE,IND,TEN,2500
Cam Grandy,TE,CIN,NYJ,2500
Ben Sinnott,TE,WAS,KC,2500
Jakob Johnson,TE,HOU,SF,2500
Payne Durham,TE,TB,NO,2500
Greg Dulcich,TE,MIA,ATL,2500
Lucas Krull,TE,DEN,DAL,2500
Jeremy Ruckert,TE,NYJ,CIN,2500
Connor Heyward,TE,PIT,GB,2500
Luke Farrell,TE,SF,HOU,2500
Robert Tonyan,TE,KC,WAS,2500
Kylen Granson,TE,PHI,NYG,2500
Ben Yurosek,TE,MIN,LAC,2500
Foster Moreau,TE,NO,TB,2500
Charlie Kolar,TE,BAL,CHI,2500
John Stephens,TE,DAL,DEN,2500
Tanner Hudson,TE,CIN,NYJ,2500
Ben Sims,TE,GB,PIT,2500
Brevin Jordan,TE,HOU,SF,2500
Thomas Fidone,TE,NYG,PHI,2500
Jalin Conyers,TE,MIA,ATL,2500
Adam Trautman,TE,DEN,DAL,2500
Jackson Hawes,TE,BUF,CAR,2500
David Martin-Robinson,TE,TEN,IND,2500
William Wagner,TE,CIN,NYJ,2500
Tyler Ott,TE,WAS,KC,2500
Grant Calcaterra,TE,PHI,NYG,2500
Tyler Conklin,TE,LAC,MIN,2500
Evan Deckers,TE,TB,NO,2500
Feleipe Franks,TE,ATL,MIA,2500
Brevyn Spann-Ford,TE,DAL,DEN,2500
Drew Sample,TE,CIN,NYJ,2500
John FitzPatrick,TE,GB,PIT,2500
Cade Stover,TE,HOU,SF,2500
James Winchester,TE,KC,WAS,2500
Chris Manhertz,TE,NYG,PHI,2500
Vikings,DST,MIN,LAC,2500
Zach Wood,TE,NO,TB,2500
James Mitchell,TE,CAR,BUF,2500
Will Mallory,TE,IND,TEN,2500
Erick All,TE,CIN,NYJ,2500
Tyree Jackson,TE,WAS,KC,2500
Browns,DST,CLE,NE,2500
Tucker Fisk,TE,LAC,MIN,2500
Ko Kieft,TE,TB,NO,2500
Teagan Quitoriano,TE,ATL,MIA,2500
Luke Schoonmaker,TE,DAL,DEN,2500
Jelani Woods,TE,NYJ,CIN,2500
Luke Musgrave,TE,GB,PIT,2500
Brenden Bates,TE,HOU,SF,2500
Jake Briningstool,TE,KC,WAS,2500
Cal Adomitis,TE,PHI,NYG,2500
Andrew DePaola,TE,MIN,LAC,2500
Mason Pline,TE,NO,TB,2500
Durham Smythe,TE,CHI,BAL,2500
Drew Ogletree,TE,IND,TEN,2500
Mike Gesicki,TE,CIN,NYJ,2500
Colson Yankoff,TE,WAS,KC,2500
Blake Whiteheart,TE,CLE,NE,2500
Cowboys,DST,DAL,DEN,2400
Saints,DST,NO,TB,2300
Jets,DST,NYJ,CIN,2300
Panthers,DST,CAR,BUF,2200
Dolphins,DST,MIA,ATL,2200
Commanders,DST,WAS,KC,2100
Giants,DST,NYG,PHI,2100
Titans,DST,TEN,IND,2000
