player,position,team,opponent,salary
Luther Burden,WR,CHI,DAL,4200
Chris Rodriguez,RB,WAS,LV,4100
DeMario Douglas,WR,NE,PIT,4100
David Njoku,TE,CLE,GB,4100
Kyle Monangai,RB,CHI,DAL,4100
Ray Davis,RB,BUF,MIA,4100
Donte Thornton,WR,LV,WAS,4100
Kyle Allen,QB,DET,BAL,4000
Drew Lock,QB,SEA,NO,4000
Tanner McKee,QB,PHI,LAR,4000
Nathan Carter,RB,ATL,CAR,4000
Joe Milton,QB,DAL,CHI,4000
Kene Nwangwu,RB,NYJ,TB,4000
LeQuint Allen,RB,JAX,HOU,4000
Kurtis Rourke,QB,SF,ARI,4000
Tyjae Spears,RB,TEN,IND,4000
Ty Chandler,RB,MIN,CIN,4000
Brashard Smith,RB,KC,NYG,4000
Scott Matlock,RB,LAC,DEN,4000
Lan Larison,RB,NE,PIT,4000
Ty Johnson,RB,BUF,MIA,4000
Craig Reynolds,RB,DET,BAL,4000
Robbie Ouzts,RB,SEA,NO,4000
Ben VanSumeren,RB,PHI,LAR,4000
Emanuel Wilson,RB,GB,CLE,4000
Hunter Luepke,RB,DAL,CHI,4000
Will Levis,QB,TEN,IND,4000
Joe Mixon,RB,HOU,JAX,4000
Patrick Taylor,RB,SF,ARI,4000
Austin Ekeler,RB,WAS,LV,4000
Mason Rudolph,QB,PIT,NE,4000
Zach Wilson,QB,MIA,BUF,4000
Cooper Rush,QB,BAL,DET,4000
Troy Franklin,WR,DEN,LAC,4000
Calvin Austin,WR,PIT,NE,4000
Jonathon Brooks,RB,CAR,ATL,4000
Velus Jones,RB,NO,SEA,4000
Isaiah Davis,RB,NYJ,TB,4000
Graham Mertz,QB,HOU,JAX,4000
Jake Ferguson,TE,DAL,CHI,4000
Kalel Mullings,RB,TEN,IND,4000
Zavier Scott,RB,MIN,CIN,4000
Eric Gray,RB,NYG,KC,4000
Hassan Haskins,RB,LAC,DEN,4000
Tommy DeVito,QB,NE,PIT,4000
Reggie Gilliam,RB,BUF,MIA,4000
Patrick Ricard,RB,BAL,DET,4000
Kenny McIntosh,RB,SEA,NO,4000
AJ Dillon,RB,PHI,LAR,4000
Chris Brooks,RB,GB,CLE,4000
Phil Mafah,RB,DAL,CHI,4000
Brandon Allen,QB,TEN,IND,4000
British Brooks,RB,HOU,JAX,4000
Jordan James,RB,SF,ARI,4000
Aidan OConnell,QB,LV,WAS,4000
Tahj Brooks,RB,CIN,MIN,4000
Mitchell Trubisky,QB,BUF,MIA,4000
Devin Singletary,RB,NYG,KC,4000
Michael Burton,RB,DEN,LAC,4000
Jack Westover,RB,NE,PIT,4000
Trevor Etienne,RB,CAR,ATL,4000
Kye Robichaux,RB,DET,BAL,4000
Devin Neal,RB,NO,SEA,4000
Josh Williams,RB,TB,NYJ,4000
Nick Mullens,QB,JAX,HOU,4000
Deion Hankins,RB,CHI,DAL,4000
Julius Chestnut,RB,TEN,IND,4000
Brett Rypien,QB,CIN,MIN,4000
Gardner Minshew,QB,KC,NYG,4000
Sam Ehlinger,QB,DEN,LAC,4000
Joshua Dobbs,QB,NE,PIT,4000
Alec Ingold,RB,MIA,BUF,4000
Keaton Mitchell,RB,BAL,DET,4000
George Holani,RB,SEA,NO,4000
Stetson Bennett,QB,LAR,PHI,4000
Deshaun Watson,QB,CLE,GB,4000
Case Keenum,QB,CHI,DAL,4000
Riley Leonard,QB,IND,TEN,4000
Dare Ogunbowale,RB,HOU,JAX,4000
Isaac Guerendo,RB,SF,ARI,4000
Josh Johnson,QB,WAS,LV,4000
Samaje Perine,RB,CIN,MIN,4000
Keaontay Ingram,RB,KC,NYG,4000
Jaleel McLaughlin,RB,DEN,LAC,4000
Brock Lampe,RB,NE,PIT,4000
Emory Jones,QB,ATL,CAR,4000
Jacob Saylors,RB,DET,BAL,4000
Kendre Miller,RB,NO,SEA,4000
Sean Tucker,RB,TB,NYJ,4000
Raheim Sanders,RB,CLE,GB,4000
Travis Homer,RB,CHI,DAL,4000
Salvon Ahmed,RB,IND,TEN,4000
Max Brosmer,QB,MIN,CIN,4000
Emari Demercado,RB,ARI,SF,4000
Jarrett Stidham,QB,DEN,LAC,4000
Skylar Thompson,QB,PIT,NE,4000
Alexander Mattison,RB,MIA,BUF,4000
Rasheen Ali,RB,BAL,DET,4000
Jalen Milroe,QB,SEA,NO,4000
Sam Howell,QB,PHI,LAR,4000
Malik Willis,QB,GB,CLE,4000
Tyson Bagent,QB,CHI,DAL,4000
Andrew Beck,RB,NYJ,TB,4000
Cody Schrader,RB,JAX,HOU,4000
Jacoby Brissett,QB,ARI,SF,4000
Marcus Mariota,QB,WAS,LV,4000
CJ Ham,RB,MIN,CIN,4000
Elijah Mitchell,RB,KC,NYG,4000
Tyler Badie,RB,DEN,LAC,4000
Deneric Prince,RB,NE,PIT,4000
Dalton Kincaid,TE,BUF,MIA,4000
Sione Vaki,RB,DET,BAL,4000
Brady Russell,RB,SEA,NO,4000
Jarquez Hunter,RB,LAR,PHI,4000
MarShawn Lloyd,RB,GB,CLE,4000
Roschon Johnson,RB,CHI,DAL,4000
Tyler Goodson,RB,IND,TEN,4000
Carson Wentz,QB,MIN,CIN,4000
Kyle Juszczyk,RB,SF,ARI,4000
Dylan Laube,RB,LV,WAS,4000
Will Howard,QB,PIT,NE,4000
Quinn Ewers,QB,MIA,BUF,4000
Kyle Pitts,TE,ATL,CAR,3900
Tyquan Thornton,WR,KC,NYG,3900
Ray-Ray McCloud,WR,ATL,CAR,3900
KaVontae Turpin,WR,DAL,CHI,3900
Juwan Johnson,TE,NO,SEA,3900
Jack Bech,WR,LV,WAS,3900
Marvin Mims,WR,DEN,LAC,3800
Hunter Henry,TE,NE,PIT,3800
TJ Hockenson,TE,MIN,CIN,3800
JuJu Smith-Schuster,WR,KC,NYG,3800
Jalen Nailor,WR,MIN,CIN,3800
Brandin Cooks,WR,NO,SEA,3800
Bills,DST,BUF,MIA,3800
Evan Engram,TE,DEN,LAC,3700
Hunter Renfrow,WR,CAR,ATL,3700
Elic Ayomanor,WR,TEN,IND,3700
Elijah Moore,WR,BUF,MIA,3700
Dallas Goedert,TE,PHI,LAR,3700
Packers,DST,GB,CLE,3700
Darius Slayton,WR,NYG,KC,3700
Dontayvion Wicks,WR,GB,CLE,3700
Jonnu Smith,TE,PIT,NE,3600
Harold Fannin,TE,CLE,GB,3600
Seahawks,DST,SEA,NO,3600
Xavier Legette,WR,CAR,ATL,3600
Tyler Lockett,WR,TEN,IND,3600
Malik Washington,WR,MIA,BUF,3600
Sterling Shepard,WR,TB,NYJ,3600
Cade Otton,TE,TB,NYJ,3500
Darren Waller,TE,MIA,BUF,3500
Josh Reynolds,WR,NYJ,TB,3500
Jalen Royals,WR,KC,NYG,3500
Brenton Strange,TE,JAX,HOU,3500
Kendrick Bourne,WR,SF,ARI,3500
Xavier Hutchinson,WR,HOU,JAX,3500
Buccaneers,DST,TB,NYJ,3500
Parker Washington,WR,JAX,HOU,3500
Tory Horton,WR,SEA,NO,3400
Dalton Schultz,TE,HOU,JAX,3400
Tre Tucker,WR,LV,WAS,3400
Isaac TeSlaa,WR,DET,BAL,3400
Chig Okonkwo,TE,TEN,IND,3400
Michael Wilson,WR,ARI,SF,3400
Tez Johnson,WR,TB,NYJ,3400
Olamide Zaccheaus,WR,CHI,DAL,3400
Vikings,DST,MIN,CIN,3400
Isaiah Likely,TE,BAL,DET,3300
Allen Lazard,WR,NYJ,TB,3300
JaTavion Sanders,TE,CAR,ATL,3300
Chiefs,DST,KC,NYG,3300
Jahan Dotson,WR,PHI,LAR,3300
Luke Farrell,TE,SF,ARI,3300
Kyle Williams,WR,NE,PIT,3300
Marquez Valdes-Scantling,WR,SF,ARI,3300
Andrei Iosivas,WR,CIN,MIN,3300
Colts,DST,IND,TEN,3300
Savion Williams,WR,GB,CLE,3300
Devaughn Vele,WR,NO,SEA,3200
Mike Gesicki,TE,CIN,MIN,3200
Devontez Walker,WR,BAL,DET,3200
Jaylin Lane,WR,WAS,LV,3200
Jaylin Noel,WR,HOU,JAX,3200
Theo Johnson,TE,NYG,KC,3200
Adonai Mitchell,WR,IND,TEN,3200
Falcons,DST,ATL,CAR,3200
Colston Loveland,TE,CHI,DAL,3200
Tutu Atwell,WR,LAR,PHI,3200
Curtis Samuel,WR,BUF,MIA,3200
Jalen Tolbert,WR,DAL,CHI,3200
Ben Skowronek,WR,PIT,NE,3200
Ravens,DST,BAL,DET,3200
Isaiah Bond,WR,CLE,GB,3100
49ers,DST,SF,ARI,3100
Pat Freiermuth,TE,PIT,NE,3100
Malik Heath,WR,GB,CLE,3100
Greg Dortch,WR,ARI,SF,3100
Mack Hollins,WR,NE,PIT,3100
Casey Washington,WR,ATL,CAR,3100
Pat Bryant,WR,DEN,LAC,3100
Noah Fant,TE,CIN,MIN,3100
Tylan Wallace,WR,BAL,DET,3100
Nick Westbrook-Ikhine,WR,MIA,BUF,3100
Luke McCaffrey,WR,WAS,LV,3100
Mitchell Tinsley,WR,CIN,MIN,3100
Kalif Raymond,WR,DET,BAL,3100
Eagles,DST,PHI,LAR,3100
Trey Palmer,WR,NO,SEA,3000
Jordan Whittington,WR,LAR,PHI,3000
Tyrell Shavers,WR,BUF,MIA,3000
Jordan Watkins,WR,SF,ARI,3000
Isaiah Williams,WR,NYJ,TB,3000
Jayden Reed,WR,GB,CLE,3000
Simi Fehoko,WR,ARI,SF,3000
Noah Brown,WR,WAS,LV,3000
Tank Dell,WR,HOU,JAX,3000
Nikko Remigio,WR,KC,NYG,3000
Broncos,DST,DEN,LAC,3000
Scotty Miller,WR,PIT,NE,3000
Ryan Flournoy,WR,DAL,CHI,3000
Kameron Johnson,WR,TB,NYJ,3000
Dalevon Campbell,WR,CAR,ATL,3000
Jacob Cowing,WR,SF,ARI,3000
DJ Montgomery,WR,IND,TEN,3000
Cade McDonald,WR,CLE,GB,3000
Gunner Olszewski,WR,NYG,KC,3000
Commanders,DST,WAS,LV,3000
Jordan Addison,WR,MIN,CIN,3000
Dominic Lovett,WR,DET,BAL,3000
Mason Tipton,WR,NO,SEA,3000
Johnny Wilson,WR,PHI,LAR,3000
Tahj Washington,WR,MIA,BUF,3000
Cole Kmet,TE,CHI,DAL,3000
Arian Smith,WR,NYJ,TB,3000
Christian Watson,WR,GB,CLE,3000
Xavier Weaver,WR,ARI,SF,3000
Treylon Burks,WR,TEN,IND,3000
Braxton Berrios,WR,HOU,JAX,3000
Jason Brownlee,WR,KC,NYG,3000
Trent Sherfield,WR,DEN,LAC,3000
Roman Wilson,WR,PIT,NE,3000
AJ Barner,TE,SEA,NO,3000
Ryan Miller,WR,TB,NYJ,3000
Jimmy Horn,WR,CAR,ATL,3000
Brandon Aiyuk,WR,SF,ARI,3000
Anthony Gould,WR,IND,TEN,3000
David Bell,WR,CLE,GB,3000
Beaux Collins,WR,NYG,KC,3000
Michael Mayer,TE,LV,WAS,3000
Tim Jones,WR,MIN,CIN,3000
Dayton Wade,WR,BAL,DET,3000
Cody White,WR,SEA,NO,3000
John Metchie,WR,PHI,LAR,3000
Dee Eskridge,WR,MIA,BUF,3000
Jahdae Walker,WR,CHI,DAL,3000
Tyler Johnson,WR,NYJ,TB,3000
Jamal Agnew,WR,ATL,CAR,3000
Zay Jones,WR,ARI,SF,3000
Bryce Oliver,WR,TEN,IND,3000
Justin Watson,WR,HOU,JAX,3000
DaQuan Felton,WR,NYG,KC,3000
Derius Davis,WR,LAC,DEN,3000
Jermaine Burton,WR,CIN,MIN,3000
Bub Means,WR,NO,SEA,3000
Xavier Smith,WR,LAR,PHI,3000
David Moore,WR,CAR,ATL,3000
Demarcus Robinson,WR,SF,ARI,3000
Ashton Dulin,WR,IND,TEN,3000
DeAndre Carter,WR,CLE,GB,3000
Jalin Hyatt,WR,NYG,KC,3000
Justin Shorter,WR,LV,WAS,3000
Myles Price,WR,MIN,CIN,3000
LaJohntay Wester,WR,BAL,DET,3000
Dareke Young,WR,SEA,NO,3000
Darius Cooper,WR,PHI,LAR,3000
Devin Duvernay,WR,CHI,DAL,3000
Jaden Smith,WR,TB,NYJ,3000
KhaDarel Hodge,WR,ATL,CAR,3000
Trent Taylor,WR,SF,ARI,3000
Van Jefferson,WR,TEN,IND,3000
Joshua Cephus,WR,JAX,HOU,3000
Bryce Ford-Wheaton,WR,NYG,KC,3000
KeAndre Lambert-Smith,WR,LAC,DEN,3000
Charlie Jones,WR,CIN,MIN,3000
JaLynn Polk,WR,NO,SEA,3000
Konata Mumpfield,WR,LAR,PHI,3000
Brycen Tremayne,WR,CAR,ATL,3000
Skyy Moore,WR,SF,ARI,3000
Irvin Charles,WR,NYJ,TB,3000
Jamari Thrash,WR,CLE,GB,3000
Trishton Jackson,WR,ARI,SF,3000
Chris Moore,WR,WAS,LV,3000
Tai Felton,WR,MIN,CIN,3000
Rashee Rice,WR,KC,NYG,3000
Jake Bobo,WR,SEA,NO,3000
Efton Chism,WR,NE,PIT,3000
Jonathan Mingo,WR,DAL,CHI,3000
Jalen McMillan,WR,TB,NYJ,3000
Jalen Coker,WR,CAR,ATL,3000
Russell Gage,WR,SF,ARI,3000
Chimere Dike,WR,TEN,IND,3000
Tim Patrick,WR,JAX,HOU,3000
Xavier Gipson,WR,NYG,KC,3000
Tre Harris,WR,LAC,DEN,3000
Rondale Moore,WR,MIN,CIN,3000
Tyler Higbee,TE,LAR,PHI,2900
Cardinals,DST,ARI,SF,2900
Jake Tonges,TE,SF,ARI,2900
Chargers,DST,LAC,DEN,2900
Will Dissly,TE,LAC,DEN,2900
Tyler Conklin,TE,LAC,DEN,2800
Payne Durham,TE,TB,NYJ,2800
Steelers,DST,PIT,NE,2800
Austin Hooper,TE,NE,PIT,2800
Noah Gray,TE,KC,NYG,2800
Jaguars,DST,JAX,HOU,2800
Grant Calcaterra,TE,PHI,LAR,2700
Texans,DST,HOU,JAX,2700
Brock Wright,TE,DET,BAL,2700
Luke Musgrave,TE,GB,CLE,2700
Cowboys,DST,DAL,CHI,2700
Adam Trautman,TE,DEN,LAC,2700
Patriots,DST,NE,PIT,2600
Bears,DST,CHI,DAL,2600
Dawson Knox,TE,BUF,MIA,2600
Gunnar Helm,TE,TEN,IND,2600
Mason Taylor,TE,NYJ,TB,2600
Davis Allen,TE,LAR,PHI,2600
Jelani Woods,TE,NYJ,TB,2500
Teagan Quitoriano,TE,ATL,CAR,2500
Tip Reiman,TE,ARI,SF,2500
Tyree Jackson,TE,WAS,LV,2500
Cade Stover,TE,HOU,JAX,2500
James Winchester,TE,KC,NYG,2500
Cam Grandy,TE,CIN,MIN,2500
Eric Saubert,TE,SEA,NO,2500
Ko Kieft,TE,TB,NYJ,2500
Jackson Hawes,TE,BUF,MIA,2500
Brevyn Spann-Ford,TE,DAL,CHI,2500
David Martin-Robinson,TE,TEN,IND,2500
Ben Sims,TE,GB,CLE,2500
Chris Manhertz,TE,NYG,KC,2500
Tucker Fisk,TE,LAC,DEN,2500
Nick Vannett,TE,MIN,CIN,2500
Lions,DST,DET,BAL,2500
Donald Parham,TE,PIT,NE,2500
Taysom Hill,TE,NO,SEA,2500
Stone Smartt,TE,NYJ,TB,2500
Charlie Woerner,TE,ATL,CAR,2500
George Kittle,TE,SF,ARI,2500
Colson Yankoff,TE,WAS,LV,2500
Harrison Bryant,TE,HOU,JAX,2500
Jake Briningstool,TE,KC,NYG,2500
Elijah Arroyo,TE,SEA,NO,2500
Tanner Hudson,TE,CIN,MIN,2500
Terrance Ferguson,TE,LAR,PHI,2500
Jalin Conyers,TE,MIA,BUF,2500
Luke Schoonmaker,TE,DAL,CHI,2500
Will Mallory,TE,IND,TEN,2500
John FitzPatrick,TE,GB,CLE,2500
Daniel Bellinger,TE,NYG,KC,2500
Oronde Gadsden,TE,LAC,DEN,2500
Josh Oliver,TE,MIN,CIN,2500
Kenny Yeboah,TE,DET,BAL,2500
Darnell Washington,TE,PIT,NE,2500
Moliki Matavao,TE,NO,SEA,2500
Jeremy Ruckert,TE,NYJ,TB,2500
James Mitchell,TE,CAR,ATL,2500
Brayden Willis,TE,SF,ARI,2500
Ben Sinnott,TE,WAS,LV,2500
Hunter Long,TE,JAX,HOU,2500
Jared Wiley,TE,KC,NYG,2500
Mitchell Fraboni,TE,DEN,LAC,2500
Drew Sample,TE,CIN,MIN,2500
Colby Parkinson,TE,LAR,PHI,2500
Tanner Conner,TE,MIA,BUF,2500
Zach Wood,TE,NO,SEA,2500
Drew Ogletree,TE,IND,TEN,2500
Panthers,DST,CAR,ATL,2500
Travis Vokolek,TE,ARI,SF,2500
Ian Thomas,TE,LV,WAS,2500
Irv Smith,TE,HOU,JAX,2500
Shane Zylstra,TE,DET,BAL,2500
William Wagner,TE,CIN,MIN,2500
Jack Stoll,TE,NO,SEA,2500
Evan Deckers,TE,TB,NYJ,2500
Mitchell Evans,TE,CAR,ATL,2500
Durham Smythe,TE,CHI,DAL,2500
John Bates,TE,WAS,LV,2500
Johnny Mundt,TE,JAX,HOU,2500
Robert Tonyan,TE,KC,NYG,2500
Lucas Krull,TE,DEN,LAC,2500
Andrew DePaola,TE,MIN,CIN,2500
Kylen Granson,TE,PHI,LAR,2500
Julian Hill,TE,MIA,BUF,2500
Mason Pline,TE,NO,SEA,2500
Mo Alie-Cox,TE,IND,TEN,2500
Feleipe Franks,TE,ATL,CAR,2500
Elijah Higgins,TE,ARI,SF,2500
Tyler Ott,TE,WAS,LV,2500
Brevin Jordan,TE,HOU,JAX,2500
Charlie Kolar,TE,BAL,DET,2500
Erick All,TE,CIN,MIN,2500
Nick Kallerup,TE,SEA,NO,2500
Devin Culp,TE,TB,NYJ,2500
Tommy Tremble,TE,CAR,ATL,2500
John Stephens,TE,DAL,CHI,2500
Titans,DST,TEN,IND,2500
Blake Whiteheart,TE,CLE,GB,2500
Thomas Fidone,TE,NYG,KC,2500
Nate Adkins,TE,DEN,LAC,2500
Gavin Bartholomew,TE,MIN,CIN,2500
Connor Heyward,TE,PIT,NE,2500
Brenden Bates,TE,HOU,JAX,2500
Foster Moreau,TE,NO,SEA,2500
Giants,DST,NYG,KC,2400
Rams,DST,LAR,PHI,2400
Bengals,DST,CIN,MIN,2400
Saints,DST,NO,SEA,2300
Raiders,DST,LV,WAS,2300
Jets,DST,NYJ,TB,2200
Browns,DST,CLE,GB,2200
Dolphins,DST,MIA,BUF,2100
