player,position,team,opponent,salary
Saquon Barkley,RB,PHI,DAL,8200
JaMarr Chase,WR,CIN,CLE,8100
Bijan Robinson,RB,ATL,TB,8000
CeeDee Lamb,WR,DAL,PHI,7900
Justin Jefferson,WR,MIN,CHI,7800
Jahmyr Gibbs,RB,DET,GB,7700
Puka Nacua,WR,LAR,HOU,7600
Nico Collins,WR,HOU,LAR,7400
Christian McCaffrey,RB,SF,SEA,7300
Lamar Jackson,QB,BAL,BUF,7300
Derrick Henry,RB,BAL,BUF,7200
Josh Allen,QB,BUF,BAL,7200
Bucky Irving,RB,TB,ATL,7100
Jalen Hurts,QB,PHI,DAL,7100
Amon-Ra St Brown,WR,DET,GB,7100
Malik Nabers,WR,NYG,WAS,7000
Jayden Daniels,QB,WAS,NYG,7000
Ashton Jeanty,RB,LV,NE,7000
Joe Burrow,QB,CIN,CLE,6900
DeVon Achane,RB,MIA,IND,6900
AJ Brown,WR,PHI,DAL,6900
Brian Thomas,WR,JAX,CAR,6800
Jonathan Taylor,RB,IND,MIA,6800
Josh Jacobs,RB,GB,DET,6700
Tyreek Hill,WR,MIA,IND,6700
Ladd McConkey,WR,LAC,KC,6700
Mike Evans,WR,TB,ATL,6600
Baker Mayfield,QB,TB,ATL,6600
Chase Brown,RB,CIN,CLE,6600
Jared Goff,QB,DET,GB,6500
Drake London,WR,ATL,TB,6500
Brock Bowers,TE,LV,NE,6500
Kyren Williams,RB,LAR,HOU,6500
Tee Higgins,WR,CIN,CLE,6400
Kyler Murray,QB,ARI,NO,6400
Breece Hall,RB,NYJ,PIT,6400
Garrett Wilson,WR,NYJ,PIT,6300
Bo Nix,QB,DEN,TEN,6300
Alvin Kamara,RB,NO,ARI,6300
Terry McLaurin,WR,WAS,NYG,6200
Trey McBride,TE,ARI,NO,6200
James Cook,RB,BUF,BAL,6200
Joe Mixon,RB,HOU,LAR,6200
Brock Purdy,QB,SF,SEA,6200
Jordan Love,QB,GB,DET,6100
James Conner,RB,ARI,NO,6100
DJ Moore,WR,CHI,MIN,6100
Davante Adams,WR,LAR,HOU,6100
Omarion Hampton,RB,LAC,KC,6000
CJ Stroud,QB,HOU,LAR,6000
Dak Prescott,QB,DAL,PHI,6000
Courtland Sutton,WR,DEN,TEN,6000
Chuba Hubbard,RB,CAR,JAX,6000
Rashee Rice,WR,KC,LAC,6000
DAndre Swift,RB,CHI,MIN,5900
DeVonta Smith,WR,PHI,DAL,5900
Matthew Stafford,QB,LAR,HOU,5900
Kenneth Walker,RB,SEA,SF,5900
DK Metcalf,WR,PIT,NYJ,5900
Patrick Mahomes,QB,KC,LAC,5900
RJ Harvey,RB,DEN,TEN,5800
Jordan Addison,WR,MIN,CHI,5800
Tua Tagovailoa,QB,MIA,IND,5800
George Kittle,TE,SF,SEA,5800
Justin Herbert,QB,LAC,KC,5800
Jaxon Smith-Njigba,WR,SEA,SF,5800
George Pickens,WR,DAL,PHI,5800
Brian Robinson,RB,SF,SEA,5800
Isiah Pacheco,RB,KC,LAC,5700
David Montgomery,RB,DET,GB,5700
Tony Pollard,RB,TEN,DEN,5700
Bryce Young,QB,CAR,JAX,5700
Caleb Williams,QB,CHI,MIN,5700
Jaylen Waddle,WR,MIA,IND,5700
Zay Flowers,WR,BAL,BUF,5700
Tyrone Tracy,RB,NYG,WAS,5600
Chris Godwin,WR,TB,ATL,5600
Michael Penix,QB,ATL,TB,5600
Khalil Shakir,WR,BUF,BAL,5600
Jerome Ford,RB,CLE,CIN,5600
Jameson Williams,WR,DET,GB,5500
Xavier Worthy,WR,KC,LAC,5500
JK Dobbins,RB,DEN,TEN,5500
Javonte Williams,RB,DAL,PHI,5500
Marvin Harrison,WR,ARI,NO,5500
Aaron Jones,RB,MIN,CHI,5500
TreVeyon Henderson,RB,NE,LV,5500
JJ McCarthy,QB,MIN,CHI,5500
Drake Maye,QB,NE,LV,5500
Travis Etienne,RB,JAX,CAR,5400
Justin Fields,QB,NYJ,PIT,5400
Rhamondre Stevenson,RB,NE,LV,5400
Jayden Reed,WR,GB,DET,5400
Jerry Jeudy,WR,CLE,CIN,5400
Jordan Mason,RB,MIN,CHI,5300
Kaleb Johnson,RB,PIT,NYJ,5300
Cooper Kupp,WR,SEA,SF,5300
Stefon Diggs,WR,NE,LV,5300
Isaac Guerendo,RB,SF,SEA,5300
Sam Darnold,QB,SEA,SF,5300
Trevor Lawrence,QB,JAX,CAR,5300
Keon Coleman,WR,BUF,BAL,5200
Jaylen Warren,RB,PIT,NYJ,5200
Woody Marks,RB,HOU,LAR,5200
Aaron Rodgers,QB,PIT,NYJ,5200
Nick Chubb,RB,HOU,LAR,5200
Geno Smith,QB,LV,NE,5200
Tetairoa McMillan,WR,CAR,JAX,5200
Travis Kelce,TE,KC,LAC,5200
Deebo Samuel,WR,WAS,NYG,5200
Anthony Richardson,QB,IND,MIA,5100
Rome Odunze,WR,CHI,MIN,5100
Daniel Jones,QB,IND,MIA,5100
