player,position,team,opponent,salary
Sam Darnold,QB,SEA,IND,5800
DeVonta Smith,WR,PHI,LV,5800
Ashton Jeanty,RB,LV,PHI,5800
Trevor Lawrence,QB,JAX,NYJ,5700
DAndre Swift,RB,CHI,CLE,5700
DK Metcalf,WR,PIT,MIA,5700
Kimani Vidal,RB,LAC,KC,5700
Brian Thomas,WR,JAX,NYJ,5700
Woody Marks,RB,HOU,ARI,5600
Kenneth Walker,RB,SEA,IND,5600
Jaxson Dart,QB,NYG,WAS,5600
Jakobi Meyers,WR,JAX,NYJ,5600
Marvin Harrison,WR,ARI,HOU,5600
Jacoby Brissett,QB,ARI,HOU,5500
Alvin Kamara,RB,NO,CAR,5500
Courtland Sutton,WR,DEN,GB,5500
Christian Watson,WR,GB,DEN,5500
Tyrone Tracy,RB,NYG,WAS,5500
Jordan Love,QB,GB,DEN,5400
Terry McLaurin,WR,WAS,NYG,5400
Kareem Hunt,RB,KC,LAC,5400
Trey Benson,RB,ARI,HOU,5400
George Kittle,TE,SF,TEN,5400
Chris Godwin,WR,TB,ATL,5400
Deebo Samuel,WR,WAS,NYG,5300
Khalil Shakir,WR,BUF,NE,5300
Caleb Williams,QB,CHI,CLE,5300
Jordan Mason,RB,MIN,DAL,5300
Devin Neal,RB,NO,CAR,5300
Troy Franklin,WR,DEN,GB,5200
CJ Stroud,QB,HOU,ARI,5200
Kyle Monangai,RB,CHI,CLE,5200
Jauan Jennings,WR,SF,TEN,5200
Tony Pollard,RB,TEN,SF,5200
Zach Charbonnet,RB,SEA,IND,5100
Aaron Rodgers,QB,PIT,MIA,5100
Bryce Young,QB,CAR,NO,5100
Aaron Jones,RB,MIN,DAL,5100
Rhamondre Stevenson,RB,NE,BUF,5100
Ricky Pearsall,WR,SF,TEN,5100
Michael Pittman,WR,IND,SEA,5100
David Montgomery,RB,DET,LAR,5000
Devin Singletary,RB,NYG,WAS,5000
Marcus Mariota,QB,WAS,NYG,5000
Kenneth Gainwell,RB,PIT,MIA,5000
Kayshon Boutte,WR,NE,BUF,5000
Tua Tagovailoa,QB,MIA,PIT,5000
DJ Moore,WR,CHI,CLE,5000
JJ McCarthy,QB,MIN,DAL,4900
Quentin Johnston,WR,LAC,KC,4900
Alec Pierce,WR,IND,SEA,4900
Zonovan Knight,RB,ARI,HOU,4900
Tyler Shough,QB,NO,CAR,4900
Chris Rodriguez,RB,WAS,NYG,4900
Jaylen Wright,RB,MIA,PIT,4900
Travis Kelce,TE,KC,LAC,4900
Jordan Addison,WR,MIN,DAL,4800
Joe Mixon,RB,HOU,ARI,4800
Blake Corum,RB,LAR,DET,4800
Luther Burden,WR,CHI,CLE,4800
Keenan Allen,WR,LAC,KC,4800
Rachaad White,RB,TB,ATL,4800
Justin Fields,QB,NYJ,JAX,4800
Tyrod Taylor,QB,NYJ,JAX,4800
Tyler Warren,TE,IND,SEA,4700
Romeo Doubs,WR,GB,DEN,4700
Isiah Pacheco,RB,KC,LAC,4700
Parker Washington,WR,JAX,NYJ,4700
Tyjae Spears,RB,TEN,SF,4700
Shedeur Sanders,QB,CLE,CHI,4700
Chuba Hubbard,RB,CAR,NO,4600
Jake Ferguson,TE,DAL,MIN,4600
Tank Bigsby,RB,PHI,LV,4600
Brandon Aiyuk,WR,SF,TEN,4600
Nick Chubb,RB,HOU,ARI,4600
Cam Ward,QB,TEN,SF,4600
Rashid Shaheed,WR,SEA,IND,4600
Kirk Cousins,QB,ATL,TB,4500
Jayden Reed,WR,GB,DEN,4500
Xavier Worthy,WR,KC,LAC,4500
Kenny Pickett,QB,LV,PHI,4500
Bhayshul Tuten,RB,JAX,NYJ,4500
Geno Smith,QB,LV,PHI,4500
Darnell Mooney,WR,ATL,TB,4500
Dalton Kincaid,TE,BUF,NE,4500
Tyler Allgeier,RB,ATL,TB,4500
Brian Robinson,RB,SF,TEN,4500
Ty Johnson,RB,BUF,NE,4500
Riley Leonard,QB,IND,SEA,4400
Adonai Mitchell,WR,NYJ,JAX,4400
Emanuel Wilson,RB,GB,DEN,4400
Emari Demercado,RB,ARI,HOU,4400
Darius Slayton,WR,NYG,WAS,4400
Jerry Jeudy,WR,CLE,CHI,4400
Ollie Gordon,RB,MIA,PIT,4400
Jacory Croskey-Merritt,RB,WAS,NYG,4400
Anthony Richardson,QB,IND,SEA,4400
Hunter Henry,TE,NE,BUF,4400
Keaton Mitchell,RB,BAL,CIN,4300
Oronde Gadsden,TE,LAC,KC,4300
Dylan Sampson,RB,CLE,CHI,4300
Trey Lance,QB,LAC,KC,4300
Sean Tucker,RB,TB,ATL,4300
John Metchie,WR,NYJ,JAX,4300
Chimere Dike,WR,TEN,SF,4300
Brady Cook,QB,NYJ,JAX,4300
Raheem Mostert,RB,LV,PHI,4300
Jayden Higgins,WR,HOU,ARI,4200
Michael Carter,RB,ARI,HOU,4200
Devaughn Vele,WR,NO,CAR,4200
Samaje Perine,RB,CIN,BAL,4200
Tre Tucker,WR,LV,PHI,4200
Brenton Strange,TE,JAX,NYJ,4200
Josh Downs,WR,IND,SEA,4100
Andrei Iosivas,WR,CIN,BAL,4100
Cooper Kupp,WR,SEA,IND,4100
Will Shipley,RB,PHI,LV,4100
Jeremy McNichols,RB,WAS,NYG,4100
Dalton Schultz,TE,HOU,ARI,4100
Malik Willis,QB,GB,DEN,4000
Scott Matlock,RB,LAC,KC,4000
Case Keenum,QB,CHI,CLE,4000
Zach Wilson,QB,MIA,PIT,4000
Robbie Ouzts,RB,SEA,IND,4000
Jimmy Garoppolo,QB,LAR,DET,4000
Antonio Gibson,RB,NE,BUF,4000
Jake Browning,QB,CIN,BAL,4000
Will Levis,QB,TEN,SF,4000
Spencer Rattler,QB,NO,CAR,4000
Josh Johnson,QB,WAS,NYG,4000
Corey Kiner,RB,ARI,HOU,4000
John Wolford,QB,MIN,DAL,4000
Aidan OConnell,QB,LV,PHI,4000
Braelon Allen,RB,NYJ,JAX,4000
Kyle Pitts,TE,ATL,TB,4000
Hunter Luepke,RB,DAL,MIN,4000
Brett Rypien,QB,IND,SEA,4000
Jaleel McLaughlin,RB,DEN,GB,4000
Hollywood Brown,WR,KC,LAC,4000
Deion Hankins,RB,CHI,CLE,4000
Alec Ingold,RB,MIA,PIT,4000
DJ Giddens,RB,IND,SEA,4000
Jarquez Hunter,RB,LAR,DET,4000
DErnest Johnson,RB,NE,BUF,4000
Tahj Brooks,RB,CIN,BAL,4000
Kyle Juszczyk,RB,SF,TEN,4000
Audric Estime,RB,NO,CAR,4000
Chase Edmonds,RB,WAS,NYG,4000
Nick Mullens,QB,JAX,NYJ,4000
Michael Penix,QB,ATL,TB,4000
CJ Ham,RB,MIN,DAL,4000
Zamir White,RB,LV,PHI,4000
Najee Harris,RB,LAC,KC,4000
Jerome Ford,RB,CLE,CHI,4000
Skylar Thompson,QB,PIT,MIA,4000
Kenny McIntosh,RB,SEA,IND,4000
Michael Burton,RB,DEN,GB,4000
Terrell Jennings,RB,NE,BUF,4000
Joe Flacco,QB,CIN,BAL,4000
Brandon Allen,QB,TEN,SF,4000
Andy Dalton,QB,CAR,NO,4000
Mack Hollins,WR,NE,BUF,4000
Graham Mertz,QB,HOU,ARI,4000
Max Brosmer,QB,MIN,DAL,4000
Sam Howell,QB,PHI,LV,4000
Khalil Herbert,RB,NYJ,JAX,4000
Jalen McMillan,WR,TB,ATL,4000
Miles Sanders,RB,DAL,MIN,4000
Daniel Jones,QB,IND,SEA,4000
MarShawn Lloyd,RB,GB,DEN,4000
Keaontay Ingram,RB,KC,LAC,4000
Roschon Johnson,RB,CHI,CLE,4000
Alexander Mattison,RB,MIA,PIT,4000
Tyler Goodson,RB,IND,SEA,4000
Ronnie Rivers,RB,LAR,DET,4000
Jack Westover,RB,NE,BUF,4000
Patrick Ricard,RB,BAL,CIN,4000
Patrick Taylor,RB,SF,TEN,4000
Evan Hull,RB,NO,CAR,4000
Austin Ekeler,RB,WAS,NYG,4000
British Brooks,RB,HOU,ARI,4000
Easton Stick,QB,ATL,TB,4000
Ty Chandler,RB,MIN,DAL,4000
Dylan Laube,RB,LV,PHI,4000
Hassan Haskins,RB,LAC,KC,4000
Tyson Bagent,QB,CHI,CLE,4000
Will Howard,QB,PIT,MIA,4000
George Holani,RB,SEA,IND,4000
Adam Prentice,RB,DEN,GB,4000
Mitchell Trubisky,QB,BUF,NE,4000
Cooper Rush,QB,BAL,CIN,4000
Kurtis Rourke,QB,SF,TEN,4000
Kye Robichaux,RB,DET,LAR,4000
Reggie Gilliam,RB,BUF,NE,4000
Davis Mills,QB,HOU,ARI,4000
49ers,DST,SF,TEN,4000
Tanner McKee,QB,PHI,LV,4000
Kene Nwangwu,RB,NYJ,JAX,4000
Nathan Carter,RB,ATL,TB,4000
Phil Mafah,RB,DAL,MIN,4000
Jalen Milroe,QB,SEA,IND,4000
Chris Brooks,RB,GB,DEN,4000
Elijah Mitchell,RB,KC,LAC,4000
Travis Homer,RB,CHI,CLE,4000
Kaleb Johnson,RB,PIT,MIA,4000
Ameer Abdullah,RB,IND,SEA,4000
Kyle Allen,QB,DET,LAR,4000
Deneric Prince,RB,NE,BUF,4000
Justice Hill,RB,BAL,CIN,4000
Jordan James,RB,SF,TEN,4000
Jonathon Brooks,RB,CAR,NO,4000
Russell Wilson,QB,NYG,WAS,4000
Dare Ogunbowale,RB,HOU,ARI,4000
Connor Bazelak,QB,TB,ATL,4000
Joe Milton,QB,DAL,MIN,4000
Ben VanSumeren,RB,PHI,LV,4000
Gardner Minshew,QB,KC,LAC,4000
Deshaun Watson,QB,CLE,CHI,4000
Mason Rudolph,QB,PIT,MIA,4000
Velus Jones,RB,SEA,IND,4000
JK Dobbins,RB,DEN,GB,4000
Tommy DeVito,QB,NE,BUF,4000
Tyler Huntley,QB,BAL,CIN,4000
Mac Jones,QB,SF,TEN,4000
Jacob Saylors,RB,DET,LAR,4000
Ray Davis,RB,BUF,NE,4000
Kyler Murray,QB,ARI,HOU,4000
Julius Chestnut,RB,TEN,SF,4000
Cam Skattebo,RB,NYG,WAS,4000
Isaiah Davis,RB,NYJ,JAX,4000
Josh Williams,RB,TB,ATL,4000
Jaydon Blue,RB,DAL,MIN,4000
Drew Lock,QB,SEA,IND,4000
Jarrett Stidham,QB,DEN,GB,4000
Brashard Smith,RB,KC,LAC,4000
Raheim Sanders,RB,CLE,CHI,4000
Quinn Ewers,QB,MIA,PIT,4000
Brady Russell,RB,SEA,IND,4000
Stetson Bennett,QB,LAR,DET,4000
Lan Larison,RB,NE,BUF,4000
Rasheen Ali,RB,BAL,CIN,4000
Isaac Guerendo,RB,SF,TEN,4000
Trevor Etienne,RB,CAR,NO,4000
Jameis Winston,QB,NYG,WAS,4000
James Conner,RB,ARI,HOU,4000
Teddy Bridgewater,QB,TB,ATL,4000
Carson Wentz,QB,MIN,DAL,4000
AJ Dillon,RB,PHI,LV,4000
Andrew Beck,RB,NYJ,JAX,4000
Dillon Gabriel,QB,CLE,CHI,4000
Zavier Scott,RB,MIN,DAL,4000
Cam Akers,RB,SEA,IND,4000
Tyler Badie,RB,DEN,GB,4000
Joshua Dobbs,QB,NE,BUF,4000
Harold Fannin,TE,CLE,CHI,4000
Salvon Ahmed,RB,IND,SEA,4000
Sione Vaki,RB,DET,LAR,4000
Brock Lampe,RB,NE,BUF,4000
Kedon Slovis,QB,ARI,HOU,4000
Kalel Mullings,RB,TEN,SF,4000
Eric Gray,RB,NYG,WAS,4000
LeQuint Allen,RB,JAX,NYJ,4000
Emory Jones,QB,ATL,TB,4000
Malik Davis,RB,DAL,MIN,4000
Kendre Miller,RB,NO,CAR,4000
Malik Washington,WR,MIA,PIT,3900
Jalen Coker,WR,CAR,NO,3900
Pat Bryant,WR,DEN,GB,3900
Jaguars,DST,JAX,NYJ,3900
Mark Andrews,TE,BAL,CIN,3900
Kendrick Bourne,WR,SF,TEN,3800
Eagles,DST,PHI,LV,3800
Dallas Goedert,TE,PHI,LV,3800
Keon Coleman,WR,BUF,NE,3800
Ryan Flournoy,WR,DAL,MIN,3800
Juwan Johnson,TE,NO,CAR,3700
Xavier Legette,WR,CAR,NO,3700
Dontayvion Wicks,WR,GB,DEN,3700
Calvin Austin,WR,PIT,MIA,3700
Tim Patrick,WR,JAX,NYJ,3700
Seahawks,DST,SEA,IND,3700
Texans,DST,HOU,ARI,3600
KaVontae Turpin,WR,DAL,MIN,3600
Colston Loveland,TE,CHI,CLE,3600
Marvin Mims,WR,DEN,GB,3600
Matthew Golden,WR,GB,DEN,3600
Gabe Davis,WR,BUF,NE,3600
Theo Johnson,TE,NYG,WAS,3500
David Sills V,WR,ATL,TB,3500
Joshua Palmer,WR,BUF,NE,3500
Darren Waller,TE,MIA,PIT,3500
DeMario Douglas,WR,NE,BUF,3500
Elic Ayomanor,WR,TEN,SF,3500
Bears,DST,CHI,CLE,3500
Isaac TeSlaa,WR,DET,LAR,3500
Buccaneers,DST,TB,ATL,3500
Tyler Lockett,WR,LV,PHI,3400
Tez Johnson,WR,TB,ATL,3400
Isaiah Hodgins,WR,NYG,WAS,3400
Cowboys,DST,DAL,MIN,3400
Isaiah Likely,TE,BAL,CIN,3400
Kalif Raymond,WR,DET,LAR,3400
Rashod Bateman,WR,BAL,CIN,3400
Broncos,DST,DEN,GB,3400
Cade Otton,TE,TB,ATL,3400
Tutu Atwell,WR,LAR,DET,3300
Sterling Shepard,WR,TB,ATL,3300
Chiefs,DST,KC,LAC,3300
Jalen Brooks,WR,ARI,HOU,3300
Mike Gesicki,TE,CIN,BAL,3300
Chig Okonkwo,TE,TEN,SF,3300
Olamide Zaccheaus,WR,CHI,CLE,3300
Adam Thielen,WR,PIT,MIA,3200
Christian Kirk,WR,HOU,ARI,3200
AJ Barner,TE,SEA,IND,3200
Ravens,DST,BAL,CIN,3200
Colby Parkinson,TE,LAR,DET,3200
Cedric Tillman,WR,CLE,CHI,3200
Jack Bech,WR,LV,PHI,3200
Noah Brown,WR,WAS,NYG,3200
Evan Engram,TE,DEN,GB,3100
Steelers,DST,PIT,MIA,3100
Brandin Cooks,WR,BUF,NE,3100
Marquez Valdes-Scantling,WR,PIT,MIA,3100
Tre Harris,WR,LAC,KC,3100
Jalen Nailor,WR,MIN,DAL,3100
Mason Taylor,TE,NYJ,JAX,3100
Panthers,DST,CAR,NO,3100
Mitch Tinsley,WR,CIN,BAL,3100
Tory Horton,WR,SEA,IND,3000
Jalin Hyatt,WR,NYG,WAS,3000
Xavier Hutchinson,WR,HOU,ARI,3000
Donte Thornton,WR,LV,PHI,3000
Isaiah Williams,WR,NYJ,JAX,3000
KhaDarel Hodge,WR,ATL,TB,3000
Trent Taylor,WR,SF,TEN,3000
Dominic Lovett,WR,DET,LAR,3000
JuJu Smith-Schuster,WR,KC,LAC,3000
Jahdae Walker,WR,CHI,CLE,3000
Jalen Tolbert,WR,DAL,MIN,3000
JaLynn Polk,WR,NO,CAR,3000
Dawson Knox,TE,BUF,NE,3000
Trent Sherfield,WR,ARI,HOU,3000
Dee Eskridge,WR,MIA,PIT,3000
DJ Montgomery,WR,IND,SEA,3000
DaQuan Felton,WR,NYG,WAS,3000
Justin Watson,WR,HOU,ARI,3000
LilJordan Humphrey,WR,DEN,GB,3000
Garrett Wilson,WR,NYJ,JAX,3000
Malachi Corley,WR,CLE,CHI,3000
Calvin Ridley,WR,TEN,SF,3000
Hunter Renfrow,WR,CAR,NO,3000
Kyle Williams,WR,NE,BUF,3000
Devontez Walker,WR,BAL,CIN,3000
Scotty Miller,WR,PIT,MIA,3000
Dareke Young,WR,SEA,IND,3000
Gunner Olszewski,WR,NYG,WAS,3000
Simi Fehoko,WR,ARI,HOU,3000
Jacob Cowing,WR,SF,TEN,3000
Johnny Wilson,WR,PHI,LV,3000
Joshua Cephus,WR,JAX,NYJ,3000
Deven Thompkins,WR,ATL,TB,3000
Tom Kennedy,WR,DET,LAR,3000
KeAndre Lambert-Smith,WR,LAC,KC,3000
Devin Duvernay,WR,CHI,CLE,3000
Rondale Moore,WR,MIN,DAL,3000
Trey Palmer,WR,NO,CAR,3000
Mecole Hardman,WR,BUF,NE,3000
Xavier Weaver,WR,ARI,HOU,3000
Cedrick Wilson,WR,MIA,PIT,3000
Ashton Dulin,WR,IND,SEA,3000
Bryce Ford-Wheaton,WR,NYG,WAS,3000
Tank Dell,WR,HOU,ARI,3000
Savion Williams,WR,GB,DEN,3000
Tyler Johnson,WR,NYJ,JAX,3000
Isaiah Bond,WR,CLE,CHI,3000
Mason Kinsey,WR,TEN,SF,3000
Jimmy Horn,WR,CAR,NO,3000
Jalen Royals,WR,KC,LAC,3000
Tylan Wallace,WR,BAL,CIN,3000
Ben Skowronek,WR,PIT,MIA,3000
Jake Bobo,WR,SEA,IND,3000
Luke McCaffrey,WR,WAS,NYG,3000
Zay Jones,WR,ARI,HOU,3000
Jordan Watkins,WR,SF,TEN,3000
Britain Covey,WR,PHI,LV,3000
Travis Hunter,WR,JAX,NYJ,3000
Dylan Drummond,WR,ATL,TB,3000
Konata Mumpfield,WR,LAR,DET,3000
Derius Davis,WR,LAC,KC,3000
DeAndre Carter,WR,CLE,CHI,3000
Myles Price,WR,MIN,DAL,3000
Dante Pettis,WR,NO,CAR,3000
Curtis Samuel,WR,BUF,NE,3000
Charlie Jones,WR,CIN,BAL,3000
Nick Westbrook-Ikhine,WR,MIA,PIT,3000
Anthony Gould,WR,IND,SEA,3000
Beaux Collins,WR,NYG,WAS,3000
Braxton Berrios,WR,HOU,ARI,3000
Shedrick Jackson,WR,LV,PHI,3000
Arian Smith,WR,NYJ,JAX,3000
Casey Washington,WR,ATL,TB,3000
James Proche,WR,TEN,SF,3000
Brycen Tremayne,WR,CAR,NO,3000
Nikko Remigio,WR,KC,LAC,3000
DeAndre Hopkins,WR,BAL,CIN,3000
TJ Hockenson,TE,MIN,DAL,3000
Cody White,WR,SEA,IND,3000
Jaylin Lane,WR,WAS,NYG,3000
Greg Dortch,WR,ARI,HOU,3000
Tyreek Hill,WR,MIA,PIT,3000
Skyy Moore,WR,SF,TEN,3000
Darius Cooper,WR,PHI,LV,3000
Dyami Brown,WR,JAX,NYJ,3000
Jaden Smith,WR,TB,ATL,3000
Jordan Whittington,WR,LAR,DET,3000
Irvin Charles,WR,NYJ,JAX,3000
Jamari Thrash,WR,CLE,CHI,3000
Tai Felton,WR,MIN,DAL,3000
Mason Tipton,WR,NO,CAR,3000
Tyrell Shavers,WR,BUF,NE,3000
Dayton Wade,WR,BAL,CIN,3000
KeShawn Williams,WR,PIT,MIA,3000
Laquon Treadwell,WR,IND,SEA,3000
Malik Nabers,WR,NYG,WAS,3000
Jaylin Noel,WR,HOU,ARI,3000
Alex Bachman,WR,LV,PHI,3000
Allen Lazard,WR,NYJ,JAX,3000
Jamal Agnew,WR,ATL,TB,3000
Van Jefferson,WR,TEN,SF,3000
Rams,DST,LAR,DET,3000
Tyquan Thornton,WR,KC,LAC,3000
David Njoku,TE,CLE,CHI,3000
Jonathan Mingo,WR,DAL,MIN,3000
Bub Means,WR,NO,CAR,3000
Treylon Burks,WR,WAS,NYG,3000
Andre Baccellia,WR,ARI,HOU,3000
Tahj Washington,WR,MIA,PIT,3000
Demarcus Robinson,WR,SF,TEN,3000
Jahan Dotson,WR,PHI,LV,3000
Jared Wayne,WR,HOU,ARI,3000
Kameron Johnson,WR,TB,ATL,3000
Xavier Smith,WR,LAR,DET,3000
Josh Reynolds,WR,NYJ,JAX,3000
Gage Larvadain,WR,CLE,CHI,3000
Bryce Oliver,WR,TEN,SF,3000
David Moore,WR,CAR,NO,3000
Efton Chism,WR,NE,BUF,3000
LaJohntay Wester,WR,BAL,CIN,3000
Roman Wilson,WR,PIT,MIA,3000
Michael Mayer,TE,LV,PHI,2900
John Bates,TE,WAS,NYG,2900
Bills,DST,BUF,NE,2900
Pat Freiermuth,TE,PIT,MIA,2900
Packers,DST,GB,DEN,2800
Patriots,DST,NE,BUF,2800
Noah Fant,TE,CIN,BAL,2800
Josh Oliver,TE,MIN,DAL,2800
Gunnar Helm,TE,TEN,SF,2800
Giants,DST,NYG,WAS,2700
Ben Sinnott,TE,WAS,NYG,2700
Browns,DST,CLE,CHI,2700
Jonnu Smith,TE,PIT,MIA,2700
Taysom Hill,TE,NO,CAR,2700
Commanders,DST,WAS,NYG,2600
Cole Kmet,TE,CHI,CLE,2600
Dolphins,DST,MIA,PIT,2600
Darnell Washington,TE,PIT,MIA,2600
Lions,DST,DET,LAR,2600
Mason Pline,TE,NO,CAR,2500
Daniel Bellinger,TE,NYG,WAS,2500
Erick All,TE,CIN,BAL,2500
Luke Farrell,TE,SF,TEN,2500
John FitzPatrick,TE,GB,DEN,2500
Brevin Jordan,TE,HOU,ARI,2500
Connor Heyward,TE,PIT,MIA,2500
Terrance Ferguson,TE,LAR,DET,2500
Will Dissly,TE,LAC,KC,2500
Devin Culp,TE,TB,ATL,2500
Mitchell Evans,TE,CAR,NO,2500
Jackson Hawes,TE,BUF,NE,2500
Durham Smythe,TE,CHI,CLE,2500
Nick Kallerup,TE,SEA,IND,2500
Kylen Granson,TE,PHI,LV,2500
Josiah Deguara,TE,ARI,HOU,2500
Ben Sims,TE,MIN,DAL,2500
Adam Trautman,TE,DEN,GB,2500
Jeremy Ruckert,TE,NYJ,JAX,2500
Jalin Conyers,TE,MIA,PIT,2500
Shane Zylstra,TE,DET,LAR,2500
Jake Briningstool,TE,KC,LAC,2500
Teagan Quitoriano,TE,ATL,TB,2500
Zaire Mitchell-Paden,TE,NO,CAR,2500
Tyler Ott,TE,WAS,NYG,2500
Cam Grandy,TE,CIN,BAL,2500
Will Mallory,TE,IND,SEA,2500
Luke Musgrave,TE,GB,DEN,2500
Harrison Bryant,TE,HOU,ARI,2500
Brevyn Spann-Ford,TE,DAL,MIN,2500
Davis Allen,TE,LAR,DET,2500
Tyler Conklin,TE,LAC,KC,2500
Payne Durham,TE,TB,ATL,2500
JaTavion Sanders,TE,CAR,NO,2500
CJ Dippre,TE,NE,BUF,2500
Brenden Bates,TE,CLE,CHI,2500
Elijah Arroyo,TE,SEA,IND,2500
Grant Calcaterra,TE,PHI,LV,2500
Pharaoh Brown,TE,ARI,HOU,2500
Ben Yurosek,TE,MIN,DAL,2500
Nate Adkins,TE,DEN,GB,2500
Johnny Mundt,TE,JAX,NYJ,2500
Julian Hill,TE,MIA,PIT,2500
Anthony Firkser,TE,DET,LAR,2500
Jared Wiley,TE,KC,LAC,2500
Charlie Woerner,TE,ATL,TB,2500
Jack Stoll,TE,NO,CAR,2500
Tyree Jackson,TE,WAS,NYG,2500
Tanner Hudson,TE,CIN,BAL,2500
Drew Ogletree,TE,IND,SEA,2500
Carter Runyon,TE,LV,PHI,2500
Cade Stover,TE,HOU,ARI,2500
Luke Schoonmaker,TE,DAL,MIN,2500
Mitchell Fraboni,TE,DEN,GB,2500
Tucker Fisk,TE,LAC,KC,2500
Tommy Tremble,TE,CAR,NO,2500
Austin Hooper,TE,NE,BUF,2500
Blake Whiteheart,TE,CLE,CHI,2500
Saints,DST,NO,CAR,2500
Thomas Fidone,TE,NYG,WAS,2500
Elijah Higgins,TE,ARI,HOU,2500
David Martin-Robinson,TE,TEN,SF,2500
Tucker Kraft,TE,GB,DEN,2500
Hunter Long,TE,JAX,NYJ,2500
Greg Dulcich,TE,MIA,PIT,2500
Tyler Higbee,TE,LAR,DET,2500
Robert Tonyan,TE,KC,LAC,2500
Evan Deckers,TE,TB,ATL,2500
Foster Moreau,TE,NO,CAR,2500
Colson Yankoff,TE,WAS,NYG,2500
Drew Sample,TE,CIN,BAL,2500
Mo Alie-Cox,TE,IND,SEA,2500
Ian Thomas,TE,LV,PHI,2500
Travis Vokolek,TE,ARI,HOU,2500
Andrew DePaola,TE,MIN,DAL,2500
Lucas Krull,TE,DEN,GB,2500
Jelani Woods,TE,NYJ,JAX,2500
Sam LaPorta,TE,DET,LAR,2500
Chargers,DST,LAC,KC,2500
Falcons,DST,ATL,TB,2500
Zach Wood,TE,NO,CAR,2500
Chris Manhertz,TE,NYG,WAS,2500
William Wagner,TE,CIN,BAL,2500
Jake Tonges,TE,SF,TEN,2500
Josh Whyle,TE,GB,DEN,2500
Quintin Morris,TE,JAX,NYJ,2500
Donald Parham,TE,PIT,MIA,2500
Nick Vannett,TE,LAR,DET,2500
Noah Gray,TE,KC,LAC,2500
Ko Kieft,TE,TB,ATL,2500
James Mitchell,TE,CAR,NO,2500
Zach Ertz,TE,WAS,NYG,2500
Charlie Kolar,TE,BAL,CIN,2500
Eric Saubert,TE,SEA,IND,2500
Cameron Latu,TE,PHI,LV,2500
Tip Reiman,TE,ARI,HOU,2500
Gavin Bartholomew,TE,MIN,DAL,2500
Marcedes Lewis,TE,DEN,GB,2500
Stone Smartt,TE,NYJ,JAX,2500
Brock Wright,TE,DET,LAR,2500
James Winchester,TE,KC,LAC,2500
Feleipe Franks,TE,ATL,TB,2500
Cardinals,DST,ARI,HOU,2400
Bengals,DST,CIN,BAL,2400
Vikings,DST,MIN,DAL,2300
Titans,DST,TEN,SF,2300
