player,position,team,opponent,salary
Courtland Sutton,WR,DEN,WAS,5800
Kimani Vidal,RB,LAC,LV,5700
Jakobi Meyers,WR,JAX,TEN,5700
DAndre Swift,RB,CHI,PHI,5700
Caleb Williams,QB,CHI,PHI,5700
Deebo Samuel,WR,WAS,DEN,5700
DK Metcalf,WR,PIT,BUF,5600
Aaron Jones,RB,MIN,SEA,5600
Sam Darnold,QB,SEA,MIN,5600
DeVonta Smith,WR,PHI,CHI,5600
Tyrone Tracy,RB,NYG,NE,5600
Khalil Shakir,WR,BUF,PIT,5500
Sean Tucker,RB,TB,ARI,5500
Alvin Kamara,RB,NO,MIA,5500
Jaxson Dart,QB,NYG,NE,5500
RJ Harvey,RB,DEN,WAS,5400
Parker Washington,WR,JAX,TEN,5400
Trevor Lawrence,QB,JAX,TEN,5400
Trey Benson,RB,ARI,TB,5400
Kenneth Walker,RB,SEA,MIN,5300
Darnell Mooney,WR,ATL,NYJ,5300
George Kittle,TE,SF,CLE,5300
Troy Franklin,WR,DEN,WAS,5300
Bryce Young,QB,CAR,LAR,5300
Kenneth Gainwell,RB,PIT,BUF,5300
Tyler Warren,TE,IND,HOU,5200
Jameis Winston,QB,NYG,NE,5200
Ricky Pearsall,WR,SF,CLE,5200
Terry McLaurin,WR,WAS,DEN,5200
Kyle Monangai,RB,CHI,PHI,5200
Marcus Mariota,QB,WAS,DEN,5200
Zonovan Knight,RB,ARI,TB,5200
Rhamondre Stevenson,RB,NE,NYG,5100
Aaron Rodgers,QB,PIT,BUF,5100
Jordan Addison,WR,MIN,SEA,5100
Jordan Mason,RB,MIN,SEA,5100
Keenan Allen,WR,LAC,LV,5000
Mac Jones,QB,SF,CLE,5000
Chris Godwin,WR,TB,ARI,5000
Rachaad White,RB,TB,ARI,5000
Devin Neal,RB,NO,MIA,5000
CJ Stroud,QB,HOU,IND,5000
Tony Pollard,RB,TEN,JAX,4900
Tua Tagovailoa,QB,MIA,NO,4900
Joe Mixon,RB,HOU,IND,4900
DJ Moore,WR,CHI,PHI,4900
Quentin Johnston,WR,LAC,LV,4900
Zach Charbonnet,RB,SEA,MIN,4800
Kirk Cousins,QB,ATL,NYJ,4800
Alec Pierce,WR,IND,HOU,4800
Nick Chubb,RB,HOU,IND,4800
Tre Tucker,WR,LV,LAC,4800
Jacory Croskey-Merritt,RB,WAS,DEN,4800
Dylan Sampson,RB,CLE,SF,4700
Kayshon Boutte,WR,NE,NYG,4700
Jauan Jennings,WR,SF,CLE,4700
Tyjae Spears,RB,TEN,JAX,4700
JJ McCarthy,QB,MIN,SEA,4700
Brandon Aiyuk,WR,SF,CLE,4600
Ty Johnson,RB,BUF,PIT,4600
Mason Rudolph,QB,PIT,BUF,4600
Blake Corum,RB,LAR,CAR,4600
Cam Ward,QB,TEN,JAX,4600
Greg Dortch,WR,ARI,TB,4600
Devin Singletary,RB,NYG,NE,4600
Bhayshul Tuten,RB,JAX,TEN,4500
Tyler Allgeier,RB,ATL,NYJ,4500
Dalton Kincaid,TE,BUF,PIT,4500
Isaiah Davis,RB,NYJ,ATL,4500
Geno Smith,QB,LV,LAC,4500
Davis Mills,QB,HOU,IND,4500
Rashid Shaheed,WR,SEA,MIN,4500
Tyler Shough,QB,NO,MIA,4400
Jaleel McLaughlin,RB,DEN,WAS,4400
Chuba Hubbard,RB,CAR,LAR,4400
Chimere Dike,WR,TEN,JAX,4400
Emari Demercado,RB,ARI,TB,4400
Teddy Bridgewater,QB,TB,ARI,4400
Hunter Henry,TE,NE,NYG,4400
Tyrod Taylor,QB,NYJ,ATL,4300
Darius Slayton,WR,NYG,NE,4300
Malik Washington,WR,MIA,NO,4300
Chris Rodriguez,RB,WAS,DEN,4300
Ollie Gordon,RB,MIA,NO,4300
Oronde Gadsden,TE,LAC,LV,4300
Brian Robinson,RB,SF,CLE,4300
Justin Fields,QB,NYJ,ATL,4300
Juwan Johnson,TE,NO,MIA,4200
Josh Downs,WR,IND,HOU,4200
Mack Hollins,WR,NE,NYG,4200
Shedeur Sanders,QB,CLE,SF,4200
Tez Johnson,WR,TB,ARI,4200
Dillon Gabriel,QB,CLE,SF,4200
Michael Carter,RB,ARI,TB,4200
Tank Bigsby,RB,PHI,CHI,4200
Terrell Jennings,RB,NE,NYG,4100
Dallas Goedert,TE,PHI,CHI,4100
LeQuint Allen,RB,JAX,TEN,4100
Cade Otton,TE,TB,ARI,4100
Sterling Shepard,WR,TB,ARI,4100
Jerry Jeudy,WR,CLE,SF,4100
Quinn Ewers,QB,MIA,NO,4000
Will Shipley,RB,PHI,CHI,4000
JK Dobbins,RB,DEN,WAS,4000
Carson Wentz,QB,MIN,SEA,4000
Emory Jones,QB,ATL,NYJ,4000
Trevor Etienne,RB,CAR,LAR,4000
Eric Gray,RB,NYG,NE,4000
Cam Akers,RB,SEA,MIN,4000
Kyle Juszczyk,RB,SF,CLE,4000
Scott Matlock,RB,LAC,LV,4000
Owen Wright,RB,TB,ARI,4000
Salvon Ahmed,RB,IND,HOU,4000
Ray Davis,RB,BUF,PIT,4000
Kalel Mullings,RB,TEN,JAX,4000
Jaylen Wright,RB,MIA,NO,4000
Roschon Johnson,RB,CHI,PHI,4000
Adam Prentice,RB,DEN,WAS,4000
Brady Russell,RB,SEA,MIN,4000
Kurtis Rourke,QB,SF,CLE,4000
Deneric Prince,RB,NE,NYG,4000
Hassan Haskins,RB,LAC,LV,4000
Andrew Beck,RB,NYJ,ATL,4000
Anthony Richardson,QB,IND,HOU,4000
Chargers,DST,LAC,LV,4000
Jalen McMillan,WR,TB,ARI,4000
Zach Wilson,QB,MIA,NO,4000
Case Keenum,QB,CHI,PHI,4000
Tyler Badie,RB,DEN,WAS,4000
Max Brosmer,QB,MIN,SEA,4000
Michael Penix,QB,ATL,NYJ,4000
Stetson Bennett,QB,LAR,CAR,4000
Tommy DeVito,QB,NE,NYG,4000
Cooper Kupp,WR,SEA,MIN,4000
Patrick Taylor,RB,SF,CLE,4000
Amar Johnson,RB,LAC,LV,4000
Kyler Murray,QB,ARI,TB,4000
DJ Giddens,RB,IND,HOU,4000
Kaleb Johnson,RB,PIT,BUF,4000
Cody Schrader,RB,JAX,TEN,4000
Evan Hull,RB,NO,MIA,4000
Travis Homer,RB,CHI,PHI,4000
Michael Burton,RB,DEN,WAS,4000
Robbie Ouzts,RB,SEA,MIN,4000
Jarquez Hunter,RB,LAR,CAR,4000
Lan Larison,RB,NE,NYG,4000
Aidan OConnell,QB,LV,LAC,4000
Braelon Allen,RB,NYJ,ATL,4000
Riley Leonard,QB,IND,HOU,4000
Zamir White,RB,LV,LAC,4000
James Conner,RB,ARI,TB,4000
Spencer Rattler,QB,NO,MIA,4000
Tyson Bagent,QB,CHI,PHI,4000
Jarrett Stidham,QB,DEN,WAS,4000
Jalen Milroe,QB,SEA,MIN,4000
Easton Stick,QB,ATL,NYJ,4000
Jimmy Garoppolo,QB,LAR,CAR,4000
Joshua Dobbs,QB,NE,NYG,4000
CJ Ham,RB,MIN,SEA,4000
Jordan James,RB,SF,CLE,4000
Brock Lampe,RB,NE,NYG,4000
Trayveon Williams,RB,LAC,LV,4000
Kedon Slovis,QB,ARI,TB,4000
Ameer Abdullah,RB,IND,HOU,4000
Mitchell Trubisky,QB,BUF,PIT,4000
Will Levis,QB,TEN,JAX,4000
Kendre Miller,RB,NO,MIA,4000
Ben VanSumeren,RB,PHI,CHI,4000
Austin Ekeler,RB,WAS,DEN,4000
Kenny McIntosh,RB,SEA,MIN,4000
Khalil Herbert,RB,NYJ,ATL,4000
Ronnie Rivers,RB,LAR,CAR,4000
Antonio Gibson,RB,NE,NYG,4000
Kenny Pickett,QB,LV,LAC,4000
Raheim Sanders,RB,CLE,SF,4000
Dylan Laube,RB,LV,LAC,4000
Jermar Jefferson,RB,ARI,TB,4000
British Brooks,RB,HOU,IND,4000
Sam Howell,QB,PHI,CHI,4000
Josh Johnson,QB,WAS,DEN,4000
Drew Lock,QB,SEA,MIN,4000
Alec Ingold,RB,MIA,NO,4000
Andy Dalton,QB,CAR,LAR,4000
Russell Wilson,QB,NYG,NE,4000
Ty Chandler,RB,MIN,SEA,4000
Isaac Guerendo,RB,SF,CLE,4000
DErnest Johnson,RB,NE,NYG,4000
Jaret Patterson,RB,LAC,LV,4000
Kyle Pitts,TE,ATL,NYJ,4000
Tyler Goodson,RB,IND,HOU,4000
Skylar Thompson,QB,PIT,BUF,4000
Brandon Allen,QB,TEN,JAX,4000
Audric Estime,RB,NO,MIA,4000
AJ Dillon,RB,PHI,CHI,4000
Jeremy McNichols,RB,WAS,DEN,4000
George Holani,RB,SEA,MIN,4000
Kene Nwangwu,RB,NYJ,ATL,4000
Jonathon Brooks,RB,CAR,LAR,4000
Cam Skattebo,RB,NYG,NE,4000
Trey Lance,QB,LAC,LV,4000
Jerome Ford,RB,CLE,SF,4000
Raheem Mostert,RB,LV,LAC,4000
Josh Williams,RB,TB,ARI,4000
Dare Ogunbowale,RB,HOU,IND,4000
Tanner McKee,QB,PHI,CHI,4000
Reggie Gilliam,RB,BUF,PIT,4000
Julius Chestnut,RB,TEN,JAX,4000
Alexander Mattison,RB,MIA,NO,4000
Deion Hankins,RB,CHI,PHI,4000
Zach Ertz,TE,WAS,DEN,4000
Zavier Scott,RB,MIN,SEA,4000
Deshaun Watson,QB,CLE,SF,4000
Jack Westover,RB,NE,NYG,4000
Najee Harris,RB,LAC,LV,4000
Nathan Carter,RB,ATL,NYJ,4000
Graham Mertz,QB,HOU,IND,4000
Will Howard,QB,PIT,BUF,4000
Nick Mullens,QB,JAX,TEN,4000
Xavier Legette,WR,CAR,LAR,3900
Luther Burden,WR,CHI,PHI,3900
Seahawks,DST,SEA,MIN,3900
Darren Waller,TE,MIA,NO,3900
Jayden Higgins,WR,HOU,IND,3900
Marvin Mims,WR,DEN,WAS,3800
Rams,DST,LAR,CAR,3800
Tyler Lockett,WR,LV,LAC,3800
John Metchie,WR,NYJ,ATL,3800
Dalton Schultz,TE,HOU,IND,3800
Theo Johnson,TE,NYG,NE,3800
Kendrick Bourne,WR,SF,CLE,3800
Calvin Austin,WR,PIT,BUF,3700
Jaguars,DST,JAX,TEN,3700
Brenton Strange,TE,JAX,TEN,3700
Elic Ayomanor,WR,TEN,JAX,3700
DeMario Douglas,WR,NE,NYG,3700
Adonai Mitchell,WR,NYJ,ATL,3600
49ers,DST,SF,CLE,3600
Cedric Tillman,WR,CLE,SF,3600
Joshua Palmer,WR,BUF,PIT,3600
Chig Okonkwo,TE,TEN,JAX,3600
Falcons,DST,ATL,NYJ,3500
Isaiah Hodgins,WR,NYG,NE,3500
Devaughn Vele,WR,NO,MIA,3500
Jaylin Lane,WR,WAS,DEN,3500
Colston Loveland,TE,CHI,PHI,3500
Keon Coleman,WR,BUF,PIT,3500
TJ Hockenson,TE,MIN,SEA,3500
Patriots,DST,NE,NYG,3500
Van Jefferson,WR,TEN,JAX,3400
Christian Kirk,WR,HOU,IND,3400
Harold Fannin,TE,CLE,SF,3400
Brandin Cooks,WR,BUF,PIT,3400
Jalen Coker,WR,CAR,LAR,3400
Bills,DST,BUF,PIT,3400
Dolphins,DST,MIA,NO,3300
Broncos,DST,DEN,WAS,3300
Tutu Atwell,WR,LAR,CAR,3300
Evan Engram,TE,DEN,WAS,3300
Gabe Davis,WR,BUF,PIT,3300
Mason Taylor,TE,NYJ,ATL,3300
Buccaneers,DST,TB,ARI,3200
Pat Bryant,WR,DEN,WAS,3200
Tyrell Shavers,WR,BUF,PIT,3200
AJ Barner,TE,SEA,MIN,3200
Jalen Nailor,WR,MIN,SEA,3200
Jahan Dotson,WR,PHI,CHI,3100
Pat Freiermuth,TE,PIT,BUF,3100
Curtis Samuel,WR,BUF,PIT,3100
Tre Harris,WR,LAC,LV,3100
Colts,DST,IND,HOU,3100
Kameron Johnson,WR,TB,ARI,3000
Anthony Gould,WR,IND,HOU,3000
Ben Skowronek,WR,PIT,BUF,3000
Austin Trammell,WR,JAX,TEN,3000
Mason Tipton,WR,NO,MIA,3000
Britain Covey,WR,PHI,CHI,3000
LilJordan Humphrey,WR,DEN,WAS,3000
Cody White,WR,SEA,MIN,3000
Tahj Washington,WR,MIA,NO,3000
Xavier Smith,WR,LAR,CAR,3000
Jack Bech,WR,LV,LAC,3000
KhaDarel Hodge,WR,ATL,NYJ,3000
Jamari Thrash,WR,CLE,SF,3000
Andre Baccellia,WR,ARI,TB,3000
Xavier Hutchinson,WR,HOU,IND,3000
Treylon Burks,WR,WAS,DEN,3000
James Proche,WR,TEN,JAX,3000
JaLynn Polk,WR,NO,MIA,3000
Jimmy Horn,WR,CAR,LAR,3000
Beaux Collins,WR,NYG,NE,3000
Tai Felton,WR,MIN,SEA,3000
Allen Lazard,WR,NYJ,ATL,3000
Jordan Watkins,WR,SF,CLE,3000
Ryan Miller,WR,TB,ARI,3000
Ashton Dulin,WR,IND,HOU,3000
Scotty Miller,WR,PIT,BUF,3000
Dyami Brown,WR,JAX,TEN,3000
Jared Wayne,WR,HOU,IND,3000
Johnny Wilson,WR,PHI,CHI,3000
Luke McCaffrey,WR,WAS,DEN,3000
Jake Bobo,WR,SEA,MIN,3000
Cedrick Wilson,WR,MIA,NO,3000
Jordan Whittington,WR,LAR,CAR,3000
Jalin Hyatt,WR,NYG,NE,3000
KeAndre Lambert-Smith,WR,LAC,LV,3000
Irvin Charles,WR,NYJ,ATL,3000
Malachi Corley,WR,CLE,SF,3000
Xavier Weaver,WR,ARI,TB,3000
Jaylin Noel,WR,HOU,IND,3000
Dawson Knox,TE,BUF,PIT,3000
Mason Kinsey,WR,TEN,JAX,3000
Trey Palmer,WR,NO,MIA,3000
Eagles,DST,PHI,CHI,3000
Malik Nabers,WR,NYG,NE,3000
Adam Thielen,WR,MIN,SEA,3000
Arian Smith,WR,NYJ,ATL,3000
Skyy Moore,WR,SF,CLE,3000
Dylan Drummond,WR,ATL,NYJ,3000
Browns,DST,CLE,SF,3000
Roman Wilson,WR,PIT,BUF,3000
Tim Patrick,WR,JAX,TEN,3000
Justin Watson,WR,HOU,IND,3000
Xavier Gipson,WR,PHI,CHI,3000
Noah Brown,WR,WAS,DEN,3000
Calvin Ridley,WR,TEN,JAX,3000
Dee Eskridge,WR,MIA,NO,3000
David Moore,WR,CAR,LAR,3000
Efton Chism,WR,NE,NYG,3000
Derius Davis,WR,LAC,LV,3000
Josh Reynolds,WR,NYJ,ATL,3000
Isaiah Bond,WR,CLE,SF,3000
Jaden Smith,WR,TB,ARI,3000
DJ Montgomery,WR,IND,HOU,3000
Mecole Hardman,WR,BUF,PIT,3000
Joshua Cephus,WR,JAX,TEN,3000
Dante Pettis,WR,NO,MIA,3000
Jahdae Walker,WR,CHI,PHI,3000
Gunner Olszewski,WR,NYG,NE,3000
Tory Horton,WR,SEA,MIN,3000
Isaiah Williams,WR,NYJ,ATL,3000
Demarcus Robinson,WR,SF,CLE,3000
Alex Bachman,WR,LV,LAC,3000
Casey Washington,WR,ATL,NYJ,3000
DeAndre Carter,WR,CLE,SF,3000
Simi Fehoko,WR,ARI,TB,3000
Tank Dell,WR,HOU,IND,3000
Darius Cooper,WR,PHI,CHI,3000
Robbie Chosen,WR,WAS,DEN,3000
Bryce Oliver,WR,TEN,JAX,3000
Nick Westbrook-Ikhine,WR,MIA,NO,3000
Hunter Renfrow,WR,CAR,LAR,3000
DaQuan Felton,WR,NYG,NE,3000
Rondale Moore,WR,MIN,SEA,3000
Garrett Wilson,WR,NYJ,ATL,3000
Trent Taylor,WR,SF,CLE,3000
Mike Evans,WR,TB,ARI,3000
Laquon Treadwell,WR,IND,HOU,3000
KeShawn Williams,WR,PIT,BUF,3000
Travis Hunter,WR,JAX,TEN,3000
Kevin Austin,WR,NO,MIA,3000
Devin Duvernay,WR,CHI,PHI,3000
Kyle Williams,WR,NE,NYG,3000
Dareke Young,WR,SEA,MIN,3000
Tyreek Hill,WR,MIA,NO,3000
Konata Mumpfield,WR,LAR,CAR,3000
Donte Thornton,WR,LV,LAC,3000
Jamal Agnew,WR,ATL,NYJ,3000
Gage Larvadain,WR,CLE,SF,3000
Zay Jones,WR,ARI,TB,3000
Braxton Berrios,WR,HOU,IND,3000
Olamide Zaccheaus,WR,CHI,PHI,3000
Chris Moore,WR,WAS,DEN,3000
Xavier Restrepo,WR,TEN,JAX,3000
Bub Means,WR,NO,MIA,3000
Brycen Tremayne,WR,CAR,LAR,3000
Bryce Ford-Wheaton,WR,NYG,NE,3000
Myles Price,WR,MIN,SEA,3000
Tyler Johnson,WR,NYJ,ATL,3000
Jacob Cowing,WR,SF,CLE,3000
David Njoku,TE,CLE,SF,2900
Jonnu Smith,TE,PIT,BUF,2900
Texans,DST,HOU,IND,2900
Saints,DST,NO,MIA,2800
Colby Parkinson,TE,LAR,CAR,2800
Michael Mayer,TE,LV,LAC,2800
Darnell Washington,TE,PIT,BUF,2700
Cardinals,DST,ARI,TB,2700
Taysom Hill,TE,NO,MIA,2700
Bears,DST,CHI,PHI,2600
Steelers,DST,PIT,BUF,2600
Tyler Conklin,TE,LAC,LV,2600
Gunnar Helm,TE,TEN,JAX,2600
Donald Parham,TE,PIT,BUF,2500
Jeremy Ruckert,TE,NYJ,ATL,2500
Kylen Granson,TE,PHI,CHI,2500
Lucas Krull,TE,DEN,WAS,2500
Evan Deckers,TE,TB,ARI,2500
Davis Allen,TE,LAR,CAR,2500
Elijah Arroyo,TE,SEA,MIN,2500
Will Mallory,TE,IND,HOU,2500
Will Dissly,TE,LAC,LV,2500
Zach Wood,TE,NO,MIA,2500
Colson Yankoff,TE,WAS,DEN,2500
Teagan Quitoriano,TE,ATL,NYJ,2500
Durham Smythe,TE,CHI,PHI,2500
Chris Manhertz,TE,NYG,NE,2500
Travis Vokolek,TE,ARI,TB,2500
Jake Tonges,TE,SF,CLE,2500
Ben Yurosek,TE,MIN,SEA,2500
Brevin Jordan,TE,HOU,IND,2500
Connor Heyward,TE,PIT,BUF,2500
Jalin Conyers,TE,MIA,NO,2500
Grant Calcaterra,TE,PHI,CHI,2500
Adam Trautman,TE,DEN,WAS,2500
Ko Kieft,TE,TB,ARI,2500
James Mitchell,TE,CAR,LAR,2500
David Martin-Robinson,TE,TEN,JAX,2500
Drew Ogletree,TE,IND,HOU,2500
Tucker Fisk,TE,LAC,LV,2500
Mason Pline,TE,NO,MIA,2500
Ben Sinnott,TE,WAS,DEN,2500
Charlie Woerner,TE,ATL,NYJ,2500
Cole Kmet,TE,CHI,PHI,2500
Daniel Bellinger,TE,NYG,NE,2500
Tip Reiman,TE,ARI,TB,2500
Luke Farrell,TE,SF,CLE,2500
Josh Oliver,TE,MIN,SEA,2500
Jakob Johnson,TE,HOU,IND,2500
Raiders,DST,LV,LAC,2500
Hayden Rucci,TE,MIA,NO,2500
Nate Adkins,TE,DEN,WAS,2500
Devin Culp,TE,TB,ARI,2500
Mitchell Evans,TE,CAR,LAR,2500
CJ Dippre,TE,NE,NYG,2500
Johnny Mundt,TE,JAX,TEN,2500
Mo Alie-Cox,TE,IND,HOU,2500
Andrew DePaola,TE,MIN,SEA,2500
Zaire Mitchell-Paden,TE,NO,MIA,2500
John Bates,TE,WAS,DEN,2500
Jelani Woods,TE,NYJ,ATL,2500
Cal Adomitis,TE,PHI,CHI,2500
Commanders,DST,WAS,DEN,2500
Josiah Deguara,TE,ARI,TB,2500
Tyler Higbee,TE,LAR,CAR,2500
Eric Saubert,TE,SEA,MIN,2500
Harrison Bryant,TE,HOU,IND,2500
Carter Runyon,TE,LV,LAC,2500
Julian Hill,TE,MIA,NO,2500
Tyler Ott,TE,WAS,DEN,2500
Payne Durham,TE,TB,ARI,2500
Tommy Tremble,TE,CAR,LAR,2500
Austin Hooper,TE,NE,NYG,2500
Quintin Morris,TE,JAX,TEN,2500
Brenden Bates,TE,CLE,SF,2500
Gavin Bartholomew,TE,MIN,SEA,2500
Jack Stoll,TE,NO,MIA,2500
Jackson Hawes,TE,BUF,PIT,2500
Stone Smartt,TE,NYJ,ATL,2500
Cameron Latu,TE,PHI,CHI,2500
Mitchell Fraboni,TE,DEN,WAS,2500
Elijah Higgins,TE,ARI,TB,2500
Terrance Ferguson,TE,LAR,CAR,2500
Nick Kallerup,TE,SEA,MIN,2500
Cade Stover,TE,HOU,IND,2500
Ian Thomas,TE,LV,LAC,2500
Greg Dulcich,TE,MIA,NO,2500
Tyree Jackson,TE,WAS,DEN,2500
Feleipe Franks,TE,ATL,NYJ,2500
JaTavion Sanders,TE,CAR,LAR,2500
Thomas Fidone,TE,NYG,NE,2500
Hunter Long,TE,JAX,TEN,2500
Blake Whiteheart,TE,CLE,SF,2500
Ben Sims,TE,MIN,SEA,2500
Foster Moreau,TE,NO,MIA,2500
Jets,DST,NYJ,ATL,2400
Vikings,DST,MIN,SEA,2300
Giants,DST,NYG,NE,2200
Titans,DST,TEN,JAX,2200
Panthers,DST,CAR,LAR,2100
