player,position,team,opponent,salary
Kareem Hunt,RB,KC,DEN,6600
Patrick Mahomes,QB,KC,DEN,6600
Brian Thomas,WR,JAX,MIN,6600
Darnell Mooney,WR,ATL,NO,6500
James Conner,RB,ARI,NYJ,6500
DAndre Swift,RB,CHI,NE,6500
Brock Purdy,QB,SF,TB,6500
Tee Higgins,WR,CIN,BAL,6400
Isaac Guerendo,RB,SF,TB,6400
Baker Mayfield,QB,TB,SF,6400
Rhamondre Stevenson,RB,NE,CHI,6400
Marvin Harrison,WR,ARI,NYJ,6400
Tua Tagovailoa,QB,MIA,LAR,6300
Brian Robinson,RB,WAS,PIT,6300
DJ Moore,WR,CHI,NE,6300
Kyler Murray,QB,ARI,NYJ,6300
Sam Darnold,QB,MIN,JAX,6200
Jared Goff,QB,DET,HOU,6200
Josh Downs,WR,IND,BUF,6200
Najee Harris,RB,PIT,WAS,6200
Chris Olave,WR,NO,ATL,6100
Rico Dowdle,RB,DAL,PHI,6100
Xavier Worthy,WR,KC,DEN,6100
Dak Prescott,QB,DAL,PHI,6100
Michael Pittman,WR,IND,BUF,6000
Bo Nix,QB,DEN,KC,6000
Chase Brown,RB,CIN,BAL,6000
Travis Kelce,TE,KC,DEN,6000
Khalil Shakir,WR,BUF,IND,6000
Tyrone Tracy,RB,NYG,CAR,6000
Javonte Williams,RB,DEN,KC,6000
Rachaad White,RB,TB,SF,5900
Ladd McConkey,WR,LAC,TEN,5900
Raheem Mostert,RB,MIA,LAR,5900
Justin Fields,QB,PIT,WAS,5900
Jameson Williams,WR,DET,HOU,5900
Russell Wilson,QB,PIT,WAS,5900
Diontae Johnson,WR,BAL,CIN,5800
Austin Ekeler,RB,WAS,PIT,5800
Amari Cooper,WR,BUF,IND,5800
George Kittle,TE,SF,TB,5800
Drake Maye,QB,NE,CHI,5800
Travis Etienne,RB,JAX,MIN,5800
Bucky Irving,RB,TB,SF,5700
Aaron Rodgers,QB,NYJ,ARI,5700
Tank Bigsby,RB,JAX,MIN,5700
Calvin Ridley,WR,TEN,LAC,5700
Xavier Legette,WR,CAR,NYG,5700
Trey McBride,TE,ARI,NYJ,5700
Zack Moss,RB,CIN,BAL,5600
Courtland Sutton,WR,DEN,KC,5600
Devin Singletary,RB,NYG,CAR,5600
Jaylen Waddle,WR,MIA,LAR,5600
Caleb Williams,QB,CHI,NE,5600
Matthew Stafford,QB,LAR,MIA,5600
WanDale Robinson,WR,NYG,CAR,5500
Keon Coleman,WR,BUF,IND,5500
Anthony Richardson,QB,IND,BUF,5500
Joe Flacco,QB,IND,BUF,5500
Braelon Allen,RB,NYJ,ARI,5500
Ray Davis,RB,BUF,IND,5500
Cade Otton,TE,TB,SF,5500
Keenan Allen,WR,CHI,NE,5400
Trevor Lawrence,QB,JAX,MIN,5400
DeAndre Hopkins,WR,KC,DEN,5300
Daniel Jones,QB,NYG,CAR,5300
Evan Engram,TE,JAX,MIN,5300
Jaylen Warren,RB,PIT,WAS,5300
Derek Carr,QB,NO,ATL,5300
Jordan Addison,WR,MIN,JAX,5300
Jauan Jennings,WR,SF,TB,5200
Justice Hill,RB,BAL,CIN,5200
Kimani Vidal,RB,LAC,TEN,5200
Tyler Allgeier,RB,ATL,NO,5200
Justin Herbert,QB,LAC,TEN,5200
Rome Odunze,WR,CHI,NE,5200
Jalen Tolbert,WR,DAL,PHI,5100
Ezekiel Elliott,RB,DAL,PHI,5100
Demarcus Robinson,WR,LAR,MIA,5100
Cooper Rush,QB,DAL,PHI,5100
Jonathon Brooks,RB,CAR,NYG,5000
Brandin Cooks,WR,DAL,PHI,5000
Gabe Davis,WR,JAX,MIN,5000
Dalvin Cook,RB,DAL,PHI,5000
Tyson Bagent,QB,CHI,NE,5000
Jake Ferguson,TE,DAL,PHI,5000
Clyde Edwards-Helaire,RB,KC,DEN,5000
Josh Johnson,QB,BAL,CIN,5000
Alec Pierce,WR,IND,BUF,4900
Antonio Gibson,RB,NE,CHI,4900
Will Levis,QB,TEN,LAC,4900
Quentin Johnston,WR,LAC,TEN,4900
Tyler Goodson,RB,IND,BUF,4900
Dalton Kincaid,TE,BUF,IND,4900
Mason Rudolph,QB,TEN,LAC,4900
Darius Slayton,WR,NYG,CAR,4800
Trey Benson,RB,ARI,NYJ,4800
Bryce Young,QB,CAR,NYG,4800
Kyle Pitts,TE,ATL,NO,4800
Kenny Pickett,QB,PHI,DAL,4800
Samaje Perine,RB,KC,DEN,4800
Andy Dalton,QB,CAR,NYG,4800
Joshua Palmer,WR,LAC,TEN,4800
Jacoby Brissett,QB,NE,CHI,4800
Allen Lazard,WR,NYJ,ARI,4800
Davis Mills,QB,HOU,DET,4800
Jahan Dotson,WR,PHI,DAL,4700
Mitchell Trubisky,QB,BUF,IND,4700
Tyjae Spears,RB,TEN,LAC,4700
TJ Hockenson,TE,MIN,JAX,4700
Adam Thielen,WR,CAR,NYG,4700
Sean Tucker,RB,TB,SF,4700
Cam Akers,RB,MIN,JAX,4700
Tyrod Taylor,QB,NYJ,ARI,4700
Michael Penix,QB,ATL,NO,4700
Michael Wilson,WR,ARI,NYJ,4600
Cedrick Wilson,WR,NO,ATL,4600
Jimmy Garoppolo,QB,LAR,MIA,4600
Carson Wentz,QB,KC,DEN,4600
Emari Demercado,RB,ARI,NYJ,4600
Roschon Johnson,RB,CHI,NE,4600
Sam LaPorta,TE,DET,HOU,4600
Ty Johnson,RB,BUF,IND,4500
Dallas Goedert,TE,PHI,DAL,4500
Mason Tipton,WR,NO,ATL,4500
JuJu Smith-Schuster,WR,KC,DEN,4500
Trey Sermon,RB,IND,BUF,4500
Marcus Mariota,QB,WAS,PIT,4500
Jaleel McLaughlin,RB,DEN,KC,4500
Jordan Whittington,WR,LAR,MIA,4500
Jake Browning,QB,CIN,BAL,4500
DeMario Douglas,WR,NE,CHI,4400
Dameon Pierce,RB,HOU,DET,4400
Kyle Trask,QB,TB,SF,4400
Drew Lock,QB,NYG,CAR,4400
Jeremy McNichols,RB,WAS,PIT,4400
Mac Jones,QB,JAX,MIN,4400
Jeff Wilson,RB,MIA,LAR,4400
Ricky Pearsall,WR,SF,TB,4400
Patrick Taylor,RB,SF,TB,4400
Jake Haener,QB,NO,ATL,4300
Julius Chestnut,RB,TEN,LAC,4300
Miles Sanders,RB,CAR,NYG,4300
Ray-Ray McCloud,WR,ATL,NO,4300
Cole Kmet,TE,CHI,NE,4300
Noah Brown,WR,WAS,PIT,4300
Spencer Rattler,QB,NO,ATL,4300
Clayton Tune,QB,ARI,NYJ,4300
Rashod Bateman,WR,BAL,CIN,4300
Chris Rodriguez,RB,WAS,PIT,4300
DErnest Johnson,RB,JAX,MIN,4200
Skylar Thompson,QB,MIA,LAR,4200
Jalen Nailor,WR,MIN,JAX,4200
Blake Corum,RB,LAR,MIA,4200
Taylor Heinicke,QB,LAC,TEN,4200
Tyler Huntley,QB,MIA,LAR,4200
Tutu Atwell,WR,LAR,MIA,4200
Ty Chandler,RB,MIN,JAX,4200
Pat Freiermuth,TE,PIT,WAS,4200
Jalen McMillan,WR,TB,SF,4200
JaMycal Hasty,RB,NE,CHI,4100
Robert Woods,WR,HOU,DET,4100
Sterling Shepard,WR,TB,SF,4100
Mark Andrews,TE,BAL,CIN,4100
Kenneth Gainwell,RB,PHI,DAL,4100
Jamaal Williams,RB,NO,ATL,4100
Dalton Schultz,TE,HOU,DET,4100
Mike Williams,WR,NYJ,ARI,4100
Joshua Dobbs,QB,SF,TB,4000
JJ McCarthy,QB,MIN,JAX,4000
Tommy DeVito,QB,NYG,CAR,4000
Will Shipley,RB,PHI,DAL,4000
Jonathan Ward,RB,PIT,WAS,4000
Zach Wilson,QB,DEN,KC,4000
Patrick Ricard,RB,BAL,CIN,4000
Craig Reynolds,RB,DET,HOU,4000
Joshua Kelley,RB,TEN,LAC,4000
Jordan Mims,RB,NO,ATL,4000
Khalil Herbert,RB,CHI,NE,4000
British Brooks,RB,HOU,DET,4000
Robert Burns,RB,ATL,NO,4000
Reggie Gilliam,RB,BUF,IND,4000
Cody Schrader,RB,LAR,MIA,4000
Tanner McKee,QB,PHI,DAL,4000
Trey Palmer,WR,TB,SF,4000
CJ Ham,RB,MIN,JAX,4000
Eric Gray,RB,NYG,CAR,4000
Hunter Luepke,RB,DAL,PHI,4000
Hassan Haskins,RB,LAC,TEN,4000
Tyler Badie,RB,DEN,KC,4000
Isaiah Likely,TE,BAL,CIN,4000
Dare Ogunbowale,RB,HOU,DET,4000
Adam Prentice,RB,NO,ATL,4000
Sam Ehlinger,QB,IND,BUF,4000
Jaylen Wright,RB,MIA,LAR,4000
DeeJay Dallas,RB,ARI,NYJ,4000
Brandon Allen,QB,SF,TB,4000
Brett Rypien,QB,MIN,JAX,4000
Cordarrelle Patterson,RB,PIT,WAS,4000
Owen Wright,RB,BAL,CIN,4000
Case Keenum,QB,HOU,DET,4000
Troy Franklin,WR,DEN,KC,4000
Travis Homer,RB,CHI,NE,4000
Avery Williams,RB,ATL,NO,4000
Ronnie Rivers,RB,LAR,MIA,4000
Israel Abanikanda,RB,NYJ,ARI,4000
Kyle Juszczyk,RB,SF,TB,4000
Keilan Robinson,RB,JAX,MIN,4000
Trevor Siemian,QB,TEN,LAC,4000
Audric Estime,RB,DEN,KC,4000
Chris Evans,RB,CIN,BAL,4000
Sione Vaki,RB,DET,HOU,4000
Ian Wheeler,RB,CHI,NE,4000
Taysom Hill,TE,NO,ATL,4000
Trey Lance,QB,DAL,PHI,4000
Kyle Allen,QB,PIT,WAS,4000
Jarrett Stidham,QB,DEN,KC,4000
Keaton Mitchell,RB,BAL,CIN,4000
Gus Edwards,RB,LAC,TEN,4000
JJ Taylor,RB,HOU,DET,4000
Shane Buechele,QB,BUF,IND,4000
Elijah Mitchell,RB,SF,TB,4000
Raheem Blackshear,RB,CAR,NYG,4000
Deuce Vaughn,RB,DAL,PHI,4000
Easton Stick,QB,LAC,TEN,4000
Kendall Milton,RB,CIN,BAL,4000
Kendre Miller,RB,NO,ATL,4000
Stetson Bennett,QB,LAR,MIA,4000
Jordan Travis,QB,NYJ,ARI,4000
Nick Mullens,QB,MIN,JAX,4000
Jeff Driskel,QB,WAS,PIT,4000
Chris Collier,RB,BAL,CIN,4000
Hendon Hooker,QB,DET,HOU,4000
Michael Burton,RB,DEN,KC,4000
Joe Milton,QB,NE,CHI,4000
Jase McClellan,RB,ATL,NO,4000
Alec Ingold,RB,MIA,LAR,4000
Isaiah Davis,RB,NYJ,ARI,4000
Chase Edmonds,RB,TB,SF,4000
Carson Steele,RB,KC,DEN,4000
Trayveon Williams,RB,CIN,BAL,4000
Rasheen Ali,RB,BAL,CIN,4000
Parker Washington,WR,JAX,MIN,3900
John Metchie,WR,HOU,DET,3900
Hunter Henry,TE,NE,CHI,3900
Marquez Valdes-Scantling,WR,NO,ATL,3900
Andrei Iosivas,WR,CIN,BAL,3900
Zach Ertz,TE,WAS,PIT,3800
Chargers,DST,LAC,TEN,3800
Jalen Coker,WR,CAR,NYG,3800
Nick Westbrook-Ikhine,WR,TEN,LAC,3800
Greg Dortch,WR,ARI,NYJ,3800
Justin Watson,WR,KC,DEN,3700
Kalif Raymond,WR,DET,HOU,3700
Vikings,DST,MIN,JAX,3700
Zay Jones,WR,ARI,NYJ,3700
Jonnu Smith,TE,MIA,LAR,3700
Xavier Hutchinson,WR,HOU,DET,3600
Tim Jones,WR,JAX,MIN,3600
Van Jefferson,WR,PIT,WAS,3600
Mike Gesicki,TE,CIN,BAL,3600
Rakim Jarrett,WR,TB,SF,3600
Chiefs,DST,KC,DEN,3600
KaVontae Turpin,WR,DAL,PHI,3500
Ryan Miller,WR,TB,SF,3500
Eagles,DST,PHI,DAL,3500
Colby Parkinson,TE,LAR,MIA,3500
Kayshon Boutte,WR,NE,CHI,3500
Tyler Boyd,WR,TEN,LAC,3500
Grant Calcaterra,TE,PHI,DAL,3500
Tyler Johnson,WR,LAR,MIA,3500
Nelson Agholor,WR,BAL,CIN,3500
Calvin Austin,WR,PIT,WAS,3500
Tyler Conklin,TE,NYJ,ARI,3400
JaTavion Sanders,TE,CAR,NYG,3400
Olamide Zaccheaus,WR,WAS,PIT,3400
Odell Beckham,WR,MIA,LAR,3400
Mecole Hardman,WR,KC,DEN,3400
Falcons,DST,ATL,NO,3400
Adonai Mitchell,WR,IND,BUF,3400
DJ Chark,WR,LAC,TEN,3400
Tim Patrick,WR,DET,HOU,3400
Devaughn Vele,WR,DEN,KC,3400
Mack Hollins,WR,BUF,IND,3300
Jalen Brooks,WR,DAL,PHI,3300
Juwan Johnson,TE,NO,ATL,3300
JaLynn Polk,WR,NE,CHI,3300
Dyami Brown,WR,WAS,PIT,3300
Curtis Samuel,WR,BUF,IND,3300
Tyler Higbee,TE,LAR,MIA,3300
Ravens,DST,BAL,CIN,3300
49ers,DST,SF,TB,3300
LilJordan Humphrey,WR,DEN,KC,3200
Devin Duvernay,WR,JAX,MIN,3200
Ainias Smith,WR,PHI,DAL,3200
Jonathan Mingo,WR,CAR,NYG,3200
Bills,DST,BUF,IND,3200
Josh Oliver,TE,MIN,JAX,3200
KhaDarel Hodge,WR,ATL,NO,3200
Kendrick Bourne,WR,NE,CHI,3200
Jermaine Jackson,WR,NO,ATL,3100
Will Dissly,TE,LAC,TEN,3100
Commanders,DST,WAS,PIT,3100
Lions,DST,DET,HOU,3100
Luke McCaffrey,WR,WAS,PIT,3100
Jermaine Burton,WR,CIN,BAL,3100
Simi Fehoko,WR,LAC,TEN,3100
Allen Robinson,WR,DET,HOU,3100
Jalin Hyatt,WR,NYG,CAR,3100
Jacob Cowing,WR,SF,TB,3100
Christian Kirk,WR,JAX,MIN,3000
Theo Johnson,TE,NYG,CAR,3000
Malik Taylor,WR,NYJ,ARI,3000
Brandon Aiyuk,WR,SF,TB,3000
Tyquan Thornton,WR,NE,CHI,3000
Stefon Diggs,WR,HOU,DET,3000
Derius Davis,WR,LAC,TEN,3000
Rashee Rice,WR,KC,DEN,3000
Tyler Scott,WR,CHI,NE,3000
Dee Eskridge,WR,MIA,LAR,3000
Colton Dowell,WR,TEN,LAC,3000
Bub Means,WR,NO,ATL,3000
Juwann Winfree,WR,IND,BUF,3000
Bryce Ford-Wheaton,WR,NYG,CAR,3000
Grant DuBose,WR,MIA,LAR,3000
Xavier Gipson,WR,NYJ,ARI,3000
Chris Godwin,WR,TB,SF,3000
Brandon Powell,WR,MIN,JAX,3000
Deonte Harty,WR,BAL,CIN,3000
Britain Covey,WR,PHI,DAL,3000
Roman Wilson,WR,PIT,WAS,3000
JaQuae Jackson,WR,NE,CHI,3000
Antoine Green,WR,DET,HOU,3000
JhaQuan Jackson,WR,TEN,LAC,3000
Marvin Mims,WR,DEN,KC,3000
Bears,DST,CHI,NE,3000
Braxton Berrios,WR,MIA,LAR,3000
Xavier Weaver,WR,ARI,NYJ,3000
Casey Washington,WR,ATL,NO,3000
Elijah Cooks,WR,JAX,MIN,3000
Gunner Olszewski,WR,NYG,CAR,3000
Xavier Smith,WR,LAR,MIA,3000
Malachi Corley,WR,NYJ,ARI,3000
Ronnie Bell,WR,SF,TB,3000
Javon Baker,WR,NE,CHI,3000
Hollywood Brown,WR,KC,DEN,3000
Malik Washington,WR,MIA,LAR,3000
Treylon Burks,WR,TEN,LAC,3000
Anthony Gould,WR,IND,BUF,3000
Foster Moreau,TE,NO,ATL,3000
David White,WR,JAX,MIN,3000
Devontez Walker,WR,BAL,CIN,3000
Johnny Wilson,WR,PHI,DAL,3000
Scotty Miller,WR,PIT,WAS,3000
KJ Osborn,WR,NE,CHI,3000
Justyn Ross,WR,KC,DEN,3000
River Cracraft,WR,MIA,LAR,3000
Chig Okonkwo,TE,TEN,LAC,3000
Austin Trammell,WR,JAX,MIN,3000
Chris Conley,WR,SF,TB,3000
Ryan Flournoy,WR,DAL,PHI,3000
Jalen Reagor,WR,LAC,TEN,3000
Trent Sherfield,WR,MIN,JAX,3000
DeAndre Carter,WR,CHI,NE,3000
Josh Reynolds,WR,DEN,KC,3000
Deven Thompkins,WR,CAR,NYG,3000
Tahj Washington,WR,MIA,LAR,3000
Zach Pascal,WR,ARI,NYJ,3000
Tylan Wallace,WR,BAL,CIN,3000
Jamison Crowder,WR,WAS,PIT,3000
Isaiah Williams,WR,DET,HOU,3000
Brenden Rice,WR,LAC,TEN,3000
Jaaron Hayek,WR,KC,DEN,3000
Nsimba Webster,WR,CHI,NE,3000
Rashid Shaheed,WR,NO,ATL,3000
Jalen Virgil,WR,BUF,IND,3000
Ihmir Smith-Marsette,WR,NYG,CAR,3000
Anthony Schwartz,WR,MIA,LAR,3000
Irvin Charles,WR,NYJ,ARI,3000
Marquez Callaway,WR,TB,SF,3000
Charlie Jones,WR,CIN,BAL,3000
Steelers,DST,PIT,WAS,3000
Steven Sims,WR,HOU,DET,3000
Bryce Oliver,WR,TEN,LAC,3000
Ashton Dulin,WR,IND,BUF,3000
David Moore,WR,CAR,NYG,3000
Rondale Moore,WR,ATL,NO,3000
Skyy Moore,WR,KC,DEN,3000
Kameron Johnson,WR,TB,SF,3000
Trenton Irwin,WR,CIN,BAL,3000
Ben Skowronek,WR,PIT,WAS,3000
Dawson Knox,TE,BUF,IND,2900
Elijah Higgins,TE,ARI,NYJ,2900
Jets,DST,NYJ,ARI,2900
Noah Gray,TE,KC,DEN,2900
Cardinals,DST,ARI,NYJ,2900
Giants,DST,NYG,CAR,2800
Saints,DST,NO,ATL,2800
Brenton Strange,TE,JAX,MIN,2800
Bengals,DST,CIN,BAL,2800
Adam Trautman,TE,DEN,KC,2800
Erick All,TE,CIN,BAL,2800
Darnell Washington,TE,PIT,WAS,2800
Titans,DST,TEN,LAC,2700
Johnny Mundt,TE,MIN,JAX,2700
Panthers,DST,CAR,NYG,2700
Austin Hooper,TE,NE,CHI,2700
Tommy Tremble,TE,CAR,NYG,2700
Hayden Hurst,TE,LAC,TEN,2700
Rams,DST,LAR,MIA,2700
Drew Sample,TE,CIN,BAL,2700
Buccaneers,DST,TB,SF,2600
Kylen Granson,TE,IND,BUF,2600
Cade Stover,TE,HOU,DET,2600
Lucas Krull,TE,DEN,KC,2600
Nick Vannett,TE,TEN,LAC,2600
Colts,DST,IND,BUF,2600
Texans,DST,HOU,DET,2600
Peyton Hendershot,TE,KC,DEN,2500
Gerald Everett,TE,CHI,NE,2500
Brock Wright,TE,DET,HOU,2500
Tyler Ott,TE,WAS,PIT,2500
Nate Adkins,TE,DEN,KC,2500
Patriots,DST,NE,CHI,2500
Julian Hill,TE,MIA,LAR,2500
Josh Whyle,TE,TEN,LAC,2500
Ross Dwelley,TE,ATL,NO,2500
Quintin Morris,TE,BUF,IND,2500
Feleipe Franks,TE,CAR,NYG,2500
Dolphins,DST,MIA,LAR,2500
Kenny Yeboah,TE,NYJ,ARI,2500
Nick Muse,TE,MIN,JAX,2500
Tanner Hudson,TE,CIN,BAL,2500
Luke Schoonmaker,TE,DAL,PHI,2500
Ben Sinnott,TE,WAS,PIT,2500
Greg Dulcich,TE,DEN,KC,2500
Stephen Carlson,TE,CHI,NE,2500
Brevin Jordan,TE,HOU,DET,2500
Eric Tomlinson,TE,LAC,TEN,2500
Zach Wood,TE,NO,ATL,2500
Drew Ogletree,TE,IND,BUF,2500
Tanner Conner,TE,MIA,LAR,2500
Tip Reiman,TE,ARI,NYJ,2500
Eric Saubert,TE,SF,TB,2500
Josiah Deguara,TE,JAX,MIN,2500
Chris Manhertz,TE,NYG,CAR,2500
EJ Jenkins,TE,PHI,DAL,2500
Jaguars,DST,JAX,MIN,2500
Jaheim Bell,TE,NE,CHI,2500
Jelani Woods,TE,IND,BUF,2500
Ian Thomas,TE,CAR,NYG,2500
Davis Allen,TE,LAR,MIA,2500
Jeremy Ruckert,TE,NYJ,ARI,2500
Charlie Kolar,TE,BAL,CIN,2500
Brevyn Spann-Ford,TE,DAL,PHI,2500
John Bates,TE,WAS,PIT,2500
James Winchester,TE,KC,DEN,2500
Marcedes Lewis,TE,CHI,NE,2500
Teagan Quitoriano,TE,HOU,DET,2500
Rodney Williams,TE,PIT,WAS,2500
Evan Deckers,TE,TB,SF,2500
Luke Farrell,TE,JAX,MIN,2500
Jordan Matthews,TE,CAR,NYG,2500
Jack Stoll,TE,PHI,DAL,2500
John Stephens,TE,DAL,PHI,2500
Colson Yankoff,TE,WAS,PIT,2500
Mitchell Fraboni,TE,DEN,KC,2500
Patrick Scales,TE,CHI,NE,2500
Dalton Keene,TE,HOU,DET,2500
Stone Smartt,TE,LAC,TEN,2500
Payne Durham,TE,TB,SF,2500
Patrick Murtagh,TE,JAX,MIN,2500
Daniel Bellinger,TE,NYG,CAR,2500
Jody Fortson,TE,KC,DEN,2500
Connor Heyward,TE,PIT,WAS,2500
Dallin Holker,TE,NO,ATL,2500
Mo Alie-Cox,TE,IND,BUF,2500
Durham Smythe,TE,MIA,LAR,2500
David Martin-Robinson,TE,TEN,LAC,2500
Devin Culp,TE,TB,SF,2500
Andrew DePaola,TE,MIN,JAX,2500
Cal Adomitis,TE,CIN,BAL,2500
Charlie Woerner,TE,ATL,NO,2500
Will Mallory,TE,IND,BUF,2500
Hunter Long,TE,LAR,MIA,2500
Travis Vokolek,TE,ARI,NYJ,2500
Albert Okwuegbunam,TE,PHI,DAL,2500
Brayden Willis,TE,SF,TB,2500
Jared Wiley,TE,KC,DEN,2500
Shane Zylstra,TE,DET,HOU,2500
MyCole Pruitt,TE,PIT,WAS,2500
Ko Kieft,TE,TB,SF,2500
Tanner McLachlan,TE,CIN,BAL,2500
Jake Tonges,TE,SF,TB,2500
Cowboys,DST,DAL,PHI,2400
Broncos,DST,DEN,KC,2400
