player,position,team,opponent,salary
Derrick Henry,RB,BAL,CLE,8200
JaMarr Chase,WR,CIN,JAX,8100
Saquon Barkley,RB,PHI,KC,8000
Bijan Robinson,RB,ATL,MIN,7900
CeeDee Lamb,WR,DAL,NYG,7800
Justin Jefferson,WR,MIN,ATL,7700
Puka Nacua,WR,LAR,TEN,7600
Christian McCaffrey,RB,SF,NO,7500
Jahmyr Gibbs,RB,DET,CHI,7400
Nico Collins,WR,HOU,TB,7300
Bucky Irving,RB,TB,HOU,7200
Josh Allen,QB,BUF,NYJ,7100
Malik Nabers,WR,NYG,DAL,7100
Lamar Jackson,QB,BAL,CLE,7000
Ashton Jeanty,RB,LV,LAC,7000
Amon-Ra St Brown,WR,DET,CHI,7000
Ladd McConkey,WR,LAC,LV,6900
DeVon Achane,RB,MIA,NE,6900
Mike Evans,WR,TB,HOU,6800
Jalen Hurts,QB,PHI,KC,6800
Chase Brown,RB,CIN,JAX,6800
Brian Thomas,WR,JAX,CIN,6700
Jayden Daniels,QB,WAS,GB,6700
Jonathan Taylor,RB,IND,DEN,6700
AJ Brown,WR,PHI,KC,6600
James Conner,RB,ARI,CAR,6600
Joe Burrow,QB,CIN,JAX,6600
Baker Mayfield,QB,TB,HOU,6500
Drake London,WR,ATL,MIN,6500
Garrett Wilson,WR,NYJ,BUF,6500
Josh Jacobs,RB,GB,WAS,6500
Tyreek Hill,WR,MIA,NE,6400
Kyler Murray,QB,ARI,CAR,6400
James Cook,RB,BUF,NYJ,6400
Kyren Williams,RB,LAR,TEN,6300
Brock Purdy,QB,SF,NO,6300
Brock Bowers,TE,LV,LAC,6300
Courtland Sutton,WR,DEN,IND,6300
Patrick Mahomes,QB,KC,PHI,6200
Breece Hall,RB,NYJ,BUF,6200
Zay Flowers,WR,BAL,CLE,6200
Bo Nix,QB,DEN,IND,6100
Alvin Kamara,RB,NO,SF,6100
Tee Higgins,WR,CIN,JAX,6100
Jared Goff,QB,DET,CHI,6000
Jordan Love,QB,GB,WAS,6000
Trey McBride,TE,ARI,CAR,6000
Chuba Hubbard,RB,CAR,ARI,6000
Jaxon Smith-Njigba,WR,SEA,PIT,6000
Justin Herbert,QB,LAC,LV,5900
Terry McLaurin,WR,WAS,GB,5900
Davante Adams,WR,LAR,TEN,5900
Tony Pollard,RB,TEN,LAR,5900
DK Metcalf,WR,PIT,SEA,5900
Dak Prescott,QB,DAL,NYG,5900
Marvin Harrison,WR,ARI,CAR,5800
Matthew Stafford,QB,LAR,TEN,5800
George Pickens,WR,DAL,NYG,5800
Omarion Hampton,RB,LAC,LV,5800
Javonte Williams,RB,DAL,NYG,5800
Emeka Egbuka,WR,TB,HOU,5800
Jameson Williams,WR,DET,CHI,5700
DAndre Swift,RB,CHI,DET,5700
Travis Etienne,RB,JAX,CIN,5700
Xavier Worthy,WR,KC,PHI,5700
Justin Fields,QB,NYJ,BUF,5700
Michael Penix,QB,ATL,MIN,5600
Trevor Lawrence,QB,JAX,CIN,5600
DeVonta Smith,WR,PHI,KC,5600
Deebo Samuel,WR,WAS,GB,5600
JK Dobbins,RB,DEN,IND,5600
Kenneth Walker,RB,SEA,PIT,5600
DJ Moore,WR,CHI,DET,5600
Isiah Pacheco,RB,KC,PHI,5500
Aaron Rodgers,QB,PIT,SEA,5500
Khalil Shakir,WR,BUF,NYJ,5500
Chris Godwin,WR,TB,HOU,5500
George Kittle,TE,SF,NO,5500
CJ Stroud,QB,HOU,TB,5500
TreVeyon Henderson,RB,NE,MIA,5500
Quentin Johnston,WR,LAC,LV,5400
David Montgomery,RB,DET,CHI,5400
JJ McCarthy,QB,MIN,ATL,5400
Caleb Williams,QB,CHI,DET,5400
Tetairoa McMillan,WR,CAR,ARI,5400
Jaylen Warren,RB,PIT,SEA,5400
Jaylen Waddle,WR,MIA,NE,5400
Tua Tagovailoa,QB,MIA,NE,5300
Geno Smith,QB,LV,LAC,5300
Tyrone Tracy,RB,NYG,DAL,5300
Aaron Jones,RB,MIN,ATL,5300
Jerry Jeudy,WR,CLE,BAL,5300
RJ Harvey,RB,DEN,IND,5300
Jayden Reed,WR,GB,WAS,5300
Ricky Pearsall,WR,SF,NO,5300
Dylan Sampson,RB,CLE,BAL,5200
Daniel Jones,QB,IND,DEN,5200
Braelon Allen,RB,NYJ,BUF,5200
Drake Maye,QB,NE,MIA,5200
Travis Hunter,WR,JAX,CIN,5200
Hollywood Brown,WR,KC,PHI,5200
