player,position,team,opponent,salary
Israel Abanikanda,RB,SF,MIA,4700
Ray Davis,RB,BUF,NE,4700
Jaleel McLaughlin,RB,DEN,LAC,4700
Trey Benson,RB,ARI,CAR,4600
Spencer Rattler,QB,NO,GB,4600
Dalton Kincaid,TE,BUF,NE,4600
Ameer Abdullah,RB,LV,JAX,4600
Tyrod Taylor,QB,NYJ,LAR,4600
Jamaal Williams,RB,NO,GB,4600
Xavier Legette,WR,CAR,ARI,4600
Jake Haener,QB,NO,GB,4600
Keaton Mitchell,RB,BAL,PIT,4500
Tim Patrick,WR,DET,CHI,4500
Khalil Herbert,RB,CIN,CLE,4500
Ray-Ray McCloud,WR,ATL,NYG,4500
Jake Browning,QB,CIN,CLE,4500
Devin Singletary,RB,NYG,ATL,4500
Brandin Cooks,WR,DAL,TB,4500
Michael Penix,QB,ATL,NYG,4500
Audric Estime,RB,DEN,LAC,4500
Tim Boyle,QB,NYG,ATL,4400
Cade Otton,TE,TB,DAL,4400
Tommy DeVito,QB,NYG,ATL,4400
Sean Tucker,RB,TB,DAL,4400
Pierre Strong,RB,CLE,CIN,4400
Joshua Palmer,WR,LAC,DEN,4400
DeMario Douglas,WR,NE,BUF,4400
Dameon Pierce,RB,HOU,KC,4300
Jeremy McNichols,RB,WAS,PHI,4300
Ricky Pearsall,WR,SF,MIA,4300
Andy Dalton,QB,CAR,ARI,4300
Parker Washington,WR,JAX,LV,4300
Jacoby Brissett,QB,NE,BUF,4300
Ty Chandler,RB,MIN,SEA,4300
Mark Andrews,TE,BAL,PIT,4300
Taylor Heinicke,QB,LAC,DEN,4300
Davis Mills,QB,HOU,KC,4200
Zamir White,RB,LV,JAX,4200
Michael Wilson,WR,ARI,CAR,4200
CJ Beathard,QB,JAX,LV,4200
Jalen Coker,WR,CAR,ARI,4200
Jarrett Stidham,QB,DEN,LAC,4200
Mitchell Trubisky,QB,BUF,NE,4200
Dallas Goedert,TE,PHI,WAS,4200
Josh Johnson,QB,BAL,PIT,4200
Marquez Valdes-Scantling,WR,NO,GB,4200
Blake Corum,RB,LAR,NYJ,4200
Jalen McMillan,WR,TB,DAL,4100
Hunter Henry,TE,NE,BUF,4100
Kyle Trask,QB,TB,DAL,4100
WanDale Robinson,WR,NYG,ATL,4100
Jaylen Wright,RB,MIA,SF,4100
DOnta Foreman,RB,CLE,CIN,4100
Jimmy Garoppolo,QB,LAR,NYJ,4100
Dontayvion Wicks,WR,GB,NO,4100
Clayton Tune,QB,ARI,CAR,4100
CJ Ham,RB,MIN,SEA,4000
Hendon Hooker,QB,DET,CHI,4000
Nick Chubb,RB,CLE,CIN,4000
Dylan Laube,RB,LV,JAX,4000
Julius Chestnut,RB,TEN,IND,4000
British Brooks,RB,HOU,KC,4000
Alec Ingold,RB,MIA,SF,4000
Marcus Mariota,QB,WAS,PHI,4000
Carlos Washington,RB,ATL,NYG,4000
Chris Brooks,RB,GB,NO,4000
Scott Matlock,RB,LAC,DEN,4000
Velus Jones,RB,CAR,ARI,4000
Trevor Lawrence,QB,JAX,LV,4000
Ian Wheeler,RB,CHI,DET,4000
Chris Evans,RB,CIN,CLE,4000
Christian McCaffrey,RB,SF,MIA,4000
Kene Nwangwu,RB,NYJ,LAR,4000
Patrick Ricard,RB,BAL,PIT,4000
Hunter Luepke,RB,DAL,TB,4000
Chris Rodriguez,RB,WAS,PHI,4000
Joe Milton,QB,NE,BUF,4000
Nick Mullens,QB,MIN,SEA,4000
Emari Demercado,RB,ARI,CAR,4000
Logan Woodside,QB,CIN,CLE,4000
DErnest Johnson,RB,JAX,LV,4000
Tyler Goodson,RB,IND,TEN,4000
Dare Ogunbowale,RB,HOU,KC,4000
Jeff Wilson,RB,MIA,SF,4000
Demarcus Robinson,WR,LAR,NYJ,4000
Avery Williams,RB,ATL,NYG,4000
Adam Prentice,RB,NO,GB,4000
Hassan Haskins,RB,LAC,DEN,4000
Raheem Blackshear,RB,CAR,ARI,4000
Brett Rypien,QB,MIN,SEA,4000
Sione Vaki,RB,DET,CHI,4000
Zack Moss,RB,CIN,CLE,4000
Tyler Huntley,QB,MIA,SF,4000
Stetson Bennett,QB,LAR,NYJ,4000
Rasheen Ali,RB,BAL,PIT,4000
Deuce Vaughn,RB,DAL,TB,4000
Tanner McKee,QB,PHI,WAS,4000
Kyle Pitts,TE,ATL,NYG,4000
Devaughn Vele,WR,DEN,LAC,4000
DeeJay Dallas,RB,ARI,CAR,4000
Deshaun Watson,QB,CLE,CIN,4000
Keilan Robinson,RB,JAX,LV,4000
Trey Sermon,RB,IND,TEN,4000
Carson Steele,RB,KC,HOU,4000
Kyle Juszczyk,RB,SF,MIA,4000
Allen Lazard,WR,NYJ,LAR,4000
Eric Gray,RB,NYG,ATL,4000
Jordan Mims,RB,NO,GB,4000
Zach Wilson,QB,DEN,LAC,4000
Reggie Gilliam,RB,BUF,NE,4000
AJ Dillon,RB,GB,NO,4000
JJ McCarthy,QB,MIN,SEA,4000
Craig Reynolds,RB,DET,CHI,4000
Trayveon Williams,RB,CIN,CLE,4000
Joshua Dobbs,QB,SF,MIA,4000
Jordan Travis,QB,NYJ,LAR,4000
Owen Wright,RB,BAL,PIT,4000
Chase Edmonds,RB,TB,DAL,4000
Kenny Pickett,QB,PHI,WAS,4000
Robert Burns,RB,ATL,NYG,4000
MarShawn Lloyd,RB,GB,NO,4000
Michael Burton,RB,DEN,LAC,4000
Jonathon Brooks,RB,CAR,ARI,4000
Bailey Zappe,QB,CLE,CIN,4000
Gardner Minshew,QB,LV,JAX,4000
Sam Ehlinger,QB,IND,TEN,4000
Samaje Perine,RB,KC,HOU,4000
Elijah Mitchell,RB,SF,MIA,4000
Cody Schrader,RB,LAR,NYJ,4000
Diontae Johnson,WR,BAL,PIT,4000
Malik Willis,QB,GB,NO,4000
Easton Stick,QB,LAC,DEN,4000
JaMycal Hasty,RB,NE,BUF,4000
Kenny McIntosh,RB,SEA,MIN,4000
Tyson Bagent,QB,CHI,DET,4000
Nyheim Miller-Hines,RB,CLE,CIN,4000
Brandon Allen,QB,SF,MIA,4000
Joshua Kelley,RB,TEN,IND,4000
Kyle Allen,QB,PIT,BAL,4000
Dak Prescott,QB,DAL,TB,4000
Jeff Driskel,QB,WAS,PHI,4000
Jase McClellan,RB,ATL,NYG,4000
Emanuel Wilson,RB,GB,NO,4000
Tyler Badie,RB,DEN,LAC,4000
Miles Sanders,RB,CAR,ARI,4000
Carter Bradley,QB,LV,JAX,4000
Darrynton Evans,RB,CHI,DET,4000
Case Keenum,QB,HOU,KC,4000
Jordan Mason,RB,SF,MIA,4000
Ronnie Rivers,RB,LAR,NYJ,4000
Cordarrelle Patterson,RB,PIT,BAL,4000
Jalen Tolbert,WR,DAL,TB,4000
Will Shipley,RB,PHI,WAS,4000
Shane Buechele,QB,BUF,NE,4000
Tyler Lockett,WR,SEA,MIN,3900
Marvin Mims,WR,DEN,LAC,3900
Mason Tipton,WR,NO,GB,3900
Pat Freiermuth,TE,PIT,BAL,3900
Tre Tucker,WR,LV,JAX,3900
Calvin Austin,WR,PIT,BAL,3800
Tucker Kraft,TE,GB,NO,3800
Darius Slayton,WR,NYG,ATL,3800
Adonai Mitchell,WR,IND,TEN,3800
Zach Ertz,TE,WAS,PHI,3800
Sterling Shepard,WR,TB,DAL,3800
Tyler Boyd,WR,TEN,IND,3700
Cole Kmet,TE,CHI,DET,3700
Falcons,DST,ATL,NYG,3700
Malik Washington,WR,MIA,SF,3700
Mike Williams,WR,PIT,BAL,3700
Will Dissly,TE,LAC,DEN,3700
Mack Hollins,WR,BUF,NE,3600
Jake Ferguson,TE,DAL,TB,3600
JuJu Smith-Schuster,WR,KC,HOU,3600
Noah Fant,TE,SEA,MIN,3600
Andrei Iosivas,WR,CIN,CLE,3600
David Moore,WR,CAR,ARI,3600
Bills,DST,BUF,NE,3600
Vikings,DST,MIN,SEA,3500
Olamide Zaccheaus,WR,WAS,PHI,3500
Tutu Atwell,WR,LAR,NYJ,3500
Juwan Johnson,TE,NO,GB,3500
Kayshon Boutte,WR,NE,BUF,3500
Brenton Strange,TE,JAX,LV,3500
John Metchie,WR,HOU,KC,3500
Kendrick Bourne,WR,NE,BUF,3400
Dyami Brown,WR,WAS,PHI,3400
Nelson Agholor,WR,BAL,PIT,3400
Chig Okonkwo,TE,TEN,IND,3400
Dalton Schultz,TE,HOU,KC,3400
Buccaneers,DST,TB,DAL,3400
Lions,DST,DET,CHI,3400
KaVontae Turpin,WR,DAL,TB,3400
Kalif Raymond,WR,DET,CHI,3400
Grant Calcaterra,TE,PHI,WAS,3400
Bengals,DST,CIN,CLE,3300
Josh Reynolds,WR,JAX,LV,3300
Dawson Knox,TE,BUF,NE,3300
Mike Gesicki,TE,CIN,CLE,3300
Jalen Nailor,WR,MIN,SEA,3300
Ravens,DST,BAL,PIT,3300
Troy Franklin,WR,DEN,LAC,3300
Isaiah Likely,TE,BAL,PIT,3300
Jahan Dotson,WR,PHI,WAS,3300
Van Jefferson,WR,PIT,BAL,3300
Ashton Dulin,WR,IND,TEN,3300
River Cracraft,WR,MIA,SF,3200
Greg Dortch,WR,ARI,CAR,3200
Stone Smartt,TE,LAC,DEN,3200
Justin Watson,WR,KC,HOU,3200
Packers,DST,GB,NO,3200
KJ Osborn,WR,WAS,PHI,3200
Jordan Akins,TE,CLE,CIN,3200
Cedrick Wilson,WR,NO,GB,3200
Tyler Higbee,TE,LAR,NYJ,3200
Michael Woods,WR,CLE,CIN,3200
Jonathan Mingo,WR,DAL,TB,3200
Cardinals,DST,ARI,CAR,3200
Noah Gray,TE,KC,HOU,3100
Devin Duvernay,WR,JAX,LV,3100
Austin Hooper,TE,NE,BUF,3100
Jamari Thrash,WR,CLE,CIN,3100
AJ Barner,TE,SEA,MIN,3100
Curtis Samuel,WR,BUF,NE,3100
DJ Chark,WR,LAC,DEN,3100
Tylan Wallace,WR,BAL,PIT,3100
Kevin Austin,WR,NO,GB,3100
Eagles,DST,PHI,WAS,3100
Texans,DST,HOU,KC,3100
Terrace Marshall,WR,LV,JAX,3100
Luke McCaffrey,WR,WAS,PHI,3100
Ihmir Smith-Marsette,WR,NYG,ATL,3000
Brandon Aiyuk,WR,SF,MIA,3000
Irvin Charles,WR,NYJ,LAR,3000
Kameron Johnson,WR,TB,DAL,3000
Britain Covey,WR,PHI,WAS,3000
Deven Thompkins,WR,CAR,ARI,3000
Rashee Rice,WR,KC,HOU,3000
Foster Moreau,TE,NO,GB,3000
Cody White,WR,SEA,MIN,3000
Tyler Scott,WR,CHI,DET,3000
Deonte Harty,WR,BAL,PIT,3000
Ramel Keyton,WR,LV,JAX,3000
Treylon Burks,WR,TEN,IND,3000
Tahj Washington,WR,MIA,SF,3000
Rams,DST,LAR,NYJ,3000
Casey Washington,WR,ATL,NYG,3000
Jermaine Burton,WR,CIN,CLE,3000
Dante Pettis,WR,NO,GB,3000
Brenden Rice,WR,LAC,DEN,3000
Tommy Tremble,TE,CAR,ARI,3000
Robert Woods,WR,HOU,KC,3000
Trent Sherfield,WR,MIN,SEA,3000
Juwann Winfree,WR,IND,TEN,3000
Jalin Hyatt,WR,NYG,ATL,3000
Jacob Cowing,WR,SF,MIA,3000
Malik Taylor,WR,NYJ,LAR,3000
Ryan Miller,WR,TB,DAL,3000
Ainias Smith,WR,PHI,WAS,3000
JaQuae Jackson,WR,NE,BUF,3000
Hollywood Brown,WR,KC,HOU,3000
Malik Heath,WR,GB,NO,3000
Jake Bobo,WR,SEA,MIN,3000
Collin Johnson,WR,CHI,DET,3000
Devontez Walker,WR,BAL,PIT,3000
David White,WR,JAX,LV,3000
Colton Dowell,WR,TEN,IND,3000
Braxton Berrios,WR,MIA,SF,3000
Xavier Smith,WR,LAR,NYJ,3000
KhaDarel Hodge,WR,ATL,NYG,3000
David Bell,WR,CLE,CIN,3000
Jalen Brooks,WR,DAL,TB,3000
Simi Fehoko,WR,LAC,DEN,3000
Xavier Weaver,WR,ARI,CAR,3000
Jaaron Hayek,WR,KC,HOU,3000
Brandon Powell,WR,MIN,SEA,3000
Anthony Gould,WR,IND,TEN,3000
Roman Wilson,WR,PIT,BAL,3000
Chris Conley,WR,SF,MIA,3000
Malachi Corley,WR,NYJ,LAR,3000
Rakim Jarrett,WR,TB,DAL,3000
Johnny Wilson,WR,PHI,WAS,3000
Javon Baker,WR,NE,BUF,3000
Nikko Remigio,WR,KC,HOU,3000
Bo Melton,WR,GB,NO,3000
Chargers,DST,LAC,DEN,3000
Antoine Green,WR,DET,CHI,3000
Stefon Diggs,WR,HOU,KC,3000
Gabe Davis,WR,JAX,LV,3000
JhaQuan Jackson,WR,TEN,IND,3000
Grant DuBose,WR,MIA,SF,3000
Jordan Whittington,WR,LAR,NYJ,3000
Gunner Olszewski,WR,NYG,ATL,3000
Ryan Flournoy,WR,DAL,TB,3000
Derius Davis,WR,LAC,DEN,3000
Zach Pascal,WR,ARI,CAR,3000
Mecole Hardman,WR,KC,HOU,3000
Jaelon Darden,WR,SEA,MIN,3000
Nsimba Webster,WR,CHI,DET,3000
Ben Skowronek,WR,PIT,BAL,3000
Jeff Foreman,WR,LV,JAX,3000
Xavier Gipson,WR,NYJ,LAR,3000
Trey Palmer,WR,TB,DAL,3000
Noah Brown,WR,WAS,PHI,3000
JaLynn Polk,WR,NE,BUF,3000
Isaiah Williams,WR,CIN,CLE,3000
Rashid Shaheed,WR,NO,GB,3000
LilJordan Humphrey,WR,DEN,LAC,3000
Maurice Alexander,WR,DET,CHI,3000
Steven Sims,WR,HOU,KC,3000
Christian Kirk,WR,JAX,LV,3000
Mason Kinsey,WR,TEN,IND,3000
Dee Eskridge,WR,MIA,SF,3000
Tyler Johnson,WR,LAR,NYJ,3000
Bryce Ford-Wheaton,WR,NYG,ATL,3000
Chris Godwin,WR,TB,DAL,3000
John Bates,TE,WAS,PHI,3000
Zay Jones,WR,ARI,CAR,3000
Skyy Moore,WR,KC,HOU,3000
Dareke Young,WR,SEA,MIN,3000
DeAndre Carter,WR,CHI,DET,3000
Scotty Miller,WR,PIT,BAL,3000
DJ Turner,WR,LV,JAX,3000
Colts,DST,IND,TEN,3000
Anthony Schwartz,WR,MIA,SF,3000
Jamison Crowder,WR,WAS,PHI,3000
Rondale Moore,WR,ATL,NYG,3000
Charlie Jones,WR,CIN,CLE,3000
Bub Means,WR,NO,GB,3000
Jalen Reagor,WR,LAC,DEN,3000
Allen Robinson,WR,DET,CHI,3000
Xavier Hutchinson,WR,HOU,KC,3000
Tim Jones,WR,JAX,LV,3000
Bryce Oliver,WR,TEN,IND,3000
Michael Mayer,TE,LV,JAX,2900
Broncos,DST,DEN,LAC,2900
JaTavion Sanders,TE,CAR,ARI,2900
Dolphins,DST,MIA,SF,2900
Daniel Bellinger,TE,NYG,ATL,2900
Jaguars,DST,JAX,LV,2900
Josh Oliver,TE,MIN,SEA,2800
Ben Sinnott,TE,WAS,PHI,2800
Luke Schoonmaker,TE,DAL,TB,2800
Tyler Conklin,TE,NYJ,LAR,2800
49ers,DST,SF,MIA,2800
Seahawks,DST,SEA,MIN,2800
Brock Wright,TE,DET,CHI,2700
Adam Trautman,TE,DEN,LAC,2700
Chiefs,DST,KC,HOU,2700
Commanders,DST,WAS,PHI,2700
Colby Parkinson,TE,LAR,NYJ,2700
Josh Whyle,TE,TEN,IND,2700
Raiders,DST,LV,JAX,2700
Kylen Granson,TE,IND,TEN,2600
Panthers,DST,CAR,ARI,2600
Cowboys,DST,DAL,TB,2600
Darnell Washington,TE,PIT,BAL,2600
Jeremy Ruckert,TE,NYJ,LAR,2600
Tanner Hudson,TE,CIN,CLE,2600
Titans,DST,TEN,IND,2600
John FitzPatrick,TE,GB,NO,2500
Hayden Hurst,TE,LAC,DEN,2500
Chris Manhertz,TE,NYG,ATL,2500
Josiah Deguara,TE,JAX,LV,2500
Tip Reiman,TE,ARI,CAR,2500
Durham Smythe,TE,MIA,SF,2500
Mo Alie-Cox,TE,IND,TEN,2500
Erick All,TE,CIN,CLE,2500
John Stephens,TE,DAL,TB,2500
Colson Yankoff,TE,WAS,PHI,2500
Dalton Keene,TE,HOU,KC,2500
Pharaoh Brown,TE,SEA,MIN,2500
Ross Dwelley,TE,ATL,NYG,2500
Harrison Bryant,TE,LV,JAX,2500
Gerald Everett,TE,CHI,DET,2500
Blake Whiteheart,TE,CLE,CIN,2500
Payne Durham,TE,TB,DAL,2500
David Martin-Robinson,TE,TEN,IND,2500
Peyton Hendershot,TE,KC,HOU,2500
Ben Sims,TE,GB,NO,2500
Tucker Fisk,TE,LAC,DEN,2500
Steelers,DST,PIT,BAL,2500
Luke Farrell,TE,JAX,LV,2500
Ian Thomas,TE,CAR,ARI,2500
Julian Hill,TE,MIA,SF,2500
Drew Ogletree,TE,IND,TEN,2500
Tanner McLachlan,TE,CIN,CLE,2500
Princeton Fant,TE,DAL,TB,2500
Jets,DST,NYJ,LAR,2500
Brevin Jordan,TE,HOU,KC,2500
Mitchell Fraboni,TE,DEN,LAC,2500
Charlie Woerner,TE,ATL,NYG,2500
Justin Shorter,TE,LV,JAX,2500
Shane Zylstra,TE,DET,CHI,2500
Brevyn Spann-Ford,TE,DAL,TB,2500
Nick Vannett,TE,TEN,IND,2500
Jody Fortson,TE,KC,HOU,2500
Zach Wood,TE,NO,GB,2500
EJ Jenkins,TE,PHI,WAS,2500
Connor Heyward,TE,PIT,BAL,2500
Andrew DePaola,TE,MIN,SEA,2500
Feleipe Franks,TE,CAR,ARI,2500
Brayden Willis,TE,SF,MIA,2500
Patrick Scales,TE,CHI,DET,2500
Cam Grandy,TE,CIN,CLE,2500
Evan Deckers,TE,TB,DAL,2500
Davis Allen,TE,LAR,NYJ,2500
Teagan Quitoriano,TE,HOU,KC,2500
Luke Musgrave,TE,GB,NO,2500
Lucas Krull,TE,DEN,LAC,2500
Theo Johnson,TE,NYG,ATL,2500
Patrick Murtagh,TE,JAX,LV,2500
Travis Vokolek,TE,ARI,CAR,2500
Tanner Conner,TE,MIA,SF,2500
Jelani Woods,TE,IND,TEN,2500
Jared Wiley,TE,KC,HOU,2500
Taysom Hill,TE,NO,GB,2500
CJ Uzomah,TE,PHI,WAS,2500
MyCole Pruitt,TE,PIT,BAL,2500
Johnny Mundt,TE,MIN,SEA,2500
Quintin Morris,TE,BUF,NE,2500
Jake Tonges,TE,SF,MIA,2500
Stephen Carlson,TE,CHI,DET,2500
Drew Sample,TE,CIN,CLE,2500
Devin Culp,TE,TB,DAL,2500
Hunter Long,TE,LAR,NYJ,2500
Cade Stover,TE,HOU,KC,2500
Tyler Davis,TE,GB,NO,2500
Nate Adkins,TE,DEN,LAC,2500
Greg Dulcich,TE,NYG,ATL,2500
Evan Engram,TE,JAX,LV,2500
Elijah Higgins,TE,ARI,CAR,2500
Jack Stoll,TE,MIA,SF,2500
Will Mallory,TE,IND,TEN,2500
Cal Adomitis,TE,CIN,CLE,2500
Dallin Holker,TE,NO,GB,2500
Tyler Ott,TE,WAS,PHI,2500
Charlie Kolar,TE,BAL,PIT,2500
Brady Russell,TE,SEA,MIN,2500
Jaheim Bell,TE,NE,BUF,2500
Eric Saubert,TE,SF,MIA,2500
Marcedes Lewis,TE,CHI,DET,2500
Geoff Swaim,TE,CLE,CIN,2500
Ko Kieft,TE,TB,DAL,2500
Kenny Yeboah,TE,NYJ,LAR,2500
James Winchester,TE,KC,HOU,2500
Saints,DST,NO,GB,2400
Giants,DST,NYG,ATL,2400
Browns,DST,CLE,CIN,2300
Bears,DST,CHI,DET,2200
Patriots,DST,NE,BUF,2100
