player,position,team,opponent,salary
Christian McCaffrey,RB,SF,SEA,8800
Jaxon Smith-Njigba,WR,SEA,SF,8600
Mike Evans,WR,TB,CAR,6300
Brock Purdy,QB,SF,SEA,6300
Bucky Irving,RB,TB,CAR,6100
George Kittle,TE,SF,SEA,6000
Rico Dowdle,RB,CAR,TB,5900
Tetairoa McMillan,WR,CAR,TB,5800
Sam Darnold,QB,SEA,SF,5800
Kenneth Walker,RB,SEA,SF,5700
Zach Charbonnet,RB,SEA,SF,5600
Baker Mayfield,QB,TB,CAR,5600
Jauan Jennings,WR,SF,SEA,5600
Chris Godwin,WR,TB,CAR,5300
Emeka Egbuka,WR,TB,CAR,5200
Ricky Pearsall,WR,SF,SEA,5100
Brian Robinson,RB,SF,SEA,5000
Bryce Young,QB,CAR,TB,4800
Rachaad White,RB,TB,CAR,4600
Rashid Shaheed,WR,SEA,SF,4400
Chuba Hubbard,RB,CAR,TB,4400
Jalen Coker,WR,CAR,TB,4300
Jalen McMillan,WR,TB,CAR,4200
Sean Tucker,RB,TB,CAR,4100
Isaac Guerendo,RB,SF,SEA,4000
George Holani,RB,SEA,SF,4000
Teddy Bridgewater,QB,TB,CAR,4000
Jordan James,RB,SF,SEA,4000
Kurtis Rourke,QB,SF,SEA,4000
Andy Dalton,QB,CAR,TB,4000
Brady Russell,RB,SEA,SF,4000
Jonathon Brooks,RB,CAR,TB,4000
Jalen Milroe,QB,SEA,SF,4000
Kyle Juszczyk,RB,SF,SEA,4000
Robbie Ouzts,RB,SEA,SF,4000
Trevor Etienne,RB,CAR,TB,4000
Drew Lock,QB,SEA,SF,4000
Patrick Taylor,RB,SF,SEA,4000
Kenny McIntosh,RB,SEA,SF,4000
Connor Bazelak,QB,TB,CAR,4000
Mac Jones,QB,SF,SEA,4000
Kendrick Bourne,WR,SF,SEA,3800
AJ Barner,TE,SEA,SF,3700
Cooper Kupp,WR,SEA,SF,3600
Xavier Legette,WR,CAR,TB,3400
Demarcus Robinson,WR,SF,SEA,3300
Cade Otton,TE,TB,CAR,3200
Buccaneers,DST,TB,CAR,3000
Skyy Moore,WR,SF,SEA,3000
David Moore,WR,CAR,TB,3000
Trent Taylor,WR,SF,SEA,3000
Jaden Smith,WR,TB,CAR,3000
Tory Horton,WR,SEA,SF,3000
Hunter Renfrow,WR,CAR,TB,3000
Brandon Aiyuk,WR,SF,SEA,3000
Sterling Shepard,WR,TB,CAR,3000
Jake Bobo,WR,SEA,SF,3000
Jimmy Horn,WR,CAR,TB,3000
Jacob Cowing,WR,SF,SEA,3000
Kameron Johnson,WR,TB,CAR,3000
Dareke Young,WR,SEA,SF,3000
Brycen Tremayne,WR,CAR,TB,3000
Jordan Watkins,WR,SF,SEA,3000
Tez Johnson,WR,TB,CAR,3000
Cody White,WR,SEA,SF,3000
Jake Tonges,TE,SF,SEA,3000
49ers,DST,SF,SEA,2900
Tommy Tremble,TE,CAR,TB,2700
Seahawks,DST,SEA,SF,2700
Panthers,DST,CAR,TB,2600
JaTavion Sanders,TE,CAR,TB,2500
Devin Culp,TE,TB,CAR,2500
Luke Farrell,TE,SF,SEA,2500
Payne Durham,TE,TB,CAR,2500
Elijah Arroyo,TE,SEA,SF,2500
James Mitchell,TE,CAR,TB,2500
Nick Kallerup,TE,SEA,SF,2500
Evan Deckers,TE,TB,CAR,2500
Mitchell Evans,TE,CAR,TB,2500
Eric Saubert,TE,SEA,SF,2500
Ko Kieft,TE,TB,CAR,2500
Puka Nacua,WR,LAR,ARI,9000
Bijan Robinson,RB,ATL,NO,8700
JaMarr Chase,WR,CIN,CLE,8500
DeVon Achane,RB,MIA,NE,8200
Jahmyr Gibbs,RB,DET,CHI,8000
James Cook,RB,BUF,NYJ,7900
Jonathan Taylor,RB,IND,HOU,7800
Amon-Ra St Brown,WR,DET,CHI,7700
Chase Brown,RB,CIN,CLE,7600
Trey McBride,TE,ARI,LAR,7500
Chris Olave,WR,NO,ATL,7400
CeeDee Lamb,WR,DAL,NYG,7300
Saquon Barkley,RB,PHI,WAS,7200
George Pickens,WR,DAL,NYG,7200
Drake Maye,QB,NE,MIA,7100
Travis Etienne,RB,JAX,TEN,7100
Nico Collins,WR,HOU,IND,7000
Josh Allen,QB,BUF,NYJ,7000
Matthew Stafford,QB,LAR,ARI,6900
Drake London,WR,ATL,NO,6900
AJ Brown,WR,PHI,WAS,6800
Dak Prescott,QB,DAL,NYG,6800
RJ Harvey,RB,DEN,LAC,6800
Kyren Williams,RB,LAR,ARI,6700
Joe Burrow,QB,CIN,CLE,6700
Jameson Williams,WR,DET,CHI,6700
Omarion Hampton,RB,LAC,DEN,6600
Michael Wilson,WR,ARI,LAR,6600
Jalen Hurts,QB,PHI,WAS,6500
Josh Jacobs,RB,GB,MIN,6500
Davante Adams,WR,LAR,ARI,6500
Trevor Lawrence,QB,JAX,TEN,6400
Ashton Jeanty,RB,LV,KC,6400
Javonte Williams,RB,DAL,NYG,6300
Stefon Diggs,WR,NE,MIA,6300
Breece Hall,RB,NYJ,BUF,6200
Bo Nix,QB,DEN,LAC,6200
WanDale Robinson,WR,NYG,DAL,6100
TreVeyon Henderson,RB,NE,MIA,6100
Jared Goff,QB,DET,CHI,6100
Tee Higgins,WR,CIN,CLE,6000
Aaron Jones,RB,MIN,GB,6000
Justin Herbert,QB,LAC,DEN,6000
Courtland Sutton,WR,DEN,LAC,5900
DAndre Swift,RB,CHI,DET,5900
Caleb Williams,QB,CHI,DET,5900
Ladd McConkey,WR,LAC,DEN,5900
DeVonta Smith,WR,PHI,WAS,5800
Justin Jefferson,WR,MIN,GB,5800
Woody Marks,RB,HOU,IND,5800
Terry McLaurin,WR,WAS,PHI,5700
Jaxson Dart,QB,NYG,DAL,5700
Jaylen Waddle,WR,MIA,NE,5700
Blake Corum,RB,LAR,ARI,5700
Rome Odunze,WR,CHI,DET,5600
Rhamondre Stevenson,RB,NE,MIA,5600
Jacoby Brissett,QB,ARI,LAR,5600
Jakobi Meyers,WR,JAX,TEN,5600
Tyrone Tracy,RB,NYG,DAL,5500
Alvin Kamara,RB,NO,ATL,5500
Emanuel Wilson,RB,GB,MIN,5500
Jordan Love,QB,GB,MIN,5500
DJ Moore,WR,CHI,DET,5500
Kyle Pitts,TE,ATL,NO,5500
Tony Pollard,RB,TEN,JAX,5400
CJ Stroud,QB,HOU,IND,5400
Quentin Johnston,WR,LAC,DEN,5400
Kyle Monangai,RB,CHI,DET,5400
Tank Bigsby,RB,PHI,WAS,5400
Malik Davis,RB,DAL,NYG,5300
Brian Thomas,WR,JAX,TEN,5300
Luther Burden,WR,CHI,DET,5300
Jacory Croskey-Merritt,RB,WAS,PHI,5300
Tyler Shough,QB,NO,ATL,5300
Chris Rodriguez,RB,WAS,PHI,5300
JJ McCarthy,QB,MIN,GB,5200
Isiah Pacheco,RB,KC,LV,5200
Dylan Sampson,RB,CLE,CIN,5200
Christian Watson,WR,GB,MIN,5200
Jordan Mason,RB,MIN,GB,5200
Kimani Vidal,RB,LAC,DEN,5100
Marvin Harrison,WR,ARI,LAR,5100
Kirk Cousins,QB,ATL,NO,5100
Michael Carter,RB,ARI,LAR,5100
Parker Washington,WR,JAX,TEN,5100
Bhayshul Tuten,RB,JAX,TEN,5100
Audric Estime,RB,NO,ATL,5000
Harold Fannin,TE,CLE,CIN,5000
David Montgomery,RB,DET,CHI,5000
Deebo Samuel,WR,WAS,PHI,5000
Khalil Shakir,WR,BUF,NYJ,5000
Devin Singletary,RB,NYG,DAL,5000
Mitchell Trubisky,QB,BUF,NYJ,5000
Malik Willis,QB,GB,MIN,5000
Ray Davis,RB,BUF,NYJ,4900
Jimmy Garoppolo,QB,LAR,ARI,4900
Ty Johnson,RB,BUF,NYJ,4900
Tyjae Spears,RB,TEN,JAX,4900
Troy Franklin,WR,DEN,LAC,4900
Shedeur Sanders,QB,CLE,CIN,4900
Jordan Addison,WR,MIN,GB,4800
Cam Ward,QB,TEN,JAX,4800
Ameer Abdullah,RB,IND,HOU,4800
Joe Mixon,RB,HOU,IND,4800
Kayshon Boutte,WR,NE,MIA,4800
Nick Chubb,RB,HOU,IND,4800
Philip Rivers,QB,IND,HOU,4700
Kareem Hunt,RB,KC,LV,4700
Raheim Sanders,RB,CLE,CIN,4700
Michael Pittman,WR,IND,HOU,4700
Isaiah Davis,RB,NYJ,BUF,4700
Anthony Richardson,QB,IND,HOU,4700
Tyler Allgeier,RB,ATL,NO,4700
Romeo Doubs,WR,GB,MIN,4700
Riley Leonard,QB,IND,HOU,4700
Travis Kelce,TE,KC,LV,4700
LeQuint Allen,RB,JAX,TEN,4600
DErnest Johnson,RB,NE,MIA,4600
Keenan Allen,WR,LAC,DEN,4600
Quinn Ewers,QB,MIA,NE,4600
Hassan Haskins,RB,LAC,DEN,4600
Xavier Worthy,WR,KC,LV,4600
Emari Demercado,RB,ARI,LAR,4600
Alec Pierce,WR,IND,HOU,4500
Ty Chandler,RB,MIN,GB,4500
Tyler Goodson,RB,IND,HOU,4500
Chris Brooks,RB,GB,MIN,4500
Trey Lance,QB,LAC,DEN,4500
Chris Oladokun,QB,KC,LV,4500
Samaje Perine,RB,CIN,CLE,4500
Tanner McKee,QB,PHI,WAS,4500
Jayden Higgins,WR,HOU,IND,4500
Evan Hull,RB,NO,ATL,4500
Hunter Henry,TE,NE,MIA,4500
Chimere Dike,WR,TEN,JAX,4400
Will Shipley,RB,PHI,WAS,4400
Tyler Warren,TE,IND,HOU,4400
Josh Johnson,QB,WAS,PHI,4400
Tyson Bagent,QB,CHI,DET,4400
Marcus Mariota,QB,WAS,PHI,4400
Raheem Mostert,RB,LV,KC,4400
Brady Cook,QB,NYJ,BUF,4300
Jayden Reed,WR,GB,MIN,4300
Jeremy McNichols,RB,WAS,PHI,4300
Jawhar Jordan,RB,HOU,IND,4300
Jake Ferguson,TE,DAL,NYG,4300
Jaleel McLaughlin,RB,DEN,LAC,4300
Jaydon Blue,RB,DAL,NYG,4300
Tyrod Taylor,QB,NYJ,BUF,4300
Kyle Williams,WR,NE,MIA,4300
Juwan Johnson,TE,NO,ATL,4200
Brashard Smith,RB,KC,LV,4200
Josh Downs,WR,IND,HOU,4200
Aidan OConnell,QB,LV,KC,4200
Trayveon Williams,RB,CLE,CIN,4200
Kenny Pickett,QB,LV,KC,4200
Adonai Mitchell,WR,NYJ,BUF,4200
Jaylen Wright,RB,MIA,NE,4200
Geno Smith,QB,LV,KC,4200
Khalil Herbert,RB,NYJ,BUF,4200
Max Brosmer,QB,MIN,GB,4200
Ronnie Rivers,RB,LAR,ARI,4200
Jerry Jeudy,WR,CLE,CIN,4100
Darius Slayton,WR,NYG,DAL,4100
Dalton Kincaid,TE,BUF,NYJ,4100
DeeJay Dallas,RB,JAX,TEN,4100
Jaret Patterson,RB,LAC,DEN,4100
Jarrett Stidham,QB,DEN,LAC,4100
Zavier Scott,RB,MIN,GB,4000
