player,position,team,opponent,salary
Rhamondre Stevenson,RB,NE,NYJ,6000
Devin Singletary,RB,NYG,PIT,5900
Travis Etienne,RB,JAX,GB,5900
Russell Wilson,QB,PIT,NYG,5900
Jameson Williams,WR,DET,TEN,5900
Khalil Shakir,WR,BUF,SEA,5900
Geno Smith,QB,SEA,BUF,5900
WanDale Robinson,WR,NYG,PIT,5900
Raheem Mostert,RB,MIA,ARI,5900
Darnell Mooney,WR,ATL,TB,5800
Bucky Irving,RB,TB,ATL,5800
George Kittle,TE,SF,DAL,5800
Joe Flacco,QB,IND,HOU,5800
Chase Brown,RB,CIN,PHI,5800
Anthony Richardson,QB,IND,HOU,5800
Keenan Allen,WR,CHI,WAS,5800
Zack Moss,RB,CIN,PHI,5700
Jordan Addison,WR,MIN,LAR,5700
Derek Carr,QB,NO,LAC,5700
Rachaad White,RB,TB,ATL,5700
Aaron Rodgers,QB,NYJ,NE,5700
Tyrone Tracy,RB,NYG,PIT,5700
Romeo Doubs,WR,GB,JAX,5700
Tyler Lockett,WR,SEA,BUF,5600
Austin Ekeler,RB,WAS,CHI,5600
Alexander Mattison,RB,LV,KC,5600
Trevor Lawrence,QB,JAX,GB,5600
Bo Nix,QB,DEN,CAR,5600
Keon Coleman,WR,BUF,SEA,5600
Tyler Goodson,RB,IND,HOU,5500
Drake Maye,QB,NE,NYJ,5500
Matthew Stafford,QB,LAR,MIN,5500
Trey McBride,TE,ARI,MIA,5500
Christian Kirk,WR,JAX,GB,5500
Josh Downs,WR,IND,HOU,5500
Ty Johnson,RB,BUF,SEA,5500
Justin Herbert,QB,LAC,NO,5400
Antonio Gibson,RB,NE,NYJ,5400
Jakobi Meyers,WR,LV,KC,5400
Jaylen Waddle,WR,MIA,ARI,5400
Zach Charbonnet,RB,SEA,BUF,5400
Justice Hill,RB,BAL,CLE,5400
Sam Howell,QB,SEA,BUF,5400
Dontayvion Wicks,WR,GB,JAX,5300
Courtland Sutton,WR,DEN,CAR,5300
Trey Sermon,RB,IND,HOU,5300
Jaylen Warren,RB,PIT,NYG,5300
Mitchell Trubisky,QB,BUF,SEA,5300
Daniel Jones,QB,NYG,PIT,5300
Kimani Vidal,RB,LAC,NO,5300
Jake Ferguson,TE,DAL,SF,5300
Marcus Mariota,QB,WAS,CHI,5300
Jalen Tolbert,WR,DAL,SF,5300
TJ Hockenson,TE,MIN,LAR,5200
Tyrod Taylor,QB,NYJ,NE,5200
Ray Davis,RB,BUF,SEA,5200
Christian Watson,WR,GB,JAX,5200
Sean Tucker,RB,TB,ATL,5200
Calvin Ridley,WR,TEN,DET,5200
Michael Penix,QB,ATL,TB,5200
Jameis Winston,QB,CLE,BAL,5200
Braelon Allen,RB,NYJ,NE,5200
Ty Chandler,RB,MIN,LAR,5100
Ladd McConkey,WR,LAC,NO,5100
Mac Jones,QB,JAX,GB,5100
Rome Odunze,WR,CHI,WAS,5100
David Njoku,TE,CLE,BAL,5100
Tyler Allgeier,RB,ATL,TB,5100
Jerome Ford,RB,CLE,BAL,5100
Trey Benson,RB,ARI,MIA,5100
Tutu Atwell,WR,LAR,MIN,5100
Jauan Jennings,WR,SF,DAL,5100
Tyler Huntley,QB,MIA,ARI,5100
Malik Willis,QB,GB,JAX,5000
Xavier Legette,WR,CAR,DEN,5000
Alec Pierce,WR,IND,HOU,5000
Jonathon Brooks,RB,CAR,DEN,5000
Josh Johnson,QB,BAL,CLE,5000
Brandin Cooks,WR,DAL,SF,5000
Roschon Johnson,RB,CHI,WAS,5000
Cam Akers,RB,MIN,LAR,5000
Clyde Edwards-Helaire,RB,KC,LV,5000
Evan Engram,TE,JAX,GB,5000
Carson Wentz,QB,KC,LV,5000
DeAndre Hopkins,WR,TEN,DET,4900
Andy Dalton,QB,CAR,DEN,4900
Michael Wilson,WR,ARI,MIA,4900
Tyjae Spears,RB,TEN,DET,4900
Jake Browning,QB,CIN,PHI,4900
Jaylen Wright,RB,MIA,ARI,4900
Kenny Pickett,QB,PHI,CIN,4900
Dameon Pierce,RB,HOU,IND,4900
Dalton Kincaid,TE,BUF,SEA,4900
Davis Mills,QB,HOU,IND,4900
Bryce Young,QB,CAR,DEN,4900
Taylor Heinicke,QB,LAC,NO,4900
Gardner Minshew,QB,LV,KC,4800
Jerry Jeudy,WR,CLE,BAL,4800
Aidan OConnell,QB,LV,KC,4800
DOnta Foreman,RB,CLE,BAL,4800
Darius Slayton,WR,NYG,PIT,4800
Allen Lazard,WR,NYJ,NE,4800
Jordan Whittington,WR,LAR,MIN,4800
Drew Lock,QB,NYG,PIT,4800
DErnest Johnson,RB,JAX,GB,4800
Samaje Perine,RB,KC,LV,4800
Sam LaPorta,TE,DET,TEN,4800
Dorian Thompson-Robinson,QB,CLE,BAL,4700
Cole Kmet,TE,CHI,WAS,4700
Deshaun Watson,QB,CLE,BAL,4700
Kyle Trask,QB,TB,ATL,4700
Adam Thielen,WR,CAR,DEN,4700
DeMario Douglas,WR,NE,NYJ,4700
Kenneth Gainwell,RB,PHI,CIN,4700
MarShawn Lloyd,RB,GB,JAX,4700
Kendre Miller,RB,NO,LAC,4700
Jalen Nailor,WR,MIN,LAR,4600
Zamir White,RB,LV,KC,4600
Zay Jones,WR,ARI,MIA,4600
Myles Gaskin,RB,MIN,LAR,4600
Jaleel McLaughlin,RB,DEN,CAR,4600
Tim Boyle,QB,MIA,ARI,4600
Cedrick Wilson,WR,NO,LAC,4600
Skylar Thompson,QB,MIA,ARI,4600
Jake Haener,QB,NO,LAC,4600
Tucker Kraft,TE,GB,JAX,4600
Patrick Taylor,RB,SF,DAL,4600
Spencer Rattler,QB,NO,LAC,4600
Quentin Johnston,WR,LAC,NO,4500
Pierre Strong,RB,CLE,BAL,4500
Cooper Rush,QB,DAL,SF,4500
Hassan Haskins,RB,LAC,NO,4500
Demarcus Robinson,WR,LAR,MIN,4500
JuJu Smith-Schuster,WR,KC,LV,4500
JaMycal Hasty,RB,NE,NYJ,4500
Jimmy Garoppolo,QB,LAR,MIN,4500
Jarrett Stidham,QB,DEN,CAR,4500
Emari Demercado,RB,ARI,MIA,4500
Dallas Goedert,TE,PHI,CIN,4500
Gabe Davis,WR,JAX,GB,4500
Will Levis,QB,TEN,DET,4400
Ameer Abdullah,RB,LV,KC,4400
Jeff Wilson,RB,MIA,ARI,4400
Miles Sanders,RB,CAR,DEN,4400
Clayton Tune,QB,ARI,MIA,4400
Joshua Palmer,WR,LAC,NO,4400
Emanuel Wilson,RB,GB,JAX,4400
Easton Stick,QB,LAC,NO,4400
Mason Rudolph,QB,TEN,DET,4400
Tre Tucker,WR,LV,KC,4400
Kyle Pitts,TE,ATL,TB,4400
Audric Estime,RB,DEN,CAR,4300
Isaiah Likely,TE,BAL,CLE,4300
Khalil Herbert,RB,CHI,WAS,4300
Rashod Bateman,WR,BAL,CLE,4300
Ray-Ray McCloud,WR,ATL,TB,4300
Blake Corum,RB,LAR,MIN,4300
Jacoby Brissett,QB,NE,NYJ,4300
Pat Freiermuth,TE,PIT,NYG,4300
Greg Dortch,WR,ARI,MIA,4300
Zach Ertz,TE,WAS,CHI,4200
Ezekiel Elliott,RB,DAL,SF,4200
Jeremy McNichols,RB,WAS,CHI,4200
Carson Steele,RB,KC,LV,4200
Mike Williams,WR,NYJ,NE,4200
Jahan Dotson,WR,PHI,CIN,4200
Jamaal Williams,RB,NO,LAC,4200
Mason Tipton,WR,NO,LAC,4100
Nick Mullens,QB,MIN,LAR,4100
Dalton Schultz,TE,HOU,IND,4100
Dare Ogunbowale,RB,HOU,IND,4100
Julius Chestnut,RB,TEN,DET,4100
Troy Franklin,WR,DEN,CAR,4100
Tyler Johnson,WR,LAR,MIN,4100
Avery Williams,RB,ATL,TB,4000
Deuce Vaughn,RB,DAL,SF,4000
Jordan Mims,RB,NO,LAC,4000
Keaton Mitchell,RB,BAL,CLE,4000
Tanner McKee,QB,PHI,CIN,4000
Sam Ehlinger,QB,IND,HOU,4000
Mecole Hardman,WR,KC,LV,4000
Jordan Travis,QB,NYJ,NE,4000
Tyson Bagent,QB,CHI,WAS,4000
Stetson Bennett,QB,LAR,MIN,4000
Tommy DeVito,QB,NYG,PIT,4000
Shane Buechele,QB,BUF,SEA,4000
Nyheim Hines,RB,CLE,BAL,4000
Zach Wilson,QB,DEN,CAR,4000
Keilan Robinson,RB,JAX,GB,4000
Chase Edmonds,RB,TB,ATL,4000
Elijah Mitchell,RB,SF,DAL,4000
Gus Edwards,RB,LAC,NO,4000
Rasheen Ali,RB,BAL,CLE,4000
Curtis Samuel,WR,BUF,SEA,4000
Sione Vaki,RB,DET,TEN,4000
Dylan Laube,RB,LV,KC,4000
Alec Ingold,RB,MIA,ARI,4000
Jeff Driskel,QB,WAS,CHI,4000
JJ McCarthy,QB,MIN,LAR,4000
Kyle Allen,QB,PIT,NYG,4000
Bub Means,WR,NO,LAC,4000
Chris Collier,RB,BAL,CLE,4000
Chris Evans,RB,CIN,PHI,4000
British Brooks,RB,HOU,IND,4000
Israel Abanikanda,RB,NYJ,NE,4000
Trey Lance,QB,DAL,SF,4000
Khari Blasingame,RB,CHI,WAS,4000
Cody Schrader,RB,LAR,MIN,4000
Eric Gray,RB,NYG,PIT,4000
Reggie Gilliam,RB,BUF,SEA,4000
Craig Reynolds,RB,DET,TEN,4000
Michael Burton,RB,DEN,CAR,4000
DeeJay Dallas,RB,ARI,MIA,4000
Robert Burns,RB,ATL,TB,4000
Brett Rypien,QB,MIN,LAR,4000
Kyle Juszczyk,RB,SF,DAL,4000
DJ Chark,WR,LAC,NO,4000
Patrick Ricard,RB,BAL,CLE,4000
Trayveon Williams,RB,CIN,PHI,4000
Evan Hull,RB,IND,HOU,4000
Isaiah Davis,RB,NYJ,NE,4000
Joshua Dobbs,QB,SF,DAL,4000
Ian Wheeler,RB,CHI,WAS,4000
Ronnie Rivers,RB,LAR,MIN,4000
Aaron Shampklin,RB,PIT,NYG,4000
Darrynton Evans,RB,BUF,SEA,4000
Hendon Hooker,QB,DET,TEN,4000
Tyler Badie,RB,DEN,CAR,4000
AJ Dillon,RB,GB,JAX,4000
Jase McClellan,RB,ATL,TB,4000
Hunter Luepke,RB,DAL,SF,4000
Adam Prentice,RB,NO,LAC,4000
Owen Wright,RB,BAL,CLE,4000
Will Shipley,RB,PHI,CIN,4000
Case Keenum,QB,HOU,IND,4000
Joe Milton,QB,NE,NYJ,4000
Brandon Allen,QB,SF,DAL,4000
Travis Homer,RB,CHI,WAS,4000
CJ Ham,RB,MIN,LAR,4000
Cordarrelle Patterson,RB,PIT,NYG,4000
Kenny McIntosh,RB,SEA,BUF,4000
Mark Andrews,TE,BAL,CLE,4000
Raheem Blackshear,RB,CAR,DEN,4000
Chris Brooks,RB,GB,JAX,4000
Nelson Agholor,WR,BAL,CLE,3900
Ricky Pearsall,WR,SF,DAL,3900
Colby Parkinson,TE,LAR,MIN,3900
Taysom Hill,TE,NO,LAC,3900
Noah Brown,WR,WAS,CHI,3900
Tyler Boyd,WR,TEN,DET,3900
Dyami Brown,WR,WAS,CHI,3800
Sterling Shepard,WR,TB,ATL,3800
Hunter Henry,TE,NE,NYJ,3800
Odell Beckham,WR,MIA,ARI,3800
KaVontae Turpin,WR,DAL,SF,3800
Lions,DST,DET,TEN,3800
Jalen McMillan,WR,TB,ATL,3700
Adonai Mitchell,WR,IND,HOU,3700
Justin Watson,WR,KC,LV,3700
Elijah Moore,WR,CLE,BAL,3700
Broncos,DST,DEN,CAR,3700
Noah Fant,TE,SEA,BUF,3700
Kayshon Boutte,WR,NE,NYJ,3600
Jonnu Smith,TE,MIA,ARI,3600
Chiefs,DST,KC,LV,3600
Andrei Iosivas,WR,CIN,PHI,3600
Olamide Zaccheaus,WR,WAS,CHI,3600
Kendrick Bourne,WR,NE,NYJ,3500
Simi Fehoko,WR,LAC,NO,3500
Tim Patrick,WR,DET,TEN,3500
Cade Otton,TE,TB,ATL,3500
Trey Palmer,WR,TB,ATL,3500
Jets,DST,NYJ,NE,3500
Steelers,DST,PIT,NYG,3500
Xavier Hutchinson,WR,HOU,IND,3400
Derius Davis,WR,LAC,NO,3400
Kalif Raymond,WR,DET,TEN,3400
Luke McCaffrey,WR,WAS,CHI,3400
Ravens,DST,BAL,CLE,3400
DJ Turner,WR,LV,KC,3400
Tyler Conklin,TE,NYJ,NE,3400
Vikings,DST,MIN,LAR,3400
Devaughn Vele,WR,DEN,CAR,3400
JaLynn Polk,WR,NE,NYJ,3400
Jonathan Mingo,WR,CAR,DEN,3400
Cedric Tillman,WR,CLE,BAL,3300
Chargers,DST,LAC,NO,3300
Tyler Higbee,TE,LAR,MIN,3300
Van Jefferson,WR,PIT,NYG,3300
Juwan Johnson,TE,NO,LAC,3300
Calvin Austin,WR,PIT,NYG,3300
KJ Osborn,WR,NE,NYJ,3300
LilJordan Humphrey,WR,DEN,CAR,3300
Braxton Berrios,WR,MIA,ARI,3300
Jake Bobo,WR,SEA,BUF,3300
Marvin Mims,WR,DEN,CAR,3200
Robert Woods,WR,HOU,IND,3200
Grant Calcaterra,TE,PHI,CIN,3200
Mack Hollins,WR,BUF,SEA,3200
Packers,DST,GB,JAX,3200
Jalen Brooks,WR,DAL,SF,3200
Bo Melton,WR,GB,JAX,3200
Jacob Cowing,WR,SF,DAL,3100
Texans,DST,HOU,IND,3100
Skyy Moore,WR,KC,LV,3100
Chig Okonkwo,TE,TEN,DET,3100
JaTavion Sanders,TE,CAR,DEN,3100
Brandon Powell,WR,MIN,LAR,3100
Jalen Coker,WR,CAR,DEN,3100
Eagles,DST,PHI,CIN,3100
Rashid Shaheed,WR,NO,LAC,3000
Devin Duvernay,WR,JAX,GB,3000
Jermaine Burton,WR,CIN,PHI,3000
Anthony Schwartz,WR,MIA,ARI,3000
Jaaron Hayek,WR,KC,LV,3000
JaQuae Jackson,WR,NE,NYJ,3000
JhaQuan Jackson,WR,TEN,DET,3000
Jalin Hyatt,WR,NYG,PIT,3000
Velus Jones,WR,CHI,WAS,3000
Juwann Winfree,WR,IND,HOU,3000
Bills,DST,BUF,SEA,3000
Zach Pascal,WR,ARI,MIA,3000
Alex Bachman,WR,LV,KC,3000
Irvin Charles,WR,NYJ,NE,3000
Devontez Walker,WR,BAL,CLE,3000
Ryan Flournoy,WR,DAL,SF,3000
Casey Washington,WR,ATL,TB,3000
Isaiah Williams,WR,DET,TEN,3000
Jermaine Jackson,WR,NO,LAC,3000
Tim Jones,WR,JAX,GB,3000
Charlie Jones,WR,CIN,PHI,3000
Grant DuBose,WR,MIA,ARI,3000
Rashee Rice,WR,KC,LV,3000
Javon Baker,WR,NE,NYJ,3000
Nick Westbrook-Ikhine,WR,TEN,DET,3000
Ben Skowronek,WR,PIT,NYG,3000
DeAndre Carter,WR,CHI,WAS,3000
Anthony Gould,WR,IND,HOU,3000
Dareke Young,WR,SEA,BUF,3000
Xavier Weaver,WR,ARI,MIA,3000
Josh Reynolds,WR,DEN,CAR,3000
Xavier Gipson,WR,NYJ,NE,3000
Tylan Wallace,WR,BAL,CLE,3000
Ronnie Bell,WR,SF,DAL,3000
KhaDarel Hodge,WR,ATL,TB,3000
Allen Robinson,WR,DET,TEN,3000
Gunner Olszewski,WR,NYG,PIT,3000
Jalen Reagor,WR,LAC,NO,3000
Parker Washington,WR,JAX,GB,3000
Britain Covey,WR,PHI,CIN,3000
Tahj Washington,WR,MIA,ARI,3000
Hollywood Brown,WR,KC,LV,3000
Tyquan Thornton,WR,NE,NYJ,3000
David Bell,WR,CLE,BAL,3000
Roman Wilson,WR,PIT,NYG,3000
Tyler Scott,WR,CHI,WAS,3000
Ashton Dulin,WR,IND,HOU,3000
Laviska Shenault,WR,SEA,BUF,3000
Malik Heath,WR,GB,JAX,3000
David Moore,WR,CAR,DEN,3000
Dolphins,DST,MIA,ARI,3000
Xavier Smith,WR,LAR,MIN,3000
Chris Conley,WR,SF,DAL,3000
Rakim Jarrett,WR,TB,ATL,3000
Colton Dowell,WR,TEN,DET,3000
Ihmir Smith-Marsette,WR,NYG,PIT,3000
Brenden Rice,WR,LAC,NO,3000
Steven Sims,WR,HOU,IND,3000
Ainias Smith,WR,PHI,CIN,3000
River Cracraft,WR,MIA,ARI,3000
Jeff Foreman,WR,LV,KC,3000
Malik Taylor,WR,NYJ,NE,3000
Jamari Thrash,WR,CLE,BAL,3000
Scotty Miller,WR,PIT,NYG,3000
Jamison Crowder,WR,WAS,CHI,3000
Antoine Green,WR,DET,TEN,3000
Will Dissly,TE,LAC,NO,3000
David White,WR,JAX,GB,3000
Trenton Irwin,WR,CIN,PHI,3000
Elijah Higgins,TE,ARI,MIA,3000
Trent Sherfield,WR,MIN,LAR,3000
Noah Gray,TE,KC,LV,3000
Kameron Johnson,WR,TB,ATL,3000
Treylon Burks,WR,TEN,DET,3000
Bryce Ford-Wheaton,WR,NYG,PIT,3000
Nsimba Webster,WR,CHI,WAS,3000
John Metchie,WR,HOU,IND,3000
Johnny Wilson,WR,PHI,CIN,3000
Malik Washington,WR,MIA,ARI,3000
Tyreik McAllister,WR,LV,KC,3000
Malachi Corley,WR,NYJ,NE,3000
Deonte Harty,WR,BAL,CLE,3000
49ers,DST,SF,DAL,3000
Rondale Moore,WR,ATL,TB,3000
TreQuan Smith,WR,DET,TEN,3000
Commanders,DST,WAS,CHI,2900
Mike Gesicki,TE,CIN,PHI,2900
Cardinals,DST,ARI,MIA,2900
Dawson Knox,TE,BUF,SEA,2900
Foster Moreau,TE,NO,LAC,2900
Hayden Hurst,TE,LAC,NO,2900
Buccaneers,DST,TB,ATL,2800
Austin Hooper,TE,NE,NYJ,2800
Darnell Washington,TE,PIT,NYG,2800
Jordan Akins,TE,CLE,BAL,2800
Tommy Tremble,TE,CAR,DEN,2800
Rams,DST,LAR,MIN,2800
Bengals,DST,CIN,PHI,2800
Josh Oliver,TE,MIN,LAR,2800
Lucas Krull,TE,DEN,CAR,2700
Johnny Mundt,TE,MIN,LAR,2700
Jack Stoll,TE,PHI,CIN,2700
Theo Johnson,TE,NYG,PIT,2700
Bears,DST,CHI,WAS,2700
Colts,DST,IND,HOU,2700
Luke Schoonmaker,TE,DAL,SF,2700
Mo Alie-Cox,TE,IND,HOU,2700
Erick All,TE,CIN,PHI,2600
Durham Smythe,TE,MIA,ARI,2600
Gerald Everett,TE,CHI,WAS,2600
Saints,DST,NO,LAC,2600
Ben Sims,TE,GB,JAX,2600
Pharaoh Brown,TE,SEA,BUF,2600
Harrison Bryant,TE,LV,KC,2600
Falcons,DST,ATL,TB,2600
Hunter Long,TE,LAR,MIN,2500
Nate Adkins,TE,DEN,CAR,2500
Jaheim Bell,TE,NE,NYJ,2500
David Martin-Robinson,TE,TEN,DET,2500
Brayden Willis,TE,SF,DAL,2500
Ben Sinnott,TE,WAS,CHI,2500
Zach Wood,TE,NO,LAC,2500
Brenton Strange,TE,JAX,GB,2500
Cal Adomitis,TE,CIN,PHI,2500
Julian Hill,TE,MIA,ARI,2500
Charlie Kolar,TE,BAL,CLE,2500
Michael Mayer,TE,LV,KC,2500
Devin Culp,TE,TB,ATL,2500
Jelani Woods,TE,IND,HOU,2500
MyCole Pruitt,TE,PIT,NYG,2500
Stephen Carlson,TE,CHI,WAS,2500
Seahawks,DST,SEA,BUF,2500
John FitzPatrick,TE,GB,JAX,2500
Andrew DePaola,TE,MIN,LAR,2500
Greg Dulcich,TE,DEN,CAR,2500
Kenny Yeboah,TE,NYJ,NE,2500
Brock Wright,TE,DET,TEN,2500
Jake Tonges,TE,SF,DAL,2500
John Bates,TE,WAS,CHI,2500
Giants,DST,NYG,PIT,2500
Dallin Holker,TE,NO,LAC,2500
Dalton Keene,TE,HOU,IND,2500
Tanner McLachlan,TE,CIN,PHI,2500
Travis Vokolek,TE,ARI,MIA,2500
Geoff Swaim,TE,CLE,BAL,2500
Jared Wiley,TE,KC,LV,2500
Ko Kieft,TE,TB,ATL,2500
Will Mallory,TE,IND,HOU,2500
Connor Heyward,TE,PIT,NYG,2500
Marcedes Lewis,TE,CHI,WAS,2500
Quintin Morris,TE,BUF,SEA,2500
Patrick Murtagh,TE,JAX,GB,2500
Nick Muse,TE,MIN,LAR,2500
Adam Trautman,TE,DEN,CAR,2500
Anthony Firkser,TE,NYJ,NE,2500
Parker Hesse,TE,DET,TEN,2500
Eric Saubert,TE,SF,DAL,2500
Ross Dwelley,TE,ATL,TB,2500
Daniel Bellinger,TE,NYG,PIT,2500
Stone Smartt,TE,LAC,NO,2500
Brevin Jordan,TE,HOU,IND,2500
Tanner Hudson,TE,CIN,PHI,2500
Tip Reiman,TE,ARI,MIA,2500
Josh Whyle,TE,TEN,DET,2500
John Samuel Shenker,TE,LV,KC,2500
Payne Durham,TE,TB,ATL,2500
Nick Vannett,TE,TEN,DET,2500
John Stephens,TE,DAL,SF,2500
Tyler Ott,TE,WAS,CHI,2500
Brady Russell,TE,SEA,BUF,2500
Josiah Deguara,TE,JAX,GB,2500
Robert Tonyan,TE,MIN,LAR,2500
Feleipe Franks,TE,CAR,DEN,2500
Tanner Conner,TE,MIA,ARI,2500
Drew Ogletree,TE,IND,HOU,2500
James Winchester,TE,KC,LV,2500
Charlie Woerner,TE,ATL,TB,2500
Chris Manhertz,TE,NYG,PIT,2500
Eric Tomlinson,TE,LAC,NO,2500
Teagan Quitoriano,TE,HOU,IND,2500
Drew Sample,TE,CIN,PHI,2500
Tyler Davis,TE,GB,JAX,2500
Davis Allen,TE,LAR,MIN,2500
Mitchell Fraboni,TE,DEN,CAR,2500
Patriots,DST,NE,NYJ,2500
Thomas Odukoya,TE,TEN,DET,2500
Brevyn Spann-Ford,TE,DAL,SF,2500
Colson Yankoff,TE,WAS,CHI,2500
AJ Barner,TE,SEA,BUF,2500
Luke Farrell,TE,JAX,GB,2500
Ian Thomas,TE,CAR,DEN,2500
Jeremy Ruckert,TE,NYJ,NE,2500
Kylen Granson,TE,IND,HOU,2500
Jody Fortson,TE,KC,LV,2500
Evan Deckers,TE,TB,ATL,2500
Rodney Williams,TE,PIT,NYG,2500
Patrick Scales,TE,CHI,WAS,2500
Cade Stover,TE,HOU,IND,2500
Albert Okwuegbunam,TE,PHI,CIN,2500
Luke Musgrave,TE,GB,JAX,2500
Browns,DST,CLE,BAL,2400
Raiders,DST,LV,KC,2400
Cowboys,DST,DAL,SF,2400
Jaguars,DST,JAX,GB,2300
Panthers,DST,CAR,DEN,2300
Titans,DST,TEN,DET,2200
