player,position,team,opponent,salary
Kareem Hunt,RB,KC,IND,5100
Kyle Monangai,RB,CHI,PIT,5100
JJ McCarthy,QB,MIN,GB,5000
Tony Pollard,RB,TEN,SEA,5000
Kayshon Boutte,WR,NE,CIN,5000
Travis Kelce,TE,KC,IND,5000
Khalil Shakir,WR,BUF,HOU,5000
Alec Pierce,WR,IND,KC,5000
CJ Stroud,QB,HOU,BUF,5000
Isiah Pacheco,RB,KC,IND,5000
Joe Mixon,RB,HOU,BUF,4900
Zonovan Knight,RB,ARI,JAX,4900
Zach Charbonnet,RB,SEA,TEN,4900
Jauan Jennings,WR,SF,CAR,4900
Romeo Doubs,WR,GB,MIN,4900
Mac Jones,QB,SF,CAR,4900
DJ Moore,WR,CHI,PIT,4900
Michael Penix,QB,ATL,NO,4900
Devin Singletary,RB,NYG,DET,4800
Brandon Aiyuk,WR,SF,CAR,4800
Justin Fields,QB,NYJ,BAL,4800
Darnell Mooney,WR,ATL,NO,4800
Michael Wilson,WR,ARI,JAX,4800
Chris Brooks,RB,GB,MIN,4800
Mason Rudolph,QB,PIT,CHI,4700
Jakobi Meyers,WR,JAX,ARI,4700
Tyjae Spears,RB,TEN,SEA,4700
Xavier Worthy,WR,KC,IND,4700
Terrell Jennings,RB,NE,CIN,4700
Rashid Shaheed,WR,SEA,TEN,4600
Christian Watson,WR,GB,MIN,4600
Jameis Winston,QB,NYG,DET,4600
Chuba Hubbard,RB,CAR,SF,4600
Isaiah Davis,RB,NYJ,BAL,4600
Bhayshul Tuten,RB,JAX,ARI,4600
Nick Chubb,RB,HOU,BUF,4600
Tank Bigsby,RB,PHI,DAL,4500
Dalton Kincaid,TE,BUF,HOU,4500
Geno Smith,QB,LV,CLE,4500
Davis Mills,QB,HOU,BUF,4500
Cam Ward,QB,TEN,SEA,4500
Brian Robinson,RB,SF,CAR,4500
Josh Downs,WR,IND,KC,4500
Tyler Allgeier,RB,ATL,NO,4500
Darius Slayton,WR,NYG,DET,4500
Kirk Cousins,QB,ATL,NO,4400
Jayden Reed,WR,GB,MIN,4400
Tyler Shough,QB,NO,ATL,4400
Ty Johnson,RB,BUF,HOU,4400
Michael Carter,RB,ARI,JAX,4400
Emari Demercado,RB,ARI,JAX,4400
Cade Otton,TE,TB,LAR,4400
Tory Horton,WR,SEA,TEN,4400
Greg Dortch,WR,ARI,JAX,4300
Tez Johnson,WR,TB,LAR,4300
LeQuint Allen,RB,JAX,ARI,4300
Blake Corum,RB,LAR,TB,4300
Malik Willis,QB,GB,MIN,4300
Kyle Pitts,TE,ATL,NO,4300
Tyrod Taylor,QB,NYJ,BAL,4300
Devin Neal,RB,NO,ATL,4300
Dillon Gabriel,QB,CLE,LV,4200
Hollywood Brown,WR,KC,IND,4200
Sterling Shepard,WR,TB,LAR,4200
Mack Hollins,WR,NE,CIN,4200
Dallas Goedert,TE,PHI,DAL,4200
Samaje Perine,RB,CIN,NE,4200
Shedeur Sanders,QB,CLE,LV,4200
Justice Hill,RB,BAL,NYJ,4200
Jalen McMillan,WR,TB,LAR,4100
Kaleb Johnson,RB,PIT,CHI,4100
Jerry Jeudy,WR,CLE,LV,4100
Dylan Sampson,RB,CLE,LV,4100
Theo Johnson,TE,NYG,DET,4100
Andrei Iosivas,WR,CIN,NE,4100
Patrick Ricard,RB,BAL,NYJ,4000
Owen Wright,RB,TB,LAR,4000
Kyler Murray,QB,ARI,JAX,4000
Zavier Scott,RB,MIN,GB,4000
Jordan James,RB,SF,CAR,4000
Jerome Ford,RB,CLE,LV,4000
Brashard Smith,RB,KC,IND,4000
Roschon Johnson,RB,CHI,PIT,4000
Phil Mafah,RB,DAL,PHI,4000
Jalen Milroe,QB,SEA,TEN,4000
Lan Larison,RB,NE,CIN,4000
Dalton Schultz,TE,HOU,BUF,4000
Nathan Carter,RB,ATL,NO,4000
Cooper Kupp,WR,SEA,TEN,4000
Cam Skattebo,RB,NYG,DET,4000
Andrew Beck,RB,NYJ,BAL,4000
Andy Dalton,QB,CAR,SF,4000
Aidan OConnell,QB,LV,CLE,4000
Jacob Saylors,RB,DET,NYG,4000
Joe Milton,QB,DAL,PHI,4000
Tyler Goodson,RB,IND,KC,4000
Joshua Dobbs,QB,NE,CIN,4000
Dameon Pierce,RB,HOU,BUF,4000
Spencer Rattler,QB,NO,ATL,4000
Kenny McIntosh,RB,SEA,TEN,4000
Brock Lampe,RB,NE,CIN,4000
Rasheen Ali,RB,BAL,NYJ,4000
Stetson Bennett,QB,LAR,TB,4000
Kedon Slovis,QB,ARI,JAX,4000
CJ Ham,RB,MIN,GB,4000
Isaac Guerendo,RB,SF,CAR,4000
Zamir White,RB,LV,CLE,4000
Anthony Richardson,QB,IND,KC,4000
Case Keenum,QB,CHI,PIT,4000
Jaydon Blue,RB,DAL,PHI,4000
Drew Lock,QB,SEA,TEN,4000
Antonio Gibson,RB,NE,CIN,4000
Keon Coleman,WR,BUF,HOU,4000
Kendre Miller,RB,NO,ATL,4000
Kalel Mullings,RB,TEN,SEA,4000
Eric Gray,RB,NYG,DET,4000
Braelon Allen,RB,NYJ,BAL,4000
Jarquez Hunter,RB,LAR,TB,4000
Kenny Pickett,QB,LV,CLE,4000
Kye Robichaux,RB,DET,NYG,4000
Sam Howell,QB,PHI,DAL,4000
Clyde Edwards-Helaire,RB,KC,IND,4000
Brittain Brown,RB,CHI,PIT,4000
Dare Ogunbowale,RB,HOU,BUF,4000
Malik Davis,RB,DAL,PHI,4000
George Holani,RB,SEA,TEN,4000
DErnest Johnson,RB,NE,CIN,4000
Keaton Mitchell,RB,BAL,NYJ,4000
Teddy Bridgewater,QB,TB,LAR,4000
Nick Mullens,QB,JAX,ARI,4000
Ty Chandler,RB,MIN,GB,4000
Jonathon Brooks,RB,CAR,SF,4000
Dylan Laube,RB,LV,CLE,4000
Riley Leonard,QB,IND,KC,4000
Tyson Bagent,QB,CHI,PIT,4000
Ben VanSumeren,RB,PHI,DAL,4000
Salvon Ahmed,RB,IND,KC,4000
Sean Clifford,QB,CIN,NE,4000
Reggie Gilliam,RB,BUF,HOU,4000
Audric Estime,RB,NO,ATL,4000
Julius Chestnut,RB,TEN,SEA,4000
Kyle Allen,QB,DET,NYG,4000
Kene Nwangwu,RB,NYJ,BAL,4000
Ronnie Rivers,RB,LAR,TB,4000
James Conner,RB,ARI,JAX,4000
Max Brosmer,QB,MIN,GB,4000
Kyle Juszczyk,RB,SF,CAR,4000
Tanner McKee,QB,PHI,DAL,4000
Keaontay Ingram,RB,KC,IND,4000
Deion Hankins,RB,CHI,PIT,4000
Mitchell Trubisky,QB,BUF,HOU,4000
Hunter Luepke,RB,DAL,PHI,4000
Will Levis,QB,TEN,SEA,4000
Jack Westover,RB,NE,CIN,4000
Cooper Rush,QB,BAL,NYJ,4000
Jimmy Garoppolo,QB,LAR,TB,4000
Seahawks,DST,SEA,TEN,4000
Sione Vaki,RB,DET,NYG,4000
Trevor Etienne,RB,CAR,SF,4000
Raheem Mostert,RB,LV,CLE,4000
Gardner Minshew,QB,KC,IND,4000
Skylar Thompson,QB,PIT,CHI,4000
AJ Dillon,RB,PHI,DAL,4000
DJ Giddens,RB,IND,KC,4000
Jake Browning,QB,CIN,NE,4000
Ray Davis,RB,BUF,HOU,4000
Easton Stick,QB,ATL,NO,4000
Brady Russell,RB,SEA,TEN,4000
Russell Wilson,QB,NYG,DET,4000
Khalil Herbert,RB,NYJ,BAL,4000
Josh Williams,RB,TB,LAR,4000
Cody Schrader,RB,JAX,ARI,4000
Carson Wentz,QB,MIN,GB,4000
Patrick Taylor,RB,SF,CAR,4000
Raheim Sanders,RB,CLE,LV,4000
Elijah Mitchell,RB,KC,IND,4000
Travis Homer,RB,CHI,PIT,4000
Graham Mertz,QB,HOU,BUF,4000
Miles Sanders,RB,DAL,PHI,4000
Brandon Allen,QB,TEN,SEA,4000
Deneric Prince,RB,NE,CIN,4000
Tyler Huntley,QB,BAL,NYJ,4000
Juwan Johnson,TE,NO,ATL,4000
Chimere Dike,WR,TEN,SEA,4000
Craig Reynolds,RB,DET,NYG,4000
Kurtis Rourke,QB,SF,CAR,4000
Deshaun Watson,QB,CLE,LV,4000
MarShawn Lloyd,RB,GB,MIN,4000
Will Howard,QB,PIT,CHI,4000
Will Shipley,RB,PHI,DAL,4000
Ameer Abdullah,RB,IND,KC,4000
Tommy DeVito,QB,NE,CIN,4000
British Brooks,RB,HOU,BUF,4000
Emory Jones,QB,ATL,NO,4000
Robbie Ouzts,RB,SEA,TEN,4000
Tahj Brooks,RB,CIN,NE,4000
Hunter Henry,TE,NE,CIN,3900
Ravens,DST,BAL,NYJ,3900
Xavier Legette,WR,CAR,SF,3900
Elic Ayomanor,WR,TEN,SEA,3900
Matthew Golden,WR,GB,MIN,3900
Mark Andrews,TE,BAL,NYJ,3800
Rashod Bateman,WR,BAL,NYJ,3800
Kendrick Bourne,WR,SF,CAR,3800
Patriots,DST,NE,CIN,3800
DeMario Douglas,WR,NE,CIN,3800
Jayden Higgins,WR,HOU,BUF,3700
Cedric Tillman,WR,CLE,LV,3700
Chig Okonkwo,TE,TEN,SEA,3700
Lions,DST,DET,NYG,3700
Calvin Austin,WR,PIT,CHI,3700
Joshua Palmer,WR,BUF,HOU,3600
Harold Fannin,TE,CLE,LV,3600
Van Jefferson,WR,TEN,SEA,3600
Packers,DST,GB,MIN,3600
Luther Burden,WR,CHI,PIT,3600
Dawson Knox,TE,BUF,HOU,3500
Raiders,DST,LV,CLE,3500
Tyler Lockett,WR,LV,CLE,3500
Dontayvion Wicks,WR,GB,MIN,3500
49ers,DST,SF,CAR,3500
Colston Loveland,TE,CHI,PIT,3500
Jalen Coker,WR,CAR,SF,3500
Jalen Nailor,WR,MIN,GB,3400
Mason Taylor,TE,NYJ,BAL,3400
Falcons,DST,ATL,NO,3400
Gabe Davis,WR,BUF,HOU,3400
Jahan Dotson,WR,PHI,DAL,3400
Brenton Strange,TE,JAX,ARI,3400
TJ Hockenson,TE,MIN,GB,3300
Christian Kirk,WR,HOU,BUF,3300
Isaiah Hodgins,WR,NYG,DET,3300
Bears,DST,CHI,PIT,3300
Ryan Flournoy,WR,DAL,PHI,3300
John Metchie,WR,NYJ,BAL,3300
AJ Barner,TE,SEA,TEN,3300
DeAndre Hopkins,WR,BAL,NYJ,3300
Dyami Brown,WR,JAX,ARI,3200
Tyrell Shavers,WR,BUF,HOU,3200
Tyquan Thornton,WR,KC,IND,3200
Jaylin Noel,WR,HOU,BUF,3200
Devaughn Vele,WR,NO,ATL,3200
Luke Musgrave,TE,GB,MIN,3200
Jaguars,DST,JAX,ARI,3200
Pat Freiermuth,TE,PIT,CHI,3200
Tim Patrick,WR,JAX,ARI,3200
Adonai Mitchell,WR,NYJ,BAL,3200
Curtis Samuel,WR,BUF,HOU,3100
Noah Fant,TE,CIN,NE,3100
Xavier Hutchinson,WR,HOU,BUF,3100
Jalen Tolbert,WR,DAL,PHI,3100
Kyle Williams,WR,NE,CIN,3100
David Njoku,TE,CLE,LV,3100
Olamide Zaccheaus,WR,CHI,PIT,3100
Chiefs,DST,KC,IND,3100
Tyler Johnson,WR,NYJ,BAL,3100
Jalin Hyatt,WR,NYG,DET,3100
Charlie Jones,WR,CIN,NE,3000
Mike Evans,WR,TB,LAR,3000
Austin Trammell,WR,JAX,ARI,3000
Isaac TeSlaa,WR,DET,NYG,3000
Braxton Berrios,WR,HOU,BUF,3000
David Moore,WR,CAR,SF,3000
Alex Bachman,WR,LV,CLE,3000
JuJu Smith-Schuster,WR,KC,IND,3000
Dayton Wade,WR,BAL,NYJ,3000
Johnny Wilson,WR,PHI,DAL,3000
Ben Skowronek,WR,PIT,CHI,3000
KhaDarel Hodge,WR,ATL,NO,3000
Dareke Young,WR,SEA,TEN,3000
Beaux Collins,WR,NYG,DET,3000
Konata Mumpfield,WR,LAR,TB,3000
Andre Baccellia,WR,ARI,JAX,3000
Tai Felton,WR,MIN,GB,3000
Mecole Hardman,WR,BUF,HOU,3000
Jacob Cowing,WR,SF,CAR,3000
Gage Larvadain,WR,CLE,LV,3000
Anthony Gould,WR,IND,KC,3000
Garrett Wilson,WR,NYJ,BAL,3000
Mason Tipton,WR,NO,ATL,3000
Efton Chism,WR,NE,CIN,3000
Kameron Johnson,WR,TB,LAR,3000
James Proche,WR,TEN,SEA,3000
Kalif Raymond,WR,DET,NYG,3000
Hunter Renfrow,WR,CAR,SF,3000
Donte Thornton,WR,LV,CLE,3000
Malik Heath,WR,GB,MIN,3000
LaJohntay Wester,WR,BAL,NYJ,3000
Xavier Gipson,WR,PHI,DAL,3000
Scotty Miller,WR,PIT,CHI,3000
Kevin Austin,WR,NO,ATL,3000
Cody White,WR,SEA,TEN,3000
Malik Nabers,WR,NYG,DET,3000
Xavier Smith,WR,LAR,TB,3000
Xavier Weaver,WR,ARI,JAX,3000
Adam Thielen,WR,MIN,GB,3000
Jared Wayne,WR,HOU,BUF,3000
Jordan Watkins,WR,SF,CAR,3000
Malachi Corley,WR,CLE,LV,3000
Ashton Dulin,WR,IND,KC,3000
Allen Lazard,WR,NYJ,BAL,3000
Eagles,DST,PHI,DAL,3000
Jahdae Walker,WR,CHI,PIT,3000
Ryan Miller,WR,TB,LAR,3000
Calvin Ridley,WR,TEN,SEA,3000
DaQuan Felton,WR,NYG,DET,3000
Brycen Tremayne,WR,CAR,SF,3000
Jack Bech,WR,LV,CLE,3000
Savion Williams,WR,GB,MIN,3000
Devontez Walker,WR,BAL,NYJ,3000
Darius Cooper,WR,PHI,DAL,3000
Roman Wilson,WR,PIT,CHI,3000
Bub Means,WR,NO,ATL,3000
Jake Bobo,WR,SEA,TEN,3000
Gunner Olszewski,WR,NYG,DET,3000
Jordan Whittington,WR,LAR,TB,3000
Joshua Cephus,WR,JAX,ARI,3000
Brock Wright,TE,DET,NYG,3000
Justin Watson,WR,HOU,BUF,3000
Skyy Moore,WR,SF,CAR,3000
Jamari Thrash,WR,CLE,LV,3000
Jalen Royals,WR,KC,IND,3000
Arian Smith,WR,NYJ,BAL,3000
Jonathan Mingo,WR,DAL,PHI,3000
Devin Duvernay,WR,CHI,PIT,3000
Jamal Agnew,WR,ATL,NO,3000
Bryce Oliver,WR,TEN,SEA,3000
Ray-Ray McCloud,WR,NYG,DET,3000
Jimmy Horn,WR,CAR,SF,3000
Simi Fehoko,WR,ARI,JAX,3000
Rondale Moore,WR,MIN,GB,3000
Tylan Wallace,WR,BAL,NYJ,3000
Michael Mayer,TE,LV,CLE,3000
Irvin Charles,WR,NYJ,BAL,3000
JaLynn Polk,WR,NO,ATL,3000
DJ Montgomery,WR,IND,KC,3000
Jermaine Burton,WR,CIN,NE,3000
Jaden Smith,WR,TB,LAR,3000
Travis Hunter,WR,JAX,ARI,3000
Dominic Lovett,WR,DET,NYG,3000
Tank Dell,WR,HOU,BUF,3000
Demarcus Robinson,WR,SF,CAR,3000
Isaiah Bond,WR,CLE,LV,3000
Nikko Remigio,WR,KC,IND,3000
Isaiah Williams,WR,NYJ,BAL,3000
KaVontae Turpin,WR,DAL,PHI,3000
KeShawn Williams,WR,PIT,CHI,3000
Casey Washington,WR,ATL,NO,3000
Mason Kinsey,WR,TEN,SEA,3000
Bryce Ford-Wheaton,WR,NYG,DET,3000
Tutu Atwell,WR,LAR,TB,3000
Zay Jones,WR,ARI,JAX,3000
Myles Price,WR,MIN,GB,3000
Elijah Moore,WR,BUF,HOU,3000
Trent Taylor,WR,SF,CAR,3000
DeAndre Carter,WR,CLE,LV,3000
Josh Reynolds,WR,NYJ,BAL,3000
Trey Palmer,WR,NO,ATL,3000
Laquon Treadwell,WR,IND,KC,3000
Browns,DST,CLE,LV,2900
Hunter Long,TE,JAX,ARI,2900
Bills,DST,BUF,HOU,2900
Jonnu Smith,TE,PIT,CHI,2900
Rams,DST,LAR,TB,2800
Steelers,DST,PIT,CHI,2800
Darnell Washington,TE,PIT,CHI,2800
Isaiah Likely,TE,BAL,NYJ,2800
JaTavion Sanders,TE,CAR,SF,2700
Taysom Hill,TE,NO,ATL,2700
Cardinals,DST,ARI,JAX,2700
Gunnar Helm,TE,TEN,SEA,2700
Texans,DST,HOU,BUF,2700
Panthers,DST,CAR,SF,2600
Tyler Higbee,TE,LAR,TB,2600
Cowboys,DST,DAL,PHI,2600
Johnny Mundt,TE,JAX,ARI,2600
Mike Gesicki,TE,CIN,NE,2600
Jack Stoll,TE,NO,ATL,2500
John FitzPatrick,TE,GB,MIN,2500
Devin Culp,TE,TB,LAR,2500
Mo Alie-Cox,TE,IND,KC,2500
Jelani Woods,TE,NYJ,BAL,2500
Luke Farrell,TE,SF,CAR,2500
Josiah Deguara,TE,ARI,JAX,2500
Erick All,TE,CIN,NE,2500
Cameron Latu,TE,PHI,DAL,2500
Josh Oliver,TE,MIN,GB,2500
Charlie Woerner,TE,ATL,NO,2500
Noah Gray,TE,KC,IND,2500
Jakob Johnson,TE,HOU,BUF,2500
Davis Allen,TE,LAR,TB,2500
Nick Kallerup,TE,SEA,TEN,2500
Durham Smythe,TE,CHI,PIT,2500
Carter Runyon,TE,LV,CLE,2500
Chris Manhertz,TE,NYG,DET,2500
Foster Moreau,TE,NO,ATL,2500
Andrew DePaola,TE,MIN,GB,2500
Payne Durham,TE,TB,LAR,2500
James Winchester,TE,KC,IND,2500
Stone Smartt,TE,NYJ,BAL,2500
James Mitchell,TE,CAR,SF,2500
Elijah Higgins,TE,ARI,JAX,2500
Tanner Hudson,TE,CIN,NE,2500
Kylen Granson,TE,PHI,DAL,2500
Shane Zylstra,TE,DET,NYG,2500
Zach Wood,TE,NO,ATL,2500
Vikings,DST,MIN,GB,2500
Brevin Jordan,TE,HOU,BUF,2500
Colby Parkinson,TE,LAR,TB,2500
Elijah Arroyo,TE,SEA,TEN,2500
Cole Kmet,TE,CHI,PIT,2500
Ian Thomas,TE,LV,CLE,2500
Daniel Bellinger,TE,NYG,DET,2500
Brevyn Spann-Ford,TE,DAL,PHI,2500
Gavin Bartholomew,TE,MIN,GB,2500
Saints,DST,NO,ATL,2500
Jake Briningstool,TE,KC,IND,2500
Jeremy Ruckert,TE,NYJ,BAL,2500
Mitchell Evans,TE,CAR,SF,2500
Quintin Morris,TE,JAX,ARI,2500
Drew Sample,TE,CIN,NE,2500
Grant Calcaterra,TE,PHI,DAL,2500
Sam LaPorta,TE,DET,NYG,2500
Mason Pline,TE,NO,ATL,2500
Tucker Kraft,TE,GB,MIN,2500
Harrison Bryant,TE,HOU,BUF,2500
Evan Deckers,TE,TB,LAR,2500
Will Mallory,TE,IND,KC,2500
Donald Parham,TE,PIT,CHI,2500
Travis Vokolek,TE,ARI,JAX,2500
William Wagner,TE,CIN,NE,2500
Luke Schoonmaker,TE,DAL,PHI,2500
Ben Sims,TE,MIN,GB,2500
Feleipe Franks,TE,ATL,NO,2500
Jared Wiley,TE,KC,IND,2500
Charlie Kolar,TE,BAL,NYJ,2500
Tommy Tremble,TE,CAR,SF,2500
David Martin-Robinson,TE,TEN,SEA,2500
CJ Dippre,TE,NE,CIN,2500
Brenden Bates,TE,CLE,LV,2500
Ross Dwelley,TE,DET,NYG,2500
Zaire Mitchell-Paden,TE,NO,ATL,2500
Josh Whyle,TE,GB,MIN,2500
Cade Stover,TE,HOU,BUF,2500
Ko Kieft,TE,TB,LAR,2500
Drew Ogletree,TE,IND,KC,2500
Connor Heyward,TE,PIT,CHI,2500
Jake Tonges,TE,SF,CAR,2500
Tip Reiman,TE,ARI,JAX,2500
Cam Grandy,TE,CIN,NE,2500
Cal Adomitis,TE,PHI,DAL,2500
Ben Yurosek,TE,MIN,GB,2500
Teagan Quitoriano,TE,ATL,NO,2500
Robert Tonyan,TE,KC,IND,2500
Jackson Hawes,TE,BUF,HOU,2500
Terrance Ferguson,TE,LAR,TB,2500
Eric Saubert,TE,SEA,TEN,2500
Austin Hooper,TE,NE,CIN,2500
Blake Whiteheart,TE,CLE,LV,2500
Thomas Fidone,TE,NYG,DET,2500
Buccaneers,DST,TB,LAR,2400
Colts,DST,IND,KC,2400
Titans,DST,TEN,SEA,2300
Bengals,DST,CIN,NE,2200
Giants,DST,NYG,DET,2100
Jets,DST,NYJ,BAL,2000
