player,position,team,opponent,salary
Brian Thomas,WR,JAX,NE,6300
Travis Kelce,TE,KC,SF,6300
Brandon Aiyuk,WR,SF,KC,6300
Michael Pittman,WR,IND,MIA,6200
Tyrone Tracy,RB,NYG,PHI,6200
Devin Singletary,RB,NYG,PHI,6200
Sam Darnold,QB,MIN,DET,6200
Rashid Shaheed,WR,NO,DEN,6100
Rhamondre Stevenson,RB,NE,JAX,6100
WanDale Robinson,WR,NYG,PHI,6100
Raheem Mostert,RB,MIA,IND,6100
Tua Tagovailoa,QB,MIA,IND,6100
Kareem Hunt,RB,KC,SF,6000
Khalil Shakir,WR,BUF,TEN,6000
Jameson Williams,WR,DET,MIN,6000
Joe Flacco,QB,IND,MIA,6000
Najee Harris,RB,PIT,NYJ,6000
Anthony Richardson,QB,IND,MIA,6000
George Kittle,TE,SF,KC,6000
Nick Chubb,RB,CLE,CIN,6000
Jaxon Smith-Njigba,WR,SEA,ATL,5900
Bucky Irving,RB,TB,BAL,5900
Travis Etienne,RB,JAX,NE,5900
Justin Fields,QB,PIT,NYJ,5900
Austin Ekeler,RB,WAS,CAR,5900
Chase Brown,RB,CIN,CLE,5900
George Pickens,WR,PIT,NYJ,5800
Tank Bigsby,RB,JAX,NE,5800
Brock Bowers,TE,LV,LAR,5800
Amari Cooper,WR,CLE,CIN,5800
Zack Moss,RB,CIN,CLE,5800
Geno Smith,QB,SEA,ATL,5800
Josh Downs,WR,IND,MIA,5700
Ty Johnson,RB,BUF,TEN,5700
Trey McBride,TE,ARI,LAC,5700
Derek Carr,QB,NO,DEN,5700
Rachaad White,RB,TB,BAL,5700
Christian Kirk,WR,JAX,NE,5700
Aaron Rodgers,QB,NYJ,PIT,5700
Antonio Gibson,RB,NE,JAX,5600
Jordan Addison,WR,MIN,DET,5600
Trevor Lawrence,QB,JAX,NE,5600
Ty Chandler,RB,MIN,DET,5600
Jerome Ford,RB,CLE,CIN,5600
Darnell Mooney,WR,ATL,SEA,5600
Matthew Stafford,QB,LAR,LV,5600
Romeo Doubs,WR,GB,HOU,5500
Calvin Ridley,WR,TEN,BUF,5500
Justin Herbert,QB,LAC,ARI,5500
Mitchell Trubisky,QB,BUF,TEN,5500
Alexander Mattison,RB,LV,LAR,5500
Javonte Williams,RB,DEN,NO,5500
Trey Sermon,RB,IND,MIA,5500
Daniel Jones,QB,NYG,PHI,5400
Bo Nix,QB,DEN,NO,5400
Tyler Goodson,RB,IND,MIA,5400
Dameon Pierce,RB,HOU,GB,5400
Russell Wilson,QB,PIT,NYJ,5400
Keon Coleman,WR,BUF,TEN,5400
Jakobi Meyers,WR,LV,LAR,5400
Courtland Sutton,WR,DEN,NO,5400
Michael Penix,QB,ATL,SEA,5300
Jaylen Waddle,WR,MIA,IND,5300
Sam Howell,QB,SEA,ATL,5300
DOnta Foreman,RB,CLE,CIN,5300
Drake Maye,QB,NE,JAX,5300
Tyler Lockett,WR,SEA,ATL,5300
Braelon Allen,RB,NYJ,PIT,5300
Zach Charbonnet,RB,SEA,ATL,5300
Sam LaPorta,TE,DET,MIN,5300
Dontayvion Wicks,WR,GB,HOU,5200
Andy Dalton,QB,CAR,WAS,5200
Ray Davis,RB,BUF,TEN,5200
TJ Hockenson,TE,MIN,DET,5200
Spencer Rattler,QB,NO,DEN,5200
Alec Pierce,WR,IND,MIA,5200
Jaylen Wright,RB,MIA,IND,5200
Tyrod Taylor,QB,NYJ,PIT,5200
Darius Slayton,WR,NYG,PHI,5100
Tyler Huntley,QB,MIA,IND,5100
Tyler Allgeier,RB,ATL,SEA,5100
Patrick Taylor,RB,SF,KC,5100
Mac Jones,QB,JAX,NE,5100
Xavier Legette,WR,CAR,WAS,5100
Clyde Edwards-Helaire,RB,KC,SF,5000
DeAndre Hopkins,WR,TEN,BUF,5000
Carson Wentz,QB,KC,SF,5000
Tyjae Spears,RB,TEN,BUF,5000
Jonathon Brooks,RB,CAR,WAS,5000
Taylor Heinicke,QB,LAC,ARI,5000
Tutu Atwell,WR,LAR,LV,5000
Jaylen Warren,RB,PIT,NYJ,5000
Dalton Kincaid,TE,BUF,TEN,5000
Deshaun Watson,QB,CLE,CIN,4900
Samaje Perine,RB,KC,SF,4900
Evan Engram,TE,JAX,NE,4900
Zamir White,RB,LV,LAR,4900
DeMario Douglas,WR,NE,JAX,4900
Christian Watson,WR,GB,HOU,4900
Jameis Winston,QB,CLE,CIN,4900
Justice Hill,RB,BAL,TB,4900
Jerry Jeudy,WR,CLE,CIN,4800
Gardner Minshew,QB,LV,LAR,4800
Pierre Strong,RB,CLE,CIN,4800
Aidan OConnell,QB,LV,LAR,4800
Jake Browning,QB,CIN,CLE,4800
Kenny Pickett,QB,PHI,NYG,4800
DErnest Johnson,RB,JAX,NE,4800
Ladd McConkey,WR,LAC,ARI,4800
Jeff Wilson,RB,MIA,IND,4800
Jordan Whittington,WR,LAR,LV,4800
Will Levis,QB,TEN,BUF,4700
Dallas Goedert,TE,PHI,NYG,4700
Jamaal Williams,RB,NO,DEN,4700
Allen Lazard,WR,NYJ,PIT,4700
Kenneth Gainwell,RB,PHI,NYG,4700
Jake Haener,QB,NO,DEN,4700
Adam Thielen,WR,CAR,WAS,4700
Malik Willis,QB,GB,HOU,4700
Bryce Young,QB,CAR,WAS,4700
Mason Rudolph,QB,TEN,BUF,4700
Demarcus Robinson,WR,LAR,LV,4700
Jimmy Garoppolo,QB,LAR,LV,4600
Gabe Davis,WR,JAX,NE,4600
Myles Gaskin,RB,MIN,DET,4600
Michael Wilson,WR,ARI,LAC,4600
Skylar Thompson,QB,MIA,IND,4600
Trey Benson,RB,ARI,LAC,4600
Tucker Kraft,TE,GB,HOU,4600
Jauan Jennings,WR,SF,KC,4600
MarShawn Lloyd,RB,GB,HOU,4600
Jalen Nailor,WR,MIN,DET,4500
Kendre Miller,RB,NO,DEN,4500
Quentin Johnston,WR,LAC,ARI,4500
Cam Akers,RB,HOU,GB,4500
Miles Sanders,RB,CAR,WAS,4500
Emanuel Wilson,RB,GB,HOU,4500
Ameer Abdullah,RB,LV,LAR,4500
Davis Mills,QB,HOU,GB,4500
Jahan Dotson,WR,PHI,NYG,4500
Kyle Pitts,TE,ATL,SEA,4500
Zay Jones,WR,ARI,LAC,4500
Blake Corum,RB,LAR,LV,4400
Pat Freiermuth,TE,PIT,NYJ,4400
Drew Lock,QB,NYG,PHI,4400
Carson Steele,RB,KC,SF,4400
Ray-Ray McCloud,WR,ATL,SEA,4400
Jeremy McNichols,RB,WAS,CAR,4400
Jarrett Stidham,QB,DEN,NO,4400
Marcus Mariota,QB,WAS,CAR,4400
Joshua Palmer,WR,LAC,ARI,4400
Dare Ogunbowale,RB,HOU,GB,4300
Curtis Samuel,WR,BUF,TEN,4300
Isaiah Likely,TE,BAL,TB,4300
Jaleel McLaughlin,RB,DEN,NO,4300
Rashod Bateman,WR,BAL,TB,4300
Jacoby Brissett,QB,NE,JAX,4300
Mike Williams,WR,NYJ,PIT,4300
Eric Gray,RB,NYG,PHI,4200
Dalton Schultz,TE,HOU,GB,4200
Gus Edwards,RB,LAC,ARI,4200
Tre Tucker,WR,LV,LAR,4200
David Njoku,TE,CLE,CIN,4100
Greg Dortch,WR,ARI,LAC,4100
Cedrick Wilson,WR,NO,DEN,4100
Kyle Juszczyk,RB,SF,KC,4100
Tyler Johnson,WR,LAR,LV,4100
Nick Mullens,QB,MIN,DET,4100
Israel Abanikanda,RB,NYJ,PIT,4000
Chris Evans,RB,CIN,CLE,4000
Chase Edmonds,RB,TB,BAL,4000
JJ McCarthy,QB,MIN,DET,4000
Joe Milton,QB,NE,JAX,4000
Ronnie Rivers,RB,LAR,LV,4000
Michael Burton,RB,DEN,NO,4000
JuJu Smith-Schuster,WR,KC,SF,4000
Frank Gore,RB,BUF,TEN,4000
Rasheen Ali,RB,BAL,TB,4000
British Brooks,RB,HOU,GB,4000
Hassan Haskins,RB,LAC,ARI,4000
Sione Vaki,RB,DET,MIN,4000
Jordan Mims,RB,NO,DEN,4000
Raheem Blackshear,RB,CAR,WAS,4000
Jase McClellan,RB,ATL,SEA,4000
Isaiah Davis,RB,NYJ,PIT,4000
Trayveon Williams,RB,CIN,CLE,4000
Sean Tucker,RB,TB,BAL,4000
Brett Rypien,QB,MIN,DET,4000
Stetson Bennett,QB,LAR,LV,4000
Tyler Badie,RB,DEN,NO,4000
Elijah Mitchell,RB,SF,KC,4000
Darrynton Evans,RB,BUF,TEN,4000
Kyle Trask,QB,TB,BAL,4000
AJ Dillon,RB,GB,HOU,4000
Easton Stick,QB,LAC,ARI,4000
Craig Reynolds,RB,DET,MIN,4000
Zach Wilson,QB,DEN,NO,4000
Jeff Driskel,QB,WAS,CAR,4000
Avery Williams,RB,ATL,SEA,4000
Cordarrelle Patterson,RB,PIT,NYJ,4000
Nyheim Hines,RB,CLE,CIN,4000
Patrick Ricard,RB,BAL,TB,4000
Evan Hull,RB,IND,MIA,4000
DeeJay Dallas,RB,ARI,LAC,4000
Will Shipley,RB,PHI,NYG,4000
Blake Watson,RB,DEN,NO,4000
Joshua Dobbs,QB,SF,KC,4000
Julius Chestnut,RB,TEN,BUF,4000
Josh Johnson,QB,BAL,TB,4000
Chris Brooks,RB,GB,HOU,4000
Clayton Tune,QB,ARI,LAC,4000
CJ Ham,RB,MIN,DET,4000
JaMycal Hasty,RB,NE,JAX,4000
Dylan Laube,RB,LV,LAR,4000
Kenny McIntosh,RB,SEA,ATL,4000
Jordan Travis,QB,NYJ,PIT,4000
Dorian Thompson-Robinson,QB,CLE,CIN,4000
Owen Wright,RB,BAL,TB,4000
Alec Ingold,RB,MIA,IND,4000
Emari Demercado,RB,ARI,LAC,4000
Tommy DeVito,QB,NYG,PHI,4000
Audric Estime,RB,DEN,NO,4000
Brandon Allen,QB,SF,KC,4000
Shane Buechele,QB,BUF,TEN,4000
Aaron Shampklin,RB,PIT,NYJ,4000
Case Keenum,QB,HOU,GB,4000
Mark Andrews,TE,BAL,TB,4000
Hendon Hooker,QB,DET,MIN,4000
Keilan Robinson,RB,JAX,NE,4000
Cody Schrader,RB,LAR,LV,4000
Taysom Hill,TE,NO,DEN,4000
Kyle Allen,QB,PIT,NYJ,4000
Reggie Gilliam,RB,BUF,TEN,4000
Keaton Mitchell,RB,BAL,TB,4000
Sam Ehlinger,QB,IND,MIA,4000
Kimani Vidal,RB,LAC,ARI,4000
Tanner McKee,QB,PHI,NYG,4000
Adam Prentice,RB,NO,DEN,4000
Noah Brown,WR,WAS,CAR,4000
Robert Burns,RB,ATL,SEA,4000
Dyami Brown,WR,WAS,CAR,3900
Tyler Boyd,WR,TEN,BUF,3900
Zach Ertz,TE,WAS,CAR,3900
Colby Parkinson,TE,LAR,LV,3800
Odell Beckham,WR,MIA,IND,3800
Andrei Iosivas,WR,CIN,CLE,3800
Steelers,DST,PIT,NYJ,3700
Justin Watson,WR,KC,SF,3700
Adonai Mitchell,WR,IND,MIA,3700
Hunter Henry,TE,NE,JAX,3700
Kendrick Bourne,WR,NE,JAX,3700
Olamide Zaccheaus,WR,WAS,CAR,3600
Jonathan Mingo,WR,CAR,WAS,3600
Eagles,DST,PHI,NYG,3600
Mason Tipton,WR,NO,DEN,3600
Cade Otton,TE,TB,BAL,3600
Kayshon Boutte,WR,NE,JAX,3600
Jalen McMillan,WR,TB,BAL,3500
Bills,DST,BUF,TEN,3500
Sterling Shepard,WR,TB,BAL,3500
Noah Fant,TE,SEA,ATL,3500
Tyler Conklin,TE,NYJ,PIT,3500
JaLynn Polk,WR,NE,JAX,3500
Luke McCaffrey,WR,WAS,CAR,3500
Tim Patrick,WR,DET,MIN,3500
DJ Turner,WR,LV,LAR,3400
Jonnu Smith,TE,MIA,IND,3400
Nelson Agholor,WR,BAL,TB,3400
Xavier Hutchinson,WR,HOU,GB,3400
Ricky Pearsall,WR,SF,KC,3400
Bo Melton,WR,GB,HOU,3400
Commanders,DST,WAS,CAR,3400
Mack Hollins,WR,BUF,TEN,3300
Kalif Raymond,WR,DET,MIN,3300
Juwan Johnson,TE,NO,DEN,3300
Chargers,DST,LAC,ARI,3300
Braxton Berrios,WR,MIA,IND,3300
Mecole Hardman,WR,KC,SF,3300
Robert Woods,WR,HOU,GB,3300
Tyler Higbee,TE,LAR,LV,3300
Bengals,DST,CIN,CLE,3300
Jalin Hyatt,WR,NYG,PHI,3300
Malik Heath,WR,GB,HOU,3200
LilJordan Humphrey,WR,DEN,NO,3200
Jets,DST,NYJ,PIT,3200
Trenton Irwin,WR,CIN,CLE,3200
Calvin Austin,WR,PIT,NYJ,3200
Elijah Moore,WR,CLE,CIN,3200
Grant Calcaterra,TE,PHI,NYG,3200
Marquez Valdes-Scantling,WR,BUF,TEN,3200
Colts,DST,IND,MIA,3200
Devaughn Vele,WR,DEN,NO,3200
Trey Palmer,WR,TB,BAL,3200
Saints,DST,NO,DEN,3100
Brandon Powell,WR,MIN,DET,3100
Troy Franklin,WR,DEN,NO,3100
Chig Okonkwo,TE,TEN,BUF,3100
Marvin Mims,WR,DEN,NO,3100
Chiefs,DST,KC,SF,3100
Treylon Burks,WR,TEN,BUF,3100
KJ Osborn,WR,NE,JAX,3100
Skyy Moore,WR,KC,SF,3100
Falcons,DST,ATL,SEA,3100
Parris Campbell,WR,PHI,NYG,3100
DJ Chark,WR,LAC,ARI,3000
Bryce Ford-Wheaton,WR,NYG,PHI,3000
Casey Washington,WR,ATL,SEA,3000
Chris Conley,WR,SF,KC,3000
Charlie Jones,WR,CIN,CLE,3000
Ben Skowronek,WR,PIT,NYJ,3000
Anthony Schwartz,WR,MIA,IND,3000
Parker Washington,WR,JAX,NE,3000
Kameron Johnson,WR,TB,BAL,3000
Antoine Green,WR,DET,MIN,3000
Broncos,DST,DEN,NO,3000
Jeff Foreman,WR,LV,LAR,3000
Colton Dowell,WR,TEN,BUF,3000
Rashee Rice,WR,KC,SF,3000
Steven Sims,WR,HOU,GB,3000
Malik Taylor,WR,NYJ,PIT,3000
Trent Sherfield,WR,MIN,DET,3000
Javon Baker,WR,NE,JAX,3000
Brenden Rice,WR,LAC,ARI,3000
Jacob Harris,WR,PHI,NYG,3000
KhaDarel Hodge,WR,ATL,SEA,3000
Jamison Crowder,WR,WAS,CAR,3000
David Bell,WR,CLE,CIN,3000
Roman Wilson,WR,PIT,NYJ,3000
Grant DuBose,WR,MIA,IND,3000
Tim Jones,WR,JAX,NE,3000
Devontez Walker,WR,BAL,TB,3000
TreQuan Smith,WR,DET,MIN,3000
Foster Moreau,TE,NO,DEN,3000
Tyreik McAllister,WR,LV,LAR,3000
JhaQuan Jackson,WR,TEN,BUF,3000
Hollywood Brown,WR,KC,SF,3000
John Metchie,WR,HOU,GB,3000
Malachi Corley,WR,NYJ,PIT,3000
Juwann Winfree,WR,IND,MIA,3000
Tyquan Thornton,WR,NE,JAX,3000
Derius Davis,WR,LAC,ARI,3000
Britain Covey,WR,PHI,NYG,3000
Dareke Young,WR,SEA,ATL,3000
David Moore,WR,CAR,WAS,3000
Jamari Thrash,WR,CLE,CIN,3000
Scotty Miller,WR,PIT,NYJ,3000
Tahj Washington,WR,MIA,IND,3000
Deonte Harty,WR,BAL,TB,3000
Isaiah Williams,WR,DET,MIN,3000
Josh Reynolds,WR,DEN,NO,3000
Xavier Weaver,WR,ARI,LAC,3000
Gunner Olszewski,WR,NYG,PHI,3000
Nick Westbrook-Ikhine,WR,TEN,BUF,3000
Ronnie Bell,WR,SF,KC,3000
Mike Gesicki,TE,CIN,CLE,3000
Irvin Charles,WR,NYJ,PIT,3000
Anthony Gould,WR,IND,MIA,3000
David White,WR,JAX,NE,3000
Simi Fehoko,WR,LAC,ARI,3000
Ainias Smith,WR,PHI,NYG,3000
Jake Bobo,WR,SEA,ATL,3000
Jalen Coker,WR,CAR,WAS,3000
Cedric Tillman,WR,CLE,CIN,3000
49ers,DST,SF,KC,3000
River Cracraft,WR,MIA,IND,3000
Tylan Wallace,WR,BAL,TB,3000
Allen Robinson,WR,DET,MIN,3000
Bub Means,WR,NO,DEN,3000
Zach Pascal,WR,ARI,LAC,3000
Ihmir Smith-Marsette,WR,NYG,PHI,3000
Rondale Moore,WR,ATL,SEA,3000
Jacob Cowing,WR,SF,KC,3000
Jermaine Burton,WR,CIN,CLE,3000
Xavier Gipson,WR,NYJ,PIT,3000
Ashton Dulin,WR,IND,MIA,3000
Devin Duvernay,WR,JAX,NE,3000
Rakim Jarrett,WR,TB,BAL,3000
Johnny Wilson,WR,PHI,NYG,3000
Laviska Shenault,WR,SEA,ATL,3000
Rams,DST,LAR,LV,3000
Dawson Knox,TE,BUF,TEN,3000
Jaaron Hayek,WR,KC,SF,3000
Malik Washington,WR,MIA,IND,3000
Van Jefferson,WR,PIT,NYJ,3000
Trishton Jackson,WR,MIN,DET,3000
JaQuae Jackson,WR,NE,JAX,3000
Josh Oliver,TE,MIN,DET,2900
Ravens,DST,BAL,TB,2900
Packers,DST,GB,HOU,2900
Tommy Tremble,TE,CAR,WAS,2900
JaTavion Sanders,TE,CAR,WAS,2900
Vikings,DST,MIN,DET,2900
Brenton Strange,TE,JAX,NE,2800
Johnny Mundt,TE,MIN,DET,2800
Will Dissly,TE,LAC,ARI,2800
Dolphins,DST,MIA,IND,2800
Noah Gray,TE,KC,SF,2800
Mo Alie-Cox,TE,IND,MIA,2800
Theo Johnson,TE,NYG,PHI,2800
Jaguars,DST,JAX,NE,2800
Lions,DST,DET,MIN,2800
Austin Hooper,TE,NE,JAX,2700
Erick All,TE,CIN,CLE,2700
Jordan Akins,TE,CLE,CIN,2700
Elijah Higgins,TE,ARI,LAC,2700
Pharaoh Brown,TE,SEA,ATL,2700
Raiders,DST,LV,LAR,2700
Patriots,DST,NE,JAX,2700
Jack Stoll,TE,PHI,NYG,2700
Darnell Washington,TE,PIT,NYJ,2600
Seahawks,DST,SEA,ATL,2600
Brock Wright,TE,DET,MIN,2600
Adam Trautman,TE,DEN,NO,2600
Durham Smythe,TE,MIA,IND,2600
Hayden Hurst,TE,LAC,ARI,2600
Texans,DST,HOU,GB,2600
Charlie Kolar,TE,BAL,TB,2600
Ben Sims,TE,GB,HOU,2600
James Winchester,TE,KC,SF,2500
Teagan Quitoriano,TE,HOU,GB,2500
Ko Kieft,TE,TB,BAL,2500
Nick Muse,TE,MIN,DET,2500
Lucas Krull,TE,DEN,NO,2500
Harrison Bryant,TE,LV,LAR,2500
Nick Vannett,TE,TEN,BUF,2500
Eric Saubert,TE,SF,KC,2500
Browns,DST,CLE,CIN,2500
Rodney Williams,TE,PIT,NYJ,2500
Tanner Conner,TE,MIA,IND,2500
Josiah Deguara,TE,JAX,NE,2500
Stone Smartt,TE,LAC,ARI,2500
Chris Manhertz,TE,NYG,PHI,2500
AJ Barner,TE,SEA,ATL,2500
Feleipe Franks,TE,CAR,WAS,2500
Geoff Swaim,TE,CLE,CIN,2500
Jody Fortson,TE,KC,SF,2500
Cade Stover,TE,HOU,GB,2500
Payne Durham,TE,TB,BAL,2500
Jelani Woods,TE,IND,MIA,2500
Zach Wood,TE,NO,DEN,2500
Davis Allen,TE,LAR,LV,2500
Josh Whyle,TE,TEN,BUF,2500
Colson Yankoff,TE,WAS,CAR,2500
Cal Adomitis,TE,CIN,CLE,2500
MyCole Pruitt,TE,PIT,NYJ,2500
Julian Hill,TE,MIA,IND,2500
Luke Farrell,TE,JAX,NE,2500
Eric Tomlinson,TE,LAC,ARI,2500
Albert Okwuegbunam,TE,PHI,NYG,2500
Nate Adkins,TE,DEN,NO,2500
Ian Thomas,TE,CAR,WAS,2500
Quintin Morris,TE,BUF,TEN,2500
Jared Wiley,TE,KC,SF,2500
Tyler Davis,TE,GB,HOU,2500
Anthony Firkser,TE,NYJ,PIT,2500
Will Mallory,TE,IND,MIA,2500
Dallin Holker,TE,NO,DEN,2500
Hunter Long,TE,LAR,LV,2500
Ross Dwelley,TE,ATL,SEA,2500
Tyler Ott,TE,WAS,CAR,2500
Tanner McLachlan,TE,CIN,CLE,2500
Connor Heyward,TE,PIT,NYJ,2500
Dalton Keene,TE,HOU,GB,2500
Evan Deckers,TE,TB,BAL,2500
Parker Hesse,TE,DET,MIN,2500
Mitchell Fraboni,TE,DEN,NO,2500
Michael Mayer,TE,LV,LAR,2500
David Martin-Robinson,TE,TEN,BUF,2500
Brayden Willis,TE,SF,KC,2500
Luke Musgrave,TE,GB,HOU,2500
Kenny Yeboah,TE,NYJ,PIT,2500
Kylen Granson,TE,IND,MIA,2500
Jaheim Bell,TE,NE,JAX,2500
Travis Vokolek,TE,ARI,LAC,2500
Giants,DST,NYG,PHI,2500
Charlie Woerner,TE,ATL,SEA,2500
Ben Sinnott,TE,WAS,CAR,2500
Drew Sample,TE,CIN,CLE,2500
Jeremy Ruckert,TE,NYJ,PIT,2500
Brevin Jordan,TE,HOU,GB,2500
Devin Culp,TE,TB,BAL,2500
Andrew DePaola,TE,MIN,DET,2500
Greg Dulcich,TE,DEN,NO,2500
John Samuel Shenker,TE,LV,LAR,2500
Thomas Odukoya,TE,TEN,BUF,2500
Jake Tonges,TE,SF,KC,2500
John FitzPatrick,TE,GB,HOU,2500
Brenden Bates,TE,NYJ,PIT,2500
Drew Ogletree,TE,IND,MIA,2500
Patrick Murtagh,TE,JAX,NE,2500
Tip Reiman,TE,ARI,LAC,2500
Daniel Bellinger,TE,NYG,PHI,2500
Brady Russell,TE,SEA,ATL,2500
John Bates,TE,WAS,CAR,2500
Tanner Hudson,TE,CIN,CLE,2500
Panthers,DST,CAR,WAS,2400
Cardinals,DST,ARI,LAC,2400
Titans,DST,TEN,BUF,2300
Buccaneers,DST,TB,BAL,2300
