player,position,team,opponent,salary
Tyrone Tracy,RB,NYG,WAS,4300    
Ty Johnson,RB,BUF,MIA,4300    
Tommy DeVito,QB,NYG,WAS,4300    
Josh Reynolds,WR,DEN,PIT,4300    
Kenny McIntosh,RB,SEA,NE,4300    
Michael Wilson,WR,ARI,LAR,4300    
Jauan Jennings,WR,SF,MIN,4300    
WanDale Robinson,WR,NYG,WAS,4300    
Patrick Taylor,RB,SF,MIN,4300    
Dameon Pierce,RB,HOU,CHI,4300    
Darnell Mooney,WR,ATL,PHI,4200    
Kimani Vidal,RB,LAC,CAR,4200    
Jase McClellan,RB,ATL,PHI,4200    
Rome Odunze,WR,CHI,HOU,4200    
Sean Tucker,RB,TB,DET,4200    
Darius Slayton,WR,NYG,WAS,4100    
Eric Gray,RB,NYG,WAS,4100    
Quentin Johnston,WR,LAC,CAR,4100    
Cam Akers,RB,HOU,CHI,4100    
Hassan Haskins,RB,LAC,CAR,4100    
Pat Freiermuth,TE,PIT,DEN,4100    
Dare Ogunbowale,RB,HOU,CHI,4000    
Pierre Strong,RB,CLE,JAX,4000    
Carson Steele,RB,KC,CIN,4000    
JaMycal Hasty,RB,NE,SEA,4000    
Ameer Abdullah,RB,LV,BAL,4000    
Jimmy Garoppolo,QB,LAR,ARI,4000    
Deuce Vaughn,RB,DAL,NO,4000    
Case Keenum,QB,HOU,CHI,4000    
Tyler Goodson,RB,IND,GB,4000    
Jeff Wilson,RB,MIA,BUF,4000    
Avery Williams,RB,ATL,PHI,4000    
JJ McCarthy,QB,MIN,SF,4000    
Josh Johnson,QB,BAL,LV,4000    
Sam Hartman,QB,WAS,NYG,4000    
Spencer Rattler,QB,NO,DAL,4000    
Cody Schrader,RB,LAR,ARI,4000    
Hendon Hooker,QB,DET,TB,4000    
Khari Blasingame,RB,CHI,HOU,4000    
Keilan Robinson,RB,JAX,CLE,4000    
Reggie Gilliam,RB,BUF,MIA,4000    
Joe Milton,QB,NE,SEA,4000    
Patrick Ricard,RB,BAL,LV,4000    
Stetson Bennett,QB,LAR,ARI,4000    
Adam Prentice,RB,NO,DAL,4000    
Blake Watson,RB,DEN,PIT,4000    
Sam Ehlinger,QB,IND,GB,4000    
Shane Buechele,QB,BUF,MIA,4000    
Will Shipley,RB,PHI,ATL,4000    
Brett Rypien,QB,MIN,SF,4000    
Chris Evans,RB,CIN,KC,4000    
Chig Okonkwo,TE,TEN,NYJ,4000    
Tyreik McAllister,WR,LV,BAL,4000    
Demarcus Robinson,WR,LAR,ARI,4000    
Kyle Trask,QB,TB,DET,4000    
Ian Wheeler,RB,CHI,HOU,4000    
Dorian Thompson-Robinson,QB,CLE,JAX,4000    
Darrynton Evans,RB,BUF,MIA,4000    
CJ Ham,RB,MIN,SF,4000    
Owen Wright,RB,BAL,LV,4000    
Clayton Tune,QB,ARI,LAR,4000    
Kendre Miller,RB,NO,DAL,4000    
Audric Estime,RB,DEN,PIT,4000    
Sione Vaki,RB,DET,TB,4000    
Skylar Thompson,QB,MIA,BUF,4000    
Tanner McKee,QB,PHI,ATL,4000    
Brandon Allen,QB,SF,MIN,4000    
Trayveon Williams,RB,CIN,KC,4000    
Julius Chestnut,RB,TEN,NYJ,4000    
Raheem Blackshear,RB,CAR,LAC,4000    
Ronnie Rivers,RB,LAR,ARI,4000    
Cowboys,DST,DAL,NO,4000    
Travis Homer,RB,CHI,HOU,4000    
Adonai Mitchell,WR,IND,GB,4000    
Alec Ingold,RB,MIA,BUF,4000    
Kyle Juszczyk,RB,SF,MIN,4000    
Rasheen Ali,RB,BAL,LV,4000    
Jahan Dotson,WR,PHI,ATL,4000    
Marcus Mariota,QB,WAS,NYG,4000    
Jordan Mims,RB,NO,DAL,4000    
Zach Wilson,QB,DEN,PIT,4000    
Craig Reynolds,RB,DET,TB,4000    
British Brooks,RB,HOU,CHI,4000    
Nyheim Hines,RB,CLE,JAX,4000    
Clyde Edwards-Helaire,RB,KC,CIN,4000    
Jordan Travis,QB,NYJ,TEN,4000    
Dylan Laube,RB,LV,BAL,4000    
DeeJay Dallas,RB,ARI,LAR,4000    
Hunter Luepke,RB,DAL,NO,4000    
Roschon Johnson,RB,CHI,HOU,4000    
AJ Dillon,RB,GB,IND,4000    
Jaylen Wright,RB,MIA,BUF,4000    
Elijah Mitchell,RB,SF,MIN,4000    
Keaton Mitchell,RB,BAL,LV,4000    
Robert Burns,RB,ATL,PHI,4000    
Jeremy McNichols,RB,WAS,NYG,4000    
Trey Lance,QB,DAL,NO,4000    
Kyle Allen,QB,PIT,DEN,4000    
Chase Edmonds,RB,TB,DET,4000    
Jalen Nailor,WR,MIN,SF,3900    
Taysom Hill,TE,NO,DAL,3900    
Rashod Bateman,WR,BAL,LV,3900    
Cole Kmet,TE,CHI,HOU,3900    
KJ Osborn,WR,NE,SEA,3900    
JaLynn Polk,WR,NE,SEA,3800    
Andrei Iosivas,WR,CIN,KC,3800    
Luke McCaffrey,WR,WAS,NYG,3800    
Jets,DST,NYJ,TEN,3800    
Hunter Henry,TE,NE,SEA,3800    
Ravens,DST,BAL,LV,3700    
Tutu Atwell,WR,LAR,ARI,3700    
Trenton Irwin,WR,CIN,KC,3700    
Chris Conley,WR,SF,MIN,3700    
Juwan Johnson,TE,NO,DAL,3700    
Jalen McMillan,WR,TB,DET,3600    
Nelson Agholor,WR,BAL,LV,3600    
Noah Fant,TE,SEA,NE,3600    
Cade Otton,TE,TB,DET,3600    
Elijah Moore,WR,CLE,JAX,3600    
49ers,DST,SF,MIN,3600    
Kalif Raymond,WR,DET,TB,3500    
Cedrick Wilson,WR,NO,DAL,3500    
Steelers,DST,PIT,DEN,3500    
Jalen Tolbert,WR,DAL,NO,3500    
Jordan Whittington,WR,LAR,ARI,3500    
Zach Ertz,TE,WAS,NYG,3500    
JuJu Smith-Schuster,WR,KC,CIN,3500    
Tyler Conklin,TE,NYJ,TEN,3500    
Jermaine Burton,WR,CIN,KC,3500    
Luke Musgrave,TE,GB,IND,3400    
Van Jefferson,WR,PIT,DEN,3400    
KaVontae Turpin,WR,DAL,NO,3400    
Treylon Burks,WR,TEN,NYJ,3400    
AT Perry,WR,NO,DAL,3400    
Xavier Gipson,WR,NYJ,TEN,3400    
Chargers,DST,LAC,CAR,3400    
Eagles,DST,PHI,ATL,3400    
Josh Oliver,TE,MIN,SF,3400    
Tre Tucker,WR,LV,BAL,3400    
Devaughn Vele,WR,DEN,PIT,3400    
Justin Watson,WR,KC,CIN,3300    
Tyler Johnson,WR,LAR,ARI,3300    
Browns,DST,CLE,JAX,3300    
Jonnu Smith,TE,MIA,BUF,3300    
Allen Lazard,WR,NYJ,TEN,3300    
Colts,DST,IND,GB,3300    
Marquez Valdes-Scantling,WR,BUF,MIA,3300    
Tyquan Thornton,WR,NE,SEA,3300    
Tucker Kraft,TE,GB,IND,3300    
Marvin Mims,WR,DEN,PIT,3300    
Brandon Powell,WR,MIN,SF,3300    
Trey Palmer,WR,TB,DET,3300    
Tyler Higbee,TE,LAR,ARI,3300    
Jacob Cowing,WR,SF,MIN,3300    
Jonathan Mingo,WR,CAR,LAC,3200    
Dyami Brown,WR,WAS,NYG,3200    
Ashton Dulin,WR,IND,GB,3200    
Chiefs,DST,KC,CIN,3200    
Noah Brown,WR,WAS,NYG,3200    
Bo Melton,WR,GB,IND,3200    
Bills,DST,BUF,MIA,3200    
Nick Westbrook-Ikhine,WR,TEN,NYJ,3200    
Trent Sherfield,WR,MIN,SF,3200    
Gerald Everett,TE,CHI,HOU,3200    
Johnny Mundt,TE,MIN,SF,3200    
Jalen Brooks,WR,DAL,NO,3200    
Roman Wilson,WR,PIT,DEN,3200    
Jake Tonges,TE,SF,MIN,3200    
Colby Parkinson,TE,LAR,ARI,3100    
Dawson Knox,TE,BUF,MIA,3100    
Ray-Ray McCloud,WR,ATL,PHI,3100    
Jalin Hyatt,WR,NYG,WAS,3100    
Mack Hollins,WR,BUF,MIA,3100    
Texans,DST,HOU,CHI,3100    
Cedric Tillman,WR,CLE,JAX,3100    
Calvin Austin,WR,PIT,DEN,3100    
Parker Washington,WR,JAX,CLE,3100    
Jaguars,DST,JAX,CLE,3100    
Mike Gesicki,TE,CIN,KC,3100    
Tyler Scott,WR,CHI,HOU,3000    
Jordan Akins,TE,CLE,JAX,3000    
Mecole Hardman,WR,KC,CIN,3000    
Britain Covey,WR,PHI,ATL,3000    
Javon Baker,WR,NE,SEA,3000    
David Moore,WR,CAR,LAC,3000    
Colton Dowell,WR,TEN,NYJ,3000    
Kameron Johnson,WR,TB,DET,3000    
Xavier Weaver,WR,ARI,LAR,3000    
Tim Jones,WR,JAX,CLE,3000    
River Cracraft,WR,MIA,BUF,3000    
Steven Sims,WR,HOU,CHI,3000    
Eric Saubert,TE,SF,MIN,3000    
Deonte Harty,WR,BAL,LV,3000    
Seahawks,DST,SEA,NE,3000    
DJ Chark,WR,LAC,CAR,3000    
Bryce Ford-Wheaton,WR,NYG,WAS,3000    
TreQuan Smith,WR,DET,TB,3000    
DeAndre Carter,WR,CHI,HOU,3000    
Jaelon Darden,WR,CLE,JAX,3000    
Skyy Moore,WR,KC,CIN,3000    
Johnny Wilson,WR,PHI,ATL,3000    
Kayshon Boutte,WR,NE,SEA,3000    
Jeff Foreman,WR,LV,BAL,3000    
JhaQuan Jackson,WR,TEN,NYJ,3000    
Ryan Flournoy,WR,DAL,NO,3000    
Zach Pascal,WR,ARI,LAR,3000    
Malik Heath,WR,GB,IND,3000    
Odell Beckham,WR,MIA,BUF,3000    
Xavier Hutchinson,WR,HOU,CHI,3000    
Trishton Jackson,WR,MIN,SF,3000    
Tylan Wallace,WR,BAL,LV,3000    
Casey Washington,WR,ATL,PHI,3000    
Austin Hooper,TE,NE,SEA,3000    
Brenden Rice,WR,LAC,CAR,3000    
Gunner Olszewski,WR,NYG,WAS,3000    
Isaiah Williams,WR,DET,TB,3000    
Velus Jones,WR,CHI,HOU,3000    
Jamari Thrash,WR,CLE,JAX,3000    
Durham Smythe,TE,MIA,BUF,3000    
KhaDarel Hodge,WR,ATL,PHI,3000    
Dareke Young,WR,SEA,NE,3000    
Ramel Keyton,WR,LV,BAL,3000    
Malik Taylor,WR,NYJ,TEN,3000    
Mason Tipton,WR,NO,DAL,3000    
Chris Moore,WR,ARI,LAR,3000    
Juwann Winfree,WR,IND,GB,3000    
Grant DuBose,WR,MIA,BUF,3000    
Robert Woods,WR,HOU,CHI,3000    
Ricky Pearsall,WR,SF,MIN,3000    
Charlie Jones,WR,CIN,KC,3000    
Jacob Harris,WR,PHI,ATL,3000    
JaQuae Jackson,WR,NE,SEA,3000    
Simi Fehoko,WR,LAC,CAR,3000    
Jamison Crowder,WR,WAS,NYG,3000    
Rakim Jarrett,WR,TB,DET,3000    
Troy Franklin,WR,DEN,PIT,3000    
David White,WR,JAX,CLE,3000    
Anthony Schwartz,WR,MIA,BUF,3000    
Rondale Moore,WR,ATL,PHI,3000    
Laviska Shenault,WR,SEA,NE,3000    
DJ Turner,WR,LV,BAL,3000    
Irvin Charles,WR,NYJ,TEN,3000    
Bub Means,WR,NO,DAL,3000    
Commanders,DST,WAS,NYG,3000    
Anthony Gould,WR,IND,GB,3000    
Malik Washington,WR,MIA,BUF,3000    
Nsimba Webster,WR,CHI,HOU,3000    
Ronnie Bell,WR,SF,MIN,3000    
Jaaron Hayek,WR,KC,CIN,3000    
Ainias Smith,WR,PHI,ATL,3000    
Kendrick Bourne,WR,NE,SEA,3000    
Derius Davis,WR,LAC,CAR,3000    
Olamide Zaccheaus,WR,WAS,NYG,3000    
John Stephens,TE,DAL,NO,3000    
Scotty Miller,WR,PIT,DEN,3000    
Devin Duvernay,WR,JAX,CLE,3000    
Tahj Washington,WR,MIA,BUF,3000    
John Metchie,WR,HOU,CHI,3000    
Jake Bobo,WR,SEA,NE,3000    
Devontez Walker,WR,BAL,LV,3000    
Malachi Corley,WR,NYJ,TEN,3000    
Hayden Hurst,TE,LAC,CAR,3000    
Chase Cota,WR,NYG,WAS,3000    
Antoine Green,WR,DET,TB,3000    
Braxton Berrios,WR,MIA,BUF,3000    
Rams,DST,LAR,ARI,2900    
Michael Mayer,TE,LV,BAL,2900    
Kylen Granson,TE,IND,GB,2900    
Lions,DST,DET,TB,2900    
Luke Schoonmaker,TE,DAL,NO,2900    
Greg Dulcich,TE,DEN,PIT,2900    
Will Dissly,TE,LAC,CAR,2900    
Broncos,DST,DEN,PIT,2800    
Brevyn Spann-Ford,TE,DAL,NO,2800    
Davis Allen,TE,LAR,ARI,2800    
Tanner Hudson,TE,CIN,KC,2800    
Daniel Bellinger,TE,NYG,WAS,2800    
Noah Gray,TE,KC,CIN,2800    
Jeremy Ruckert,TE,NYJ,TEN,2800    
Falcons,DST,ATL,PHI,2800    
Patriots,DST,NE,SEA,2800    
Giants,DST,NYG,WAS,2700    
Titans,DST,TEN,NYJ,2700    
Brenden Bates,TE,NYJ,TEN,2700    
Dolphins,DST,MIA,BUF,2700    
Adam Trautman,TE,DEN,PIT,2700    
Theo Johnson,TE,NYG,WAS,2600    
Foster Moreau,TE,NO,DAL,2600    
Ben Sinnott,TE,WAS,NYG,2600    
JaTavion Sanders,TE,CAR,LAC,2600    
Kenny Yeboah,TE,NYJ,TEN,2600    
Bengals,DST,CIN,KC,2600    
Bears,DST,CHI,HOU,2600    
Packers,DST,GB,IND,2600    
Brevin Jordan,TE,HOU,CHI,2600    
Brock Wright,TE,DET,TB,2600    
Tip Reiman,TE,ARI,LAR,2500    
Zach Wood,TE,NO,DAL,2500    
Marcedes Lewis,TE,CHI,HOU,2500    
Will Mallory,TE,IND,GB,2500    
Drew Sample,TE,CIN,KC,2500    
Pharaoh Brown,TE,SEA,NE,2500    
Chris Manhertz,TE,NYG,WAS,2500    
Messiah Swinson,TE,CAR,LAC,2500    
Connor Heyward,TE,PIT,DEN,2500    
Evan Deckers,TE,TB,DET,2500    
Tanner Conner,TE,MIA,BUF,2500    
Grant Calcaterra,TE,PHI,ATL,2500    
Luke Farrell,TE,JAX,CLE,2500    
Charlie Kolar,TE,BAL,LV,2500    
Anthony Firkser,TE,NYJ,TEN,2500    
Elijah Higgins,TE,ARI,LAR,2500    
Dallin Holker,TE,NO,DAL,2500    
Mitchell Fraboni,TE,DEN,PIT,2500    
Drew Ogletree,TE,IND,GB,2500    
James Winchester,TE,KC,CIN,2500    
Charlie Woerner,TE,ATL,PHI,2500    
Andrew DePaola,TE,MIN,SF,2500    
David Martin-Robinson,TE,TEN,NYJ,2500    
Jordan Matthews,TE,CAR,LAC,2500    
Darnell Washington,TE,PIT,DEN,2500    
Devin Culp,TE,TB,DET,2500    
Julian Hill,TE,MIA,BUF,2500    
Dalton Keene,TE,HOU,CHI,2500    
Tyler Davis,TE,GB,IND,2500    
Cal Adomitis,TE,CIN,KC,2500    
Jaheim Bell,TE,NE,SEA,2500    
John Bates,TE,WAS,NYG,2500    
Eric Tomlinson,TE,LAC,CAR,2500    
Nate Adkins,TE,DEN,PIT,2500    
Mo Alie-Cox,TE,IND,GB,2500    
Peyton Hendershot,TE,KC,CIN,2500    
Ross Dwelley,TE,ATL,PHI,2500    
Nick Muse,TE,MIN,SF,2500    
Thomas Odukoya,TE,TEN,NYJ,2500    
Tommy Tremble,TE,CAR,LAC,2500    
Hunter Long,TE,LAR,ARI,2500    
Ko Kieft,TE,TB,DET,2500    
Cade Stover,TE,HOU,CHI,2500    
Jelani Woods,TE,IND,GB,2500    
Tanner McLachlan,TE,CIN,KC,2500    
AJ Barner,TE,SEA,NE,2500    
Colson Yankoff,TE,WAS,NYG,2500    
Stone Smartt,TE,LAC,CAR,2500    
Lucas Krull,TE,DEN,PIT,2500    
Buccaneers,DST,TB,DET,2500    
Jared Wiley,TE,KC,CIN,2500    
Albert Okwuegbunam,TE,PHI,ATL,2500    
Patrick Murtagh,TE,JAX,CLE,2500    
Nick Vannett,TE,TEN,NYJ,2500    
Raiders,DST,LV,BAL,2500    
Travis Vokolek,TE,ARI,LAR,2500    
Payne Durham,TE,TB,DET,2500    
Patrick Scales,TE,CHI,HOU,2500    
Ben Sims,TE,GB,IND,2500    
Erick All,TE,CIN,KC,2500    
Brady Russell,TE,SEA,NE,2500    
Tyler Ott,TE,WAS,NYG,2500    
Ian Thomas,TE,CAR,LAC,2500    
MyCole Pruitt,TE,PIT,DEN,2500    
Parker Hesse,TE,DET,TB,2500    
Quintin Morris,TE,BUF,MIA,2500    
McCallan Castles,TE,PHI,ATL,2500    
Brenton Strange,TE,JAX,CLE,2500    
Josh Whyle,TE,TEN,NYJ,2500    
Harrison Bryant,TE,LV,BAL,2500    
Saints,DST,NO,DAL,2400    
Vikings,DST,MIN,SF,2400    
Cardinals,DST,ARI,LAR,2300    
Panthers,DST,CAR,LAC,2300    
