player,position,team,opponent,salary
Jerome Ford,RB,CLE,LV,5700
Chuba Hubbard,RB,CAR,CIN,5700
Xavier Worthy,WR,KC,LAC,5700
Sam LaPorta,TE,DET,SEA,5700
George Pickens,WR,PIT,IND,5700
Jameson Williams,WR,DET,SEA,5700
Caleb Williams,QB,CHI,LAR,5600
Brock Bowers,TE,LV,CLE,5600
Matthew Stafford,QB,LAR,CHI,5600
Jauan Jennings,WR,SF,NE,5600
Diontae Johnson,WR,CAR,CIN,5600
Najee Harris,RB,PIT,IND,5600
Tank Bigsby,RB,JAX,HOU,5600
Khalil Shakir,WR,BUF,BAL,5600
Tyler Huntley,QB,MIA,TEN,5500
Justin Fields,QB,PIT,IND,5500
Jakobi Meyers,WR,LV,CLE,5500
Romeo Doubs,WR,GB,MIN,5500
Carson Steele,RB,KC,LAC,5500
DAndre Swift,RB,CHI,LAR,5500
Justin Herbert,QB,LAC,KC,5500
Rashid Shaheed,WR,NO,ATL,5500
Jaxon Smith-Njigba,WR,SEA,DET,5500
George Kittle,TE,SF,NE,5500
Russell Wilson,QB,PIT,IND,5400
DeAndre Hopkins,WR,TEN,MIA,5400
Tank Dell,WR,HOU,JAX,5400
Deshaun Watson,QB,CLE,LV,5400
Brian Thomas,WR,JAX,HOU,5400
Samaje Perine,RB,KC,LAC,5400
Braelon Allen,RB,NYJ,DEN,5400
Rico Dowdle,RB,DAL,NYG,5300
TJ Hockenson,TE,MIN,GB,5300
Zamir White,RB,LV,CLE,5300
Malik Willis,QB,GB,MIN,5300
Bucky Irving,RB,TB,PHI,5300
Andy Dalton,QB,CAR,CIN,5300
Courtland Sutton,WR,DEN,NYJ,5300
Brandin Cooks,WR,DAL,NYG,5300
Cam Akers,RB,HOU,JAX,5300
Daniel Jones,QB,NYG,DAL,5200
Jerry Jeudy,WR,CLE,LV,5200
Christian Kirk,WR,JAX,HOU,5200
Alexander Mattison,RB,LV,CLE,5200
Mac Jones,QB,JAX,HOU,5200
Gardner Minshew,QB,LV,CLE,5200
Rome Odunze,WR,CHI,LAR,5200
Kareem Hunt,RB,KC,LAC,5200
Ezekiel Elliott,RB,DAL,NYG,5200
Dalton Kincaid,TE,BUF,BAL,5200
Javonte Williams,RB,DEN,NYJ,5200
Ty Chandler,RB,MIN,GB,5100
Mike Williams,WR,NYJ,DEN,5100
Demarcus Robinson,WR,LAR,CHI,5100
Bo Nix,QB,DEN,NYJ,5100
Adam Thielen,WR,CAR,CIN,5100
Will Levis,QB,TEN,MIA,5100
Jaylen Warren,RB,PIT,IND,5100
Chase Brown,RB,CIN,CAR,5100
Aidan OConnell,QB,LV,CLE,5100
Jordan Addison,WR,MIN,GB,5100
Dallas Goedert,TE,PHI,TB,5100
Jonathon Brooks,RB,CAR,CIN,5000
Easton Stick,QB,LAC,KC,5000
Alec Pierce,WR,IND,PIT,5000
Miles Sanders,RB,CAR,CIN,5000
Taylor Heinicke,QB,LAC,KC,5000
Joe Flacco,QB,IND,PIT,5000
Tyler Lockett,WR,SEA,DET,5000
Drake Maye,QB,NE,SF,5000
Dameon Pierce,RB,HOU,JAX,5000
Skylar Thompson,QB,MIA,TEN,5000
Jacoby Brissett,QB,NE,SF,5000
Christian Watson,WR,GB,MIN,5000
David Njoku,TE,CLE,LV,5000
Jahan Dotson,WR,PHI,TB,5000
Kenneth Gainwell,RB,PHI,TB,4900
Michael Penix,QB,ATL,NO,4900
Kenny Pickett,QB,PHI,TB,4900
DErnest Johnson,RB,JAX,HOU,4900
Jameis Winston,QB,CLE,LV,4900
Tim Boyle,QB,MIA,TEN,4900
Jalen Nailor,WR,MIN,GB,4900
Quentin Johnston,WR,LAC,KC,4900
Sam Howell,QB,SEA,DET,4900
Tyler Allgeier,RB,ATL,NO,4900
Khalil Herbert,RB,CHI,LAR,4800
Justice Hill,RB,BAL,BUF,4800
Kyle Pitts,TE,ATL,NO,4800
Jeff Driskel,QB,WAS,ARI,4800
Ladd McConkey,WR,LAC,KC,4800
Bryce Young,QB,CAR,CIN,4800
Tutu Atwell,WR,LAR,CHI,4800
Trey Benson,RB,ARI,WAS,4800
Jake Browning,QB,CIN,CAR,4800
Xavier Legette,WR,CAR,CIN,4800
Tyjae Spears,RB,TEN,MIA,4800
Antonio Gibson,RB,NE,SF,4700
Tyson Bagent,QB,CHI,LAR,4700
Mitchell Trubisky,QB,BUF,BAL,4700
Tyrod Taylor,QB,NYJ,DEN,4700
Jake Ferguson,TE,DAL,NYG,4700
Joshua Palmer,WR,LAC,KC,4700
Gabe Davis,WR,JAX,HOU,4700
Drew Lock,QB,NYG,DAL,4700
Gus Edwards,RB,LAC,KC,4700
MarShawn Lloyd,RB,GB,MIN,4700
Carson Wentz,QB,KC,LAC,4700
Nick Mullens,QB,MIN,GB,4700
Keon Coleman,WR,BUF,BAL,4700
Zay Jones,WR,ARI,WAS,4600
Blake Corum,RB,LAR,CHI,4600
Will Shipley,RB,PHI,TB,4600
Jake Haener,QB,NO,ATL,4600
Josh Downs,WR,IND,PIT,4600
WanDale Robinson,WR,NYG,DAL,4600
Evan Engram,TE,JAX,HOU,4600
Cooper Rush,QB,DAL,NYG,4600
Mason Rudolph,QB,TEN,MIA,4600
Davis Mills,QB,HOU,JAX,4600
DeMario Douglas,WR,NE,SF,4500
Dare Ogunbowale,RB,HOU,JAX,4500
Joshua Dobbs,QB,SF,NE,4500
Dontayvion Wicks,WR,GB,MIN,4500
Jaleel McLaughlin,RB,DEN,NYJ,4500
Tyler Johnson,WR,LAR,CHI,4500
Jarrett Stidham,QB,DEN,NYJ,4500
Mark Andrews,TE,BAL,BUF,4500
Trey Sermon,RB,IND,PIT,4500
Jordan Whittington,WR,LAR,CHI,4400
Darnell Mooney,WR,ATL,NO,4400
Curtis Samuel,WR,BUF,BAL,4400
Jamaal Williams,RB,NO,ATL,4400
Emanuel Wilson,RB,GB,MIN,4400
Cole Kmet,TE,CHI,LAR,4400
Jalen Tolbert,WR,DAL,NYG,4300
Greg Dortch,WR,ARI,WAS,4300
Tyrone Tracy,RB,NYG,DAL,4300
Jeff Wilson,RB,MIA,TEN,4300
Josh Reynolds,WR,DEN,NYJ,4300
Isaiah Likely,TE,BAL,BUF,4300
Allen Lazard,WR,NYJ,DEN,4300
Ray Davis,RB,BUF,BAL,4300
Cordarrelle Patterson,RB,PIT,IND,4300
DOnta Foreman,RB,CLE,LV,4300
Hunter Henry,TE,NE,SF,4200
Tommy DeVito,QB,NYG,DAL,4200
Jaylen Wright,RB,MIA,TEN,4200
Isaac Guerendo,RB,SF,NE,4200
Michael Wilson,WR,ARI,WAS,4200
Tyler Boyd,WR,TEN,MIA,4200
Britain Covey,WR,PHI,TB,4200
Dalton Schultz,TE,HOU,JAX,4100
Roschon Johnson,RB,CHI,LAR,4100
Andrei Iosivas,WR,CIN,CAR,4100
Kenny McIntosh,RB,SEA,DET,4100
Ty Johnson,RB,BUF,BAL,4100
Joe Milton,QB,NE,SF,4000
CJ Ham,RB,MIN,GB,4000
Dorian Thompson-Robinson,QB,CLE,LV,4000
Aaron Shampklin,RB,PIT,IND,4000
Deuce Vaughn,RB,DAL,NYG,4000
Chris Collier,RB,BAL,BUF,4000
Michael Burton,RB,DEN,NYJ,4000
Raheem Blackshear,RB,CAR,CIN,4000
Hendon Hooker,QB,DET,SEA,4000
Emari Demercado,RB,ARI,WAS,4000
Ian Wheeler,RB,CHI,LAR,4000
Chris Rodriguez,RB,WAS,ARI,4000
Keilan Robinson,RB,JAX,HOU,4000
Gary Brightwell,RB,CLE,LV,4000
Isaiah Davis,RB,NYJ,DEN,4000
Kendre Miller,RB,NO,ATL,4000
Darrynton Evans,RB,BUF,BAL,4000
Chase Edmonds,RB,TB,PHI,4000
Jimmy Garoppolo,QB,LAR,CHI,4000
Brandon Allen,QB,SF,NE,4000
Myles Gaskin,RB,MIN,GB,4000
Clyde Edwards-Helaire,RB,KC,LAC,4000
Sam Ehlinger,QB,IND,PIT,4000
Eric Gray,RB,NYG,DAL,4000
Keaton Mitchell,RB,BAL,BUF,4000
Audric Estime,RB,DEN,NYJ,4000
Robert Burns,RB,ATL,NO,4000
Julius Chestnut,RB,TEN,MIA,4000
Jeremy McNichols,RB,WAS,ARI,4000
Travis Homer,RB,CHI,LAR,4000
Kyle Juszczyk,RB,SF,NE,4000
Case Keenum,QB,HOU,JAX,4000
Pierre Strong,RB,CLE,LV,4000
Zach Wilson,QB,DEN,NYJ,4000
Jordan Mims,RB,NO,ATL,4000
Patrick Ricard,RB,BAL,BUF,4000
Sean Tucker,RB,TB,PHI,4000
Chris Evans,RB,CIN,CAR,4000
Zach Ertz,TE,WAS,ARI,4000
JJ McCarthy,QB,MIN,GB,4000
Kimani Vidal,RB,LAC,KC,4000
Kyle Allen,QB,PIT,IND,4000
Trey Lance,QB,DAL,NYG,4000
Shane Buechele,QB,BUF,BAL,4000
Blake Watson,RB,DEN,NYJ,4000
Jase McClellan,RB,ATL,NO,4000
Alec Ingold,RB,MIA,TEN,4000
Clayton Tune,QB,ARI,WAS,4000
Cody Schrader,RB,LAR,CHI,4000
Elijah Mitchell,RB,SF,NE,4000
AJ Dillon,RB,GB,MIN,4000
Dylan Laube,RB,LV,CLE,4000
Jordan Travis,QB,NYJ,DEN,4000
Spencer Rattler,QB,NO,ATL,4000
Owen Wright,RB,BAL,BUF,4000
Tanner McKee,QB,PHI,TB,4000
Trayveon Williams,RB,CIN,CAR,4000
Sione Vaki,RB,DET,SEA,4000
Luke McCaffrey,WR,WAS,ARI,4000
Brett Rypien,QB,MIN,GB,4000
Hassan Haskins,RB,LAC,KC,4000
JJ Taylor,RB,HOU,JAX,4000
Josh Johnson,QB,BAL,BUF,4000
Tyler Badie,RB,DEN,NYJ,4000
Avery Williams,RB,ATL,NO,4000
Rashod Bateman,WR,BAL,BUF,4000
Marcus Mariota,QB,WAS,ARI,4000
Ronnie Rivers,RB,LAR,CHI,4000
Patrick Taylor,RB,SF,NE,4000
Chris Brooks,RB,GB,MIN,4000
Ameer Abdullah,RB,LV,CLE,4000
Tyler Goodson,RB,IND,PIT,4000
Hunter Luepke,RB,DAL,NYG,4000
Rasheen Ali,RB,BAL,BUF,4000
Kyle Trask,QB,TB,PHI,4000
Mike Boone,RB,CAR,CIN,4000
Craig Reynolds,RB,DET,SEA,4000
DeeJay Dallas,RB,ARI,WAS,4000
Khari Blasingame,RB,CHI,LAR,4000
JaMycal Hasty,RB,NE,SF,4000
British Brooks,RB,HOU,JAX,4000
Nyheim Hines,RB,CLE,LV,4000
Israel Abanikanda,RB,NYJ,DEN,4000
Adam Prentice,RB,NO,ATL,4000
Reggie Gilliam,RB,BUF,BAL,4000
Sam Hartman,QB,WAS,ARI,4000
Stetson Bennett,QB,LAR,CHI,4000
Pat Freiermuth,TE,PIT,IND,3900
Adonai Mitchell,WR,IND,PIT,3900
Cowboys,DST,DAL,NYG,3900
JaLynn Polk,WR,NE,SF,3900
Noah Brown,WR,WAS,ARI,3800
Johnny Wilson,WR,PHI,TB,3800
Taysom Hill,TE,NO,ATL,3800
49ers,DST,SF,NE,3800
Jets,DST,NYJ,DEN,3700
Colby Parkinson,TE,LAR,CHI,3700
Ray-Ray McCloud,WR,ATL,NO,3700
Darius Slayton,WR,NYG,DAL,3700
Dyami Brown,WR,WAS,ARI,3700
Chiefs,DST,KC,LAC,3600
Jalen McMillan,WR,TB,PHI,3600
Nelson Agholor,WR,BAL,BUF,3600
Tyler Conklin,TE,NYJ,DEN,3600
Elijah Moore,WR,CLE,LV,3600
Tre Tucker,WR,LV,CLE,3600
Cedrick Wilson,WR,NO,ATL,3500
Browns,DST,CLE,LV,3500
KaVontae Turpin,WR,DAL,NYG,3500
Trenton Irwin,WR,CIN,CAR,3500
Mike Gesicki,TE,CIN,CAR,3500
Olamide Zaccheaus,WR,WAS,ARI,3500
Chig Okonkwo,TE,TEN,MIA,3500
Kalif Raymond,WR,DET,SEA,3400
KJ Osborn,WR,NE,SF,3400
Cade Otton,TE,TB,PHI,3400
Bengals,DST,CIN,CAR,3400
Noah Fant,TE,SEA,DET,3400
Brandon Powell,WR,MIN,GB,3300
Xavier Gipson,WR,NYJ,DEN,3300
Tyler Higbee,TE,LAR,CHI,3300
Steelers,DST,PIT,IND,3300
Jonathan Mingo,WR,CAR,CIN,3300
Calvin Austin,WR,PIT,IND,3300
Juwan Johnson,TE,NO,ATL,3300
Jonnu Smith,TE,MIA,TEN,3300
Parker Washington,WR,JAX,HOU,3300
Devaughn Vele,WR,DEN,NYJ,3300
Van Jefferson,WR,PIT,IND,3200
Dolphins,DST,MIA,TEN,3200
Grant Calcaterra,TE,PHI,TB,3200
Johnny Mundt,TE,MIN,GB,3200
Treylon Burks,WR,TEN,MIA,3200
Marvin Mims,WR,DEN,NYJ,3200
DeAndre Carter,WR,CHI,LAR,3200
Raiders,DST,LV,CLE,3200
Colts,DST,IND,PIT,3200
Brock Wright,TE,DET,SEA,3200
JuJu Smith-Schuster,WR,KC,LAC,3200
Roman Wilson,WR,PIT,IND,3200
Tim Patrick,WR,DET,SEA,3200
Justin Watson,WR,KC,LAC,3200
Bills,DST,BUF,BAL,3100
LilJordan Humphrey,WR,DEN,NYJ,3100
Saints,DST,NO,ATL,3100
Dawson Knox,TE,BUF,BAL,3100
Ashton Dulin,WR,IND,PIT,3100
Jalen Brooks,WR,DAL,NYG,3100
Mack Hollins,WR,BUF,BAL,3100
Brenton Strange,TE,JAX,HOU,3100
Tyquan Thornton,WR,NE,SF,3100
Trent Sherfield,WR,MIN,GB,3100
Elijah Higgins,TE,ARI,WAS,3100
Bears,DST,CHI,LAR,3100
Laviska Shenault,WR,SEA,DET,3000
Brenden Rice,WR,LAC,KC,3000
Xavier Hutchinson,WR,HOU,JAX,3000
Alex Bachman,WR,LV,CLE,3000
Malik Taylor,WR,NYJ,DEN,3000
Bub Means,WR,NO,ATL,3000
Marquez Valdes-Scantling,WR,BUF,BAL,3000
Jamison Crowder,WR,WAS,ARI,3000
Tyler Scott,WR,CHI,LAR,3000
Colton Dowell,WR,TEN,MIA,3000
Javon Baker,WR,NE,SF,3000
Devin Duvernay,WR,JAX,HOU,3000
TreQuan Smith,WR,DET,SEA,3000
Hollywood Brown,WR,KC,LAC,3000
Ben Skowronek,WR,PIT,IND,3000
Ihmir Smith-Marsette,WR,NYG,DAL,3000
David Bell,WR,CLE,LV,3000
Kameron Johnson,WR,TB,PHI,3000
Jalen Coker,WR,CAR,CIN,3000
Odell Beckham,WR,MIA,TEN,3000
Chris Conley,WR,SF,NE,3000
Bo Melton,WR,GB,MIN,3000
Jake Bobo,WR,SEA,DET,3000
Derius Davis,WR,LAC,KC,3000
Steven Sims,WR,HOU,JAX,3000
Jeff Foreman,WR,LV,CLE,3000
Irvin Charles,WR,NYJ,DEN,3000
AT Perry,WR,NO,ATL,3000
Devontez Walker,WR,BAL,BUF,3000
Jacob Harris,WR,PHI,TB,3000
Xavier Smith,WR,LAR,CHI,3000
JhaQuan Jackson,WR,TEN,MIA,3000
Kayshon Boutte,WR,NE,SF,3000
Packers,DST,GB,MIN,3000
Isaiah Williams,WR,DET,SEA,3000
Mecole Hardman,WR,KC,LAC,3000
Scotty Miller,WR,PIT,IND,3000
Gunner Olszewski,WR,NYG,DAL,3000
Jamari Thrash,WR,CLE,LV,3000
Sterling Shepard,WR,TB,PHI,3000
Ryan Flournoy,WR,DAL,NYG,3000
Dee Eskridge,WR,MIA,TEN,3000
Xavier Weaver,WR,ARI,WAS,3000
Trishton Jackson,WR,MIN,GB,3000
Titans,DST,TEN,MIA,3000
Simi Fehoko,WR,LAC,KC,3000
John Metchie,WR,HOU,JAX,3000
Tyreik McAllister,WR,LV,CLE,3000
Malachi Corley,WR,NYJ,DEN,3000
KhaDarel Hodge,WR,ATL,NO,3000
Deonte Harty,WR,BAL,BUF,3000
Ainias Smith,WR,PHI,TB,3000
Jermaine Burton,WR,CIN,CAR,3000
Grant DuBose,WR,MIA,TEN,3000
Ricky Pearsall,WR,SF,NE,3000
Tucker Kraft,TE,GB,MIN,3000
Allen Robinson,WR,DET,SEA,3000
Skyy Moore,WR,KC,LAC,3000
Texans,DST,HOU,JAX,3000
Bryce Ford-Wheaton,WR,NYG,DAL,3000
James Proche,WR,CLE,LV,3000
Trey Palmer,WR,TB,PHI,3000
Luke Schoonmaker,TE,DAL,NYG,3000
Malik Washington,WR,MIA,TEN,3000
Zach Pascal,WR,ARI,WAS,3000
Nsimba Webster,WR,CHI,LAR,3000
Anthony Schwartz,WR,MIA,TEN,3000
JaQuae Jackson,WR,NE,SF,3000
David White,WR,JAX,HOU,3000
Seahawks,DST,SEA,DET,3000
DJ Turner,WR,LV,CLE,3000
Juwann Winfree,WR,IND,PIT,3000
Casey Washington,WR,ATL,NO,3000
Tylan Wallace,WR,BAL,BUF,3000
Parris Campbell,WR,PHI,TB,3000
Charlie Jones,WR,CIN,CAR,3000
Tahj Washington,WR,MIA,TEN,3000
Jacob Cowing,WR,SF,NE,3000
Josh Oliver,TE,MIN,GB,3000
Dareke Young,WR,SEA,DET,3000
DJ Chark,WR,LAC,KC,3000
Robert Woods,WR,HOU,JAX,3000
Jalin Hyatt,WR,NYG,DAL,3000
Cedric Tillman,WR,CLE,LV,3000
Troy Franklin,WR,DEN,NYJ,3000
Mason Tipton,WR,NO,ATL,3000
Braxton Berrios,WR,MIA,TEN,3000
Chris Moore,WR,ARI,WAS,3000
Velus Jones,WR,CHI,LAR,3000
Nick Westbrook-Ikhine,WR,TEN,MIA,3000
Kendrick Bourne,WR,NE,SF,3000
Tim Jones,WR,JAX,HOU,3000
Antoine Green,WR,DET,SEA,3000
Jaaron Hayek,WR,KC,LAC,3000
Anthony Gould,WR,IND,PIT,3000
Rondale Moore,WR,ATL,NO,3000
Jordan Akins,TE,CLE,LV,3000
Rakim Jarrett,WR,TB,PHI,3000
David Moore,WR,CAR,CIN,3000
River Cracraft,WR,MIA,TEN,3000
Ronnie Bell,WR,SF,NE,3000
Malik Heath,WR,GB,MIN,3000
Eagles,DST,PHI,TB,2900
Vikings,DST,MIN,GB,2900
Gerald Everett,TE,CHI,LAR,2900
Ravens,DST,BAL,BUF,2900
Ben Sinnott,TE,WAS,ARI,2900
Greg Dulcich,TE,DEN,NYJ,2800
Drew Sample,TE,CIN,CAR,2800
Lions,DST,DET,SEA,2800
Kylen Granson,TE,IND,PIT,2800
Foster Moreau,TE,NO,ATL,2800
Hayden Hurst,TE,LAC,KC,2800
Luke Farrell,TE,JAX,HOU,2800
Cardinals,DST,ARI,WAS,2800
Luke Musgrave,TE,GB,MIN,2800
John Bates,TE,WAS,ARI,2800
Rams,DST,LAR,CHI,2800
Michael Mayer,TE,LV,CLE,2700
Eric Saubert,TE,SF,NE,2700
Noah Gray,TE,KC,LAC,2700
Austin Hooper,TE,NE,SF,2700
Tanner Hudson,TE,CIN,CAR,2700
Will Dissly,TE,LAC,KC,2700
Jaguars,DST,JAX,HOU,2700
Tommy Tremble,TE,CAR,CIN,2700
Buccaneers,DST,TB,PHI,2700
Giants,DST,NYG,DAL,2700
Blake Whiteheart,TE,CLE,LV,2600
Brevin Jordan,TE,HOU,JAX,2600
Chargers,DST,LAC,KC,2600
Cade Stover,TE,HOU,JAX,2600
Jake Tonges,TE,SF,NE,2600
Falcons,DST,ATL,NO,2600
Adam Trautman,TE,DEN,NYJ,2600
Theo Johnson,TE,NYG,DAL,2600
Jeremy Ruckert,TE,NYJ,DEN,2600
Ben Sims,TE,GB,MIN,2500
Eric Tomlinson,TE,LAC,KC,2500
Durham Smythe,TE,MIA,TEN,2500
Mo Alie-Cox,TE,IND,PIT,2500
JaTavion Sanders,TE,CAR,CIN,2500
Brady Russell,TE,SEA,DET,2500
Broncos,DST,DEN,NYJ,2500
Stephen Carlson,TE,CHI,LAR,2500
Tip Reiman,TE,ARI,WAS,2500
Dalton Keene,TE,HOU,JAX,2500
Harrison Bryant,TE,LV,CLE,2500
John Stephens,TE,DAL,NYG,2500
Nick Vannett,TE,TEN,MIA,2500
Brenden Bates,TE,NYJ,DEN,2500
Tanner McLachlan,TE,CIN,CAR,2500
Evan Deckers,TE,TB,PHI,2500
Andrew DePaola,TE,MIN,GB,2500
Mitchell Wilcox,TE,NE,SF,2500
Quintin Morris,TE,BUF,BAL,2500
Rodney Williams,TE,PIT,IND,2500
Ross Dwelley,TE,ATL,NO,2500
AJ Barner,TE,SEA,DET,2500
Nate Adkins,TE,DEN,NYJ,2500
Marcedes Lewis,TE,CHI,LAR,2500
Tyler Ott,TE,WAS,ARI,2500
Josiah Deguara,TE,JAX,HOU,2500
James Winchester,TE,KC,LAC,2500
Brevyn Spann-Ford,TE,DAL,NYG,2500
Josh Whyle,TE,TEN,MIA,2500
Jelani Woods,TE,IND,PIT,2500
Erick All,TE,CIN,CAR,2500
Devin Culp,TE,TB,PHI,2500
Nick Muse,TE,MIN,GB,2500
Jaheim Bell,TE,NE,SF,2500
Charlie Kolar,TE,BAL,BUF,2500
MyCole Pruitt,TE,PIT,IND,2500
Charlie Woerner,TE,ATL,NO,2500
Pharaoh Brown,TE,SEA,DET,2500
Mitchell Fraboni,TE,DEN,NYJ,2500
Hunter Long,TE,LAR,CHI,2500
Colson Yankoff,TE,WAS,ARI,2500
Patrick Murtagh,TE,JAX,HOU,2500
Jared Wiley,TE,KC,LAC,2500
Chris Manhertz,TE,NYG,DAL,2500
Tanner Conner,TE,MIA,TEN,2500
Will Mallory,TE,IND,PIT,2500
Ian Thomas,TE,CAR,CIN,2500
Ko Kieft,TE,TB,PHI,2500
Robert Tonyan,TE,MIN,GB,2500
Commanders,DST,WAS,ARI,2500
Connor Heyward,TE,PIT,IND,2500
Geoff Swaim,TE,CLE,LV,2500
Zach Wood,TE,NO,ATL,2500
David Martin-Robinson,TE,TEN,MIA,2500
Lucas Krull,TE,DEN,NYJ,2500
Davis Allen,TE,LAR,CHI,2500
Albert Okwuegbunam,TE,PHI,TB,2500
Tyler Davis,TE,GB,MIN,2500
Stone Smartt,TE,LAC,KC,2500
Daniel Bellinger,TE,NYG,DAL,2500
Julian Hill,TE,MIA,TEN,2500
Drew Ogletree,TE,IND,PIT,2500
Feleipe Franks,TE,CAR,CIN,2500
Parker Hesse,TE,DET,SEA,2500
Payne Durham,TE,TB,PHI,2500
Patrick Scales,TE,CHI,LAR,2500
Travis Vokolek,TE,ARI,WAS,2500
Darnell Washington,TE,PIT,IND,2500
John Samuel Shenker,TE,LV,CLE,2500
Dallin Holker,TE,NO,ATL,2500
Thomas Odukoya,TE,TEN,MIA,2500
Kenny Yeboah,TE,NYJ,DEN,2500
Cal Adomitis,TE,CIN,CAR,2500
Jack Stoll,TE,PHI,TB,2500
Patriots,DST,NE,SF,2400
Panthers,DST,CAR,CIN,2400
