year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2025,18,Trevor Lawrence,QB,JAX,TEN,A+,1,29.8,22.0,6400
2025,18,Drake Maye,QB,NE,MIA,A,2,26.2,21.0,7100
2025,18,Dak Prescott,QB,DAL,NYG,B+,3,18.6,20.3,6800
2025,18,Caleb Williams,QB,CHI,DET,A-,4,19.7,19.7,5900
2025,18,Joe Burrow,QB,CIN,CLE,B+,5,20.6,19.2,6700
2025,18,Brock Purdy,QB,SF,SEA,B+,6,32.0,18.7,6300
2025,18,Matthew Stafford,QB,LAR,ARI,B,7,23.0,18.3,6900
2025,18,Jaxson Dart,QB,NYG,DAL,B,8,16.4,18.0,5700
2025,18,Bo Nix,QB,DEN,LAC,B,10,20.5,17.4,6200
2025,18,CJ Stroud,QB,HOU,IND,B-,11,15.8,17.1,5400
2025,18,Tyler Shough,QB,NO,ATL,C+,12,19.9,16.9,5300
2025,18,Baker Mayfield,QB,TB,CAR,C+,13,16.4,16.6,5600
2025,18,Sam Darnold,QB,SEA,SF,C,14,15.8,16.4,5800
2025,18,Jared Goff,QB,DET,CHI,C,15,18.1,16.1,6100
2025,18,Jacoby Brissett,QB,ARI,LAR,C-,16,17.4,16.0,5600
2025,18,Bryce Young,QB,CAR,TB,C-,17,14.3,15.7,4800
2025,18,Kirk Cousins,QB,ATL,NO,D+,18,14.8,15.3,5100
2025,18,Tanner McKee,QB,PHI,WAS,D,19,1.0,14.9,4500
2025,18,Cam Ward,QB,TEN,JAX,D,20,15.5,14.5,4800
2025,18,Christian McCaffrey,RB,SF,SEA,A+,1,25.5,22.3,8800
2025,18,Bijan Robinson,RB,ATL,NO,A+,2,27.2,21.0,8700
2025,18,Jahmyr Gibbs,RB,DET,CHI,A,3,19.0,20.8,8000
2025,18,Travis Etienne,RB,JAX,TEN,A,5,20.1,16.1,7100
2025,18,Chase Brown,RB,CIN,CLE,A,6,24.1,15.9,7600
2025,18,Kyren Williams,RB,LAR,ARI,A,7,16.8,15.8,6700
2025,18,RJ Harvey,RB,DEN,LAC,A,8,18.3,15.4,6800
2025,18,Jonathan Taylor,RB,IND,HOU,A-,10,14.7,15.1,7800
2025,18,TreVeyon Henderson,RB,NE,MIA,B+,11,13.5,14.3,6100
2025,18,DAndre Swift,RB,CHI,DET,B+,12,16.2,14.2,5900
2025,18,Ashton Jeanty,RB,LV,KC,B+,13,13.8,14.1,6400
2025,18,Breece Hall,RB,NYJ,BUF,B,16,9.8,13.4,6200
2025,18,James Cook,RB,BUF,NYJ,B+,17,19.3,13.3,7900
2025,18,Tony Pollard,RB,TEN,JAX,B,18,17.0,13.3,5400
2025,18,Rhamondre Stevenson,RB,NE,MIA,B-,19,18.6,12.9,5600
2025,18,Rico Dowdle,RB,CAR,TB,B-,20,10.0,12.5,5900
2025,18,Audric Estime,RB,NO,ATL,B-,21,8.1,12.3,5000
2025,18,Tyrone Tracy,RB,NYG,DAL,B-,22,13.7,12.3,5500
2025,18,Woody Marks,RB,HOU,IND,B-,23,11.6,12.2,5800
2025,18,Kenneth Walker,RB,SEA,SF,C+,24,10.0,12.1,5700
2025,18,Zach Charbonnet,RB,SEA,SF,C+,25,13.8,11.3,5600
2025,18,Dylan Sampson,RB,CLE,CIN,C+,26,7.8,10.9,5200
2025,18,Kyle Monangai,RB,CHI,DET,C,27,8.0,10.8,5400
2025,18,Tank Bigsby,RB,PHI,WAS,C,28,4.4,10.7,5400
2025,18,Michael Carter,RB,ARI,LAR,C,29,7.8,10.5,5100
2025,18,Emanuel Wilson,RB,GB,MIN,C,30,3.2,10.4,5500
2025,18,Isiah Pacheco,RB,KC,LV,C,31,5.5,10.3,5200
2025,18,Jacory Croskey-Merritt,RB,WAS,PHI,C,32,12.5,10.3,5300
2025,18,David Montgomery,RB,DET,CHI,C-,33,7.7,10.1,5000
2025,18,Tyjae Spears,RB,TEN,JAX,C-,34,8.7,10.0,4900
