year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2024,7,Lamar Jackson,QB,BAL,TB,A+,1,25.7,23.2,8000
2024,7,Jayden Daniels,QB,WAS,CAR,A+,2,23.7,21.7,7600
2024,7,Jalen Hurts,QB,PHI,NYG,A-,3,16.7,20.8,7300
2024,7,Josh Allen,QB,BUF,TEN,A-,4,19.3,19.8,7500
2024,7,Jordan Love,QB,GB,HOU,B+,5,24.9,19.0,6900
2024,7,Sam Darnold,QB,MIN,DET,B+,6,16.7,18.6,6200
2024,7,Geno Smith,QB,SEA,ATL,B,7,18.3,18.2,5800
2024,7,Baker Mayfield,QB,TB,BAL,B,8,22.7,18.0,6600
2024,7,Joe Burrow,QB,CIN,CLE,B,9,24.3,17.9,6800
2024,7,Brock Purdy,QB,SF,KC,B,10,20.2,17.7,6400
2024,7,Kirk Cousins,QB,ATL,SEA,B-,11,17.1,17.6,6300
2024,7,CJ Stroud,QB,HOU,GB,B-,12,17.9,17.4,7100
2024,7,Patrick Mahomes,QB,KC,SF,C+,13,15.3,17.3,7000
2024,7,Kyler Murray,QB,ARI,LAC,C+,14,15.7,17.1,6700
2024,7,Anthony Richardson,QB,IND,MIA,C,15,6.2,16.9,6000
2024,7,Jared Goff,QB,DET,MIN,C,16,22.6,16.7,6500
2024,7,Drake Maye,QB,NE,JAX,C-,17,7.9,16.4,5300
2024,7,Daniel Jones,QB,NYG,PHI,C-,18,16.2,16.0,5400
2024,7,Trevor Lawrence,QB,JAX,NE,C-,19,16.4,15.7,5600
2024,7,Kyren Williams,RB,LAR,LV,A+,1,22.5,19.6,8100
2024,7,Saquon Barkley,RB,PHI,NYG,A+,2,18.2,18.9,8200
2024,7,Derrick Henry,RB,BAL,TB,A+,3,27.0,17.8,8000
2024,7,Bijan Robinson,RB,ATL,SEA,A,4,15.2,17.7,7100
2024,7,Alvin Kamara,RB,NO,DEN,A,5,17.7,17.2,7800
2024,7,Kenneth Walker,RB,SEA,ATL,A,6,23.0,16.9,7300
2024,7,Chuba Hubbard,RB,CAR,WAS,A,7,20.7,16.5,6500
2024,7,Breece Hall,RB,NYJ,PIT,A,8,12.7,15.8,6800
2024,7,JK Dobbins,RB,LAC,ARI,A-,9,11.9,15.7,6300
2024,7,Joe Mixon,RB,HOU,GB,A-,10,27.2,15.7,7200
2024,7,Tony Pollard,RB,TEN,BUF,A-,11,14.2,15.2,6300
2024,7,Josh Jacobs,RB,GB,HOU,B+,12,11.5,14.8,6400
2024,7,Jahmyr Gibbs,RB,DET,MIN,B+,13,16.1,14.7,6900
2024,7,Brian Robinson,RB,WAS,CAR,B+,14,14.9,14.4,6400
2024,7,James Cook,RB,BUF,TEN,B,15,14.1,13.9,7000
2024,7,Jordan Mason,RB,SF,KC,B,16,13.2,13.8,7600
2024,7,Aaron Jones,RB,MIN,DET,B,17,16.7,13.5,6500
2024,7,DeVon Achane,RB,MIA,IND,B,18,5.8,13.5,6700
2024,7,James Conner,RB,ARI,LAC,B,19,10.6,13.5,6700
2024,7,Kareem Hunt,RB,KC,SF,B,20,14.6,13.2,6000
2024,7,Chase Brown,RB,CIN,CLE,B,21,15.7,13.1,5900
2024,7,David Montgomery,RB,DET,MIN,B,22,19.1,13.0,6600
2024,7,Tank Bigsby,RB,JAX,NE,B-,23,9.6,12.9,5800
2024,7,Rhamondre Stevenson,RB,NE,JAX,C+,24,9.2,12.7,6100
2024,7,Javonte Williams,RB,DEN,NO,B-,25,9.2,12.5,5500
2024,7,Austin Ekeler,RB,WAS,CAR,C+,26,12.1,11.0,5900
2024,7,Najee Harris,RB,PIT,NYJ,C+,27,13.5,11.0,6000
2024,7,Alexander Mattison,RB,LV,LAR,C,29,11.8,10.6,5500
2024,7,Tyrone Tracy,RB,NYG,PHI,C,30,11.5,10.1,6200
2024,7,Tyler Allgeier,RB,ATL,SEA,C,31,9.6,9.6,5100
2024,7,Zack Moss,RB,CIN,CLE,C,32,11.8,9.4,5800
2024,7,Trey Sermon,RB,IND,MIA,C,33,7.4,9.4,5500
2024,7,Tyler Goodson,RB,IND,MIA,C,34,4.8,9.2,5400
2024,7,Devin Singletary,RB,NYG,PHI,C,35,7.9,9.0,6200
2024,7,Nick Chubb,RB,CLE,CIN,C,36,0.0,8.7,6000
2024,7,Raheem Mostert,RB,MIA,IND,C-,37,11.8,8.6,6100
2024,7,Antonio Gibson,RB,NE,JAX,C-,38,7.9,8.3,5600
2024,7,Rachaad White,RB,TB,BAL,C-,39,9.5,7.7,5700
2024,7,Jaylen Warren,RB,PIT,NYJ,C-,40,3.0,7.4,5000
2024,7,Justin Jefferson,WR,MIN,DET,A+,1,18.6,19.8,8500
2024,7,Amon-Ra St Brown,WR,DET,MIN,A+,2,18.3,17.9,8300
2024,7,Drake London,WR,ATL,SEA,A+,3,21.0,17.9,6900
2024,7,JaMarr Chase,WR,CIN,CLE,A+,4,25.2,17.6,8400
2024,7,Malik Nabers,WR,NYG,PHI,A+,5,25.7,17.5,7500
2024,7,AJ Brown,WR,PHI,NYG,A+,6,23.6,16.4,8000
2024,7,Stefon Diggs,WR,HOU,GB,A,7,18.1,16.3,7700
2024,7,DK Metcalf,WR,SEA,ATL,A,8,12.8,16.2,6800
2024,7,Terry McLaurin,WR,WAS,CAR,A,9,18.7,16.2,6800
2024,7,Diontae Johnson,WR,CAR,WAS,A,10,18.3,15.5,6600
