year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2025,7,Jayden Daniels,QB,WAS,DAL,A+,1,19.9,23.2,6900
2025,7,Patrick Mahomes,QB,KC,LV,A,2,24.9,22.2,7000
2025,7,Dak Prescott,QB,DAL,WAS,A,3,23.9,21.3,6500
2025,7,Jalen Hurts,QB,PHI,MIN,A,4,22.4,20.6,6700
2025,7,Drake Maye,QB,NE,TEN,A,5,20.7,19.9,6300
2025,7,Baker Mayfield,QB,TB,DET,A,6,21.0,19.4,6600
2025,7,Caleb Williams,QB,CHI,NO,B+,7,20.6,19.1,5800
2025,7,Jared Goff,QB,DET,TB,B+,8,15.8,18.8,6000
2025,7,Justin Herbert,QB,LAC,IND,B,9,16.1,18.6,6400
2025,7,Bo Nix,QB,DEN,NYG,B,10,17.9,18.3,5600
2025,7,Jordan Love,QB,GB,ARI,B-,11,18.1,18.1,6200
2025,7,Daniel Jones,QB,IND,LAC,B-,12,17.1,17.7,6000
2025,7,Justin Fields,QB,NYJ,CAR,C+,13,19.3,17.3,5700
2025,7,Matthew Stafford,QB,LAR,JAX,C+,14,19.3,16.8,6100
2025,7,Jaxson Dart,QB,NYG,DEN,C,15,15.3,16.3,5200
2025,7,CJ Stroud,QB,HOU,SEA,C,16,19.9,15.8,5200
2025,7,Trevor Lawrence,QB,JAX,LAR,C-,17,16.7,15.5,5300
2025,7,Sam Darnold,QB,SEA,HOU,C-,18,20.4,15.2,5400
2025,7,Aaron Rodgers,QB,PIT,CIN,C-,19,14.3,15.0,5400
2025,7,Bijan Robinson,RB,ATL,SF,A+,1,26.7,21.9,8300
2025,7,Christian McCaffrey,RB,SF,ATL,A+,2,25.5,21.5,8500
2025,7,Jonathan Taylor,RB,IND,LAC,A+,3,25.7,21.3,8800
2025,7,Jahmyr Gibbs,RB,DET,TB,A,4,17.2,18.7,7500
2025,7,DeVon Achane,RB,MIA,CLE,A,5,20.2,18.1,8100
2025,7,Josh Jacobs,RB,GB,ARI,A,6,25.4,17.5,7800
2025,7,Javonte Williams,RB,DAL,WAS,A,7,16.6,16.4,6700
2025,7,Quinshon Judkins,RB,CLE,MIA,A,8,13.9,16.2,6000
2025,7,Saquon Barkley,RB,PHI,MIN,A,9,13.4,16.2,7700
2025,7,Kyren Williams,RB,LAR,JAX,A-,10,19.4,15.9,6600
2025,7,Rachaad White,RB,TB,DET,A-,11,12.9,15.2,6400
2025,7,Rico Dowdle,RB,CAR,NYJ,A-,12,20.3,14.7,6800
2025,7,Jacory Croskey-Merritt,RB,WAS,DAL,B+,13,12.7,14.7,6100
2025,7,Breece Hall,RB,NYJ,CAR,A-,14,12.2,14.6,6300
2025,7,Ashton Jeanty,RB,LV,KC,B+,15,18.1,14.6,7000
2025,7,Cam Skattebo,RB,NYG,DEN,B,16,20.6,14.4,6500
2025,7,Jaylen Warren,RB,PIT,CIN,B,17,10.7,14.0,5400
2025,7,JK Dobbins,RB,DEN,NYG,B,18,11.6,13.7,5600
2025,7,Travis Etienne,RB,JAX,LAR,B,19,12.4,13.7,5700
2025,7,DAndre Swift,RB,CHI,NO,B,20,17.4,13.0,5700
2025,7,Kimani Vidal,RB,LAC,IND,B,21,8.6,12.9,5500
2025,7,Alvin Kamara,RB,NO,CHI,B-,22,10.0,12.8,5900
2025,7,Jordan Mason,RB,MIN,PHI,B-,23,15.5,11.4,6200
2025,7,Chase Brown,RB,CIN,PIT,B-,24,9.2,11.4,5300
2025,7,Kenneth Walker,RB,SEA,HOU,C+,25,11.1,11.3,5600
2025,7,Rhamondre Stevenson,RB,NE,TEN,C+,26,6.6,10.8,5200
2025,7,David Montgomery,RB,DET,TB,C+,27,14.2,10.6,5500
2025,7,Isiah Pacheco,RB,KC,LV,C,28,8.3,10.6,5000
2025,7,Tony Pollard,RB,TEN,NE,C,29,11.5,10.5,5400
2025,7,Zach Charbonnet,RB,SEA,HOU,C,31,9.6,9.8,5100
2025,7,TreVeyon Henderson,RB,NE,TEN,C,32,7.4,9.4,5100
2025,7,Woody Marks,RB,HOU,SEA,C,33,11.6,9.4,5200
2025,7,Kenneth Gainwell,RB,PIT,CIN,C,34,16.9,8.4,5900
2025,7,Kareem Hunt,RB,KC,LV,C-,35,10.1,8.2,4800
2025,7,RJ Harvey,RB,DEN,NYG,C-,36,9.2,8.1,4600
2025,7,Nick Chubb,RB,HOU,SEA,C-,37,9.1,7.7,5000
2025,7,Michael Carter,RB,ARI,GB,C-,38,8.9,7.7,4800
2025,7,Amon-Ra St Brown,WR,DET,TB,A+,1,19.6,20.2,8200
2025,7,Jaxon Smith-Njigba,WR,SEA,HOU,A+,2,22.8,19.1,7900
2025,7,JaMarr Chase,WR,CIN,PIT,A+,3,17.6,17.8,8000
2025,7,Davante Adams,WR,LAR,JAX,A+,4,13.0,17.2,7200
2025,7,Justin Jefferson,WR,MIN,PHI,A+,5,18.1,17.2,7600
2025,7,Drake London,WR,ATL,SF,A+,6,22.4,16.5,6200
2025,7,Nico Collins,WR,HOU,SEA,A,7,16.8,16.0,7100
2025,7,Rome Odunze,WR,CHI,NO,A,8,12.4,16.0,6600
2025,7,Rashee Rice,WR,KC,LV,A,9,0.0,16.0,5600
2025,7,George Pickens,WR,DAL,WAS,A,10,24.2,15.8,7300
2025,7,Deebo Samuel,WR,WAS,DAL,A,11,13.5,15.6,6200
2025,7,CeeDee Lamb,WR,DAL,WAS,A,12,0.0,15.2,7500
2025,7,Brian Thomas,WR,JAX,LAR,A,13,13.3,14.8,6400
2025,7,Jaylen Waddle,WR,MIA,CLE,A,14,15.4,14.6,6300
2025,7,Courtland Sutton,WR,DEN,NYG,A,15,15.9,14.5,5900
2025,7,DK Metcalf,WR,PIT,CIN,A,16,18.4,14.2,5700
2025,7,Ladd McConkey,WR,LAC,IND,A-,17,12.0,14.0,6000
2025,7,Chris Olave,WR,NO,CHI,A-,18,13.6,13.9,5400
2025,7,Stefon Diggs,WR,NE,TEN,A-,19,13.0,13.8,5600
2025,7,Tetairoa McMillan,WR,CAR,NYJ,A-,20,12.3,13.7,6400
2025,7,Xavier Worthy,WR,KC,LV,A-,21,12.9,13.3,6100
2025,7,Michael Pittman,WR,IND,LAC,B+,22,13.3,13.3,5100
2025,7,AJ Brown,WR,PHI,MIN,B+,23,12.2,13.1,5800
2025,7,Keenan Allen,WR,LAC,IND,B+,24,11.4,13.0,5500
2025,7,DeVonta Smith,WR,PHI,MIN,B,25,13.3,12.9,5700
2025,7,WanDale Robinson,WR,NYG,DEN,B,26,9.2,12.8,5400
2025,7,Romeo Doubs,WR,GB,ARI,B-,27,14.9,12.7,5000
2025,7,Jordan Addison,WR,MIN,PHI,C+,28,15.3,12.5,5100
2025,7,Kendrick Bourne,WR,SF,ATL,B-,29,13.5,12.3,5200
2025,7,Jameson Williams,WR,DET,TB,C+,30,8.2,11.7,5000
2025,7,Tee Higgins,WR,CIN,PIT,C+,31,7.8,11.4,6000
2025,7,Jakobi Meyers,WR,LV,KC,C+,32,7.9,11.2,5500
2025,7,Matthew Golden,WR,GB,ARI,C+,33,11.5,11.2,4700
2025,7,Cooper Kupp,WR,SEA,HOU,C,34,8.9,11.0,4800
2025,7,Sterling Shepard,WR,TB,DET,C,35,8.8,11.0,4500
2025,7,Tre Tucker,WR,LV,KC,C,36,17.1,10.9,5300
2025,7,Rashid Shaheed,WR,NO,CHI,C,37,11.4,10.9,4500
2025,7,Josh Downs,WR,IND,LAC,C,38,9.9,10.7,4800
2025,7,Jauan Jennings,WR,SF,ATL,C,39,4.1,10.4,4700
2025,7,Jerry Jeudy,WR,CLE,MIA,C,40,5.8,10.3,4400
2025,7,Elic Ayomanor,WR,TEN,NE,C,41,7.4,9.6,4200
2025,7,Christian Kirk,WR,HOU,SEA,C,42,7.0,9.3,4100
2025,7,Tez Johnson,WR,TB,DET,C,43,6.0,9.2,4200
2025,7,Troy Franklin,WR,DEN,NYG,C,44,6.0,9.1,3900
2025,7,DJ Moore,WR,CHI,NO,C,45,9.6,9.1,5200
2025,7,Mike Evans,WR,TB,DET,C+,46,13.3,9.0,6500
