year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2025,9,Patrick Mahomes,QB,KC,BUF,A+,1,27.6,23.0,7100
2025,9,Josh Allen,QB,BUF,KC,A+,2,20.3,22.7,7300
2025,9,Lamar Jackson,QB,BAL,MIA,A,3,0.0,22.2,6900
2025,9,Justin Herbert,QB,LAC,TEN,A-,4,22.7,21.6,6800
2025,9,Drake Maye,QB,NE,ATL,A-,5,22.4,21.0,6500
2025,9,Dak Prescott,QB,DAL,ARI,A-,6,20.6,20.4,6700
2025,9,Daniel Jones,QB,IND,PIT,B+,7,21.4,19.9,6200
2025,9,Jayden Daniels,QB,WAS,SEA,B+,8,19.1,19.5,6600
2025,9,Caleb Williams,QB,CHI,CIN,B,9,12.8,19.3,5700
2025,9,Jaxson Dart,QB,NYG,SF,B,10,22.5,19.0,5200
2025,9,Matthew Stafford,QB,LAR,NO,B,11,20.8,18.7,6300
2025,9,Jordan Love,QB,GB,CAR,B-,12,19.2,18.3,6100
2025,9,Jared Goff,QB,DET,MIN,C+,13,16.1,17.9,6000
2025,9,Jacoby Brissett,QB,ARI,DAL,C,14,13.8,17.4,4700
2025,9,Joe Flacco,QB,CIN,CHI,C,15,23.0,17.1,5600
2025,9,Sam Darnold,QB,SEA,WAS,C,16,19.4,16.8,5500
2025,9,Trevor Lawrence,QB,JAX,LV,C,17,21.3,16.6,5400
2025,9,Mac Jones,QB,SF,NYG,C-,18,15.2,16.4,5000
2025,9,Christian McCaffrey,RB,SF,NYG,A+,1,25.2,24.1,8800
2025,9,Jonathan Taylor,RB,IND,PIT,A+,2,31.7,22.0,9800
2025,9,Bijan Robinson,RB,ATL,NE,A+,3,20.9,20.1,8700
2025,9,Jahmyr Gibbs,RB,DET,MIN,A,4,20.3,19.3,8000
2025,9,DeVon Achane,RB,MIA,BAL,A,5,20.1,19.8,7400
2025,9,Javonte Williams,RB,DAL,ARI,A,6,18.0,17.8,7000
2025,9,Kimani Vidal,RB,LAC,TEN,A,7,13.2,16.1,6300
2025,9,Derrick Henry,RB,BAL,MIA,A,8,14.1,15.6,6500
2025,9,Josh Jacobs,RB,GB,CAR,A,9,21.4,15.5,7700
2025,9,Kyren Williams,RB,LAR,NO,A-,10,18.8,15.1,6800
2025,9,James Cook,RB,BUF,KC,A-,11,15.7,15.0,7200
2025,9,Jaylen Warren,RB,PIT,IND,A-,12,12.5,14.7,5500
2025,9,Kyle Monangai,RB,CHI,CIN,B+,13,8.4,14.3,4600
2025,9,Ashton Jeanty,RB,LV,JAX,B+,14,12.3,14.2,6700
2025,9,Chase Brown,RB,CIN,CHI,B+,15,14.6,13.4,5900
2025,9,Travis Etienne,RB,JAX,LV,B,16,8.3,12.6,5600
2025,9,Tyrone Tracy,RB,NYG,SF,B,17,6.2,12.0,5100
2025,9,Kareem Hunt,RB,KC,BUF,B,19,10.5,11.8,4700
2025,9,Rico Dowdle,RB,CAR,GB,B,20,20.6,11.6,5800
2025,9,TreVeyon Henderson,RB,NE,ATL,B,21,3.8,11.3,4900
2025,9,David Montgomery,RB,DET,MIN,B-,22,10.7,11.3,5000
2025,9,JK Dobbins,RB,DEN,HOU,B-,23,10.6,10.6,6000
2025,9,Kenneth Walker,RB,SEA,WAS,B-,24,7.0,10.3,5600
2025,9,Alvin Kamara,RB,NO,LAR,C+,25,8.6,10.3,5500
2025,9,Zach Charbonnet,RB,SEA,WAS,C+,26,12.0,10.2,5100
2025,9,Jacory Croskey-Merritt,RB,WAS,SEA,C+,27,9.9,10.1,5300
2025,9,Woody Marks,RB,HOU,DEN,C+,28,10.0,10.0,5400
2025,9,Aaron Jones,RB,MIN,DET,C,29,5.0,10.0,5200
2025,9,Tyjae Spears,RB,TEN,LAC,C,30,8.7,9.9,5100
2025,9,Tony Pollard,RB,TEN,LAC,C,31,10.0,9.9,5300
2025,9,Brashard Smith,RB,KC,BUF,C,32,6.4,8.5,4200
2025,9,Samaje Perine,RB,CIN,CHI,C,33,7.6,7.8,4400
2025,9,Jordan Mason,RB,MIN,DET,C,34,8.6,7.7,5700
2025,9,RJ Harvey,RB,DEN,HOU,C-,35,11.0,7.6,5000
2025,9,Nick Chubb,RB,HOU,DEN,C-,36,7.7,7.4,4900
2025,9,Chuba Hubbard,RB,CAR,GB,C-,37,8.5,7.2,5300
2025,9,Kenneth Gainwell,RB,PIT,IND,C-,39,5.5,6.8,4500
2025,9,JaMarr Chase,WR,CIN,CHI,A+,1,28.3,21.8,8400
2025,9,Jaxon Smith-Njigba,WR,SEA,WAS,A+,2,27.9,21.4,8100
2025,9,Puka Nacua,WR,LAR,NO,A+,3,14.7,20.5,8500
2025,9,Amon-Ra St Brown,WR,DET,MIN,A+,4,17.4,19.4,8300
2025,9,CeeDee Lamb,WR,DAL,ARI,A+,5,18.3,18.4,7900
2025,9,Rashee Rice,WR,KC,BUF,A+,6,24.4,17.5,7600
2025,9,Justin Jefferson,WR,MIN,DET,A,7,15.5,16.3,7800
2025,9,Davante Adams,WR,LAR,NO,A,8,16.1,16.2,7500
2025,9,Rome Odunze,WR,CHI,CIN,A,9,9.6,16.0,6600
2025,9,George Pickens,WR,DAL,ARI,A,10,18.1,15.7,6900
2025,9,Jaylen Waddle,WR,MIA,BAL,A,11,15.6,15.7,5900
2025,9,Ladd McConkey,WR,LAC,TEN,A,12,18.6,15.7,6000
2025,9,Zay Flowers,WR,BAL,MIA,A,13,11.6,15.6,5400
2025,9,Michael Pittman,WR,IND,PIT,A,14,15.8,15.1,5900
2025,9,Drake London,WR,ATL,NE,A,15,20.0,15.0,6400
2025,9,Brian Thomas,WR,JAX,LV,A,16,13.7,14.6,6200
2025,9,Nico Collins,WR,HOU,DEN,A,17,11.4,14.4,7100
2025,9,DK Metcalf,WR,PIT,IND,A-,18,14.7,14.3,5500
2025,9,Stefon Diggs,WR,NE,ATL,A-,19,13.7,14.2,5700
2025,9,Marvin Harrison,WR,ARI,DAL,A-,20,8.9,13.7,5500
2025,9,Chris Olave,WR,NO,LAR,A-,21,17.4,13.7,6100
2025,9,WanDale Robinson,WR,NYG,SF,B+,22,13.0,12.9,5100
2025,9,Deebo Samuel,WR,WAS,SEA,B+,23,11.1,12.9,5700
2025,9,Tee Higgins,WR,CIN,CHI,B,24,13.9,12.8,5900
2025,9,Courtland Sutton,WR,DEN,HOU,B,25,12.0,12.8,6500
2025,9,Tetairoa McMillan,WR,CAR,GB,B,26,13.6,12.8,5800
2025,9,Keenan Allen,WR,LAC,TEN,B,27,13.7,12.5,5600
2025,9,DJ Moore,WR,CHI,CIN,B,28,9.3,12.4,5200
2025,9,Khalil Shakir,WR,BUF,KC,B-,29,12.7,12.2,5300
2025,9,Xavier Worthy,WR,KC,BUF,C+,30,10.0,12.0,5600
2025,9,Romeo Doubs,WR,GB,CAR,B-,31,11.0,12.0,5200
2025,9,Jauan Jennings,WR,SF,NYG,C+,32,5.8,11.8,4300
2025,9,Jordan Addison,WR,MIN,DET,C+,33,16.2,11.1,5800
2025,9,Jameson Williams,WR,DET,MIN,C+,34,6.9,10.8,4800
2025,9,Jakobi Meyers,WR,LV,JAX,C+,35,7.6,10.6,5300
2025,9,Josh Downs,WR,IND,PIT,C+,36,13.5,10.4,4400
2025,9,Tre Tucker,WR,LV,JAX,C+,37,10.5,10.3,4800
2025,9,Quentin Johnston,WR,LAC,TEN,C,38,6.0,10.0,5400
2025,9,Rashid Shaheed,WR,NO,LAR,C,39,12.7,10.0,5100
2025,9,Troy Franklin,WR,DEN,HOU,C,40,12.9,9.9,4900
