year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2025,10,Josh Allen,QB,BUF,MIA,A+,1,23.1,24.1,7000
2025,10,Lamar Jackson,QB,BAL,MIN,A,2,25.6,22.2,6800
2025,10,Drake Maye,QB,NE,TB,A,3,23.8,21.5,6400
2025,10,Justin Herbert,QB,LAC,PIT,A,4,25.9,20.7,6600
2025,10,Jalen Hurts,QB,PHI,GB,B+,5,23.7,20.5,6700
2025,10,Jaxson Dart,QB,NYG,CHI,B+,6,24.9,20.2,5700
2025,10,Bo Nix,QB,DEN,LV,B,7,24.4,19.9,6200
2025,10,Baker Mayfield,QB,TB,NE,B,8,11.9,19.6,6200
2025,10,Caleb Williams,QB,CHI,NYG,B,9,19.3,19.2,6000
2025,10,Daniel Jones,QB,IND,ATL,B,10,21.5,18.7,6100
2025,10,Matthew Stafford,QB,LAR,SF,B-,11,21.2,18.1,6500
2025,10,Jared Goff,QB,DET,WAS,B-,12,15.8,17.5,5900
2025,10,Sam Darnold,QB,SEA,ARI,C+,13,19.3,17.1,5800
2025,10,Jordan Love,QB,GB,PHI,C,14,16.9,16.7,5800
2025,10,Marcus Mariota,QB,WAS,DET,C,15,6.1,16.4,5300
2025,10,JJ McCarthy,QB,MIN,BAL,C,16,19.9,16.1,4900
2025,10,Justin Fields,QB,NYJ,CLE,C-,17,9.9,15.8,5200
2025,10,Christian McCaffrey,RB,SF,LAR,A+,1,26.8,23.0,9000
2025,10,Bijan Robinson,RB,ATL,IND,A+,2,20.1,20.6,8500
2025,10,Jonathan Taylor,RB,IND,ATL,A+,3,25.8,19.9,9500
2025,10,DeVon Achane,RB,MIA,BUF,A,4,20.1,19.5,7400
2025,10,James Cook,RB,BUF,MIA,A,5,18.6,18.6,7500
2025,10,Rico Dowdle,RB,CAR,NO,A,6,19.5,18.4,6300
2025,10,Jahmyr Gibbs,RB,DET,WAS,A,7,16.7,17.3,8000
2025,10,Josh Jacobs,RB,GB,PHI,A,8,21.1,16.5,7600
2025,10,Saquon Barkley,RB,PHI,GB,A,9,15.8,15.2,7800
2025,10,Jaylen Warren,RB,PIT,LAC,A-,10,13.6,14.6,5800
2025,10,Kyren Williams,RB,LAR,SF,A-,11,14.2,14.5,6600
2025,10,Derrick Henry,RB,BAL,MIN,A-,12,15.4,14.5,6800
2025,10,Quinshon Judkins,RB,CLE,NYJ,A-,13,11.6,13.8,6500
2025,10,JK Dobbins,RB,DEN,LV,B+,14,8.5,13.6,5700
2025,10,Ashton Jeanty,RB,LV,DEN,B+,15,13.6,13.4,6500
