year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2025,16,Josh Allen,QB,BUF,CLE,A+,1,22.5,22.4,7200
2025,16,Jalen Hurts,QB,PHI,WAS,A,2,18.9,21.1,6900
2025,16,Drake Maye,QB,NE,BAL,A,3,19.7,20.1,6800
2025,16,Brock Purdy,QB,SF,IND,A-,4,17.9,19.3,6200
2025,16,Dak Prescott,QB,DAL,LAC,B+,5,20.5,18.6,6700
2025,16,Lamar Jackson,QB,BAL,NE,B+,6,13.1,18.5,6600
2025,16,Joe Burrow,QB,CIN,MIA,B+,7,17.4,18.3,6500
2025,16,Jacoby Brissett,QB,ARI,ATL,B,8,20.2,18.2,5300
2025,16,Jared Goff,QB,DET,PIT,B,9,20.1,18.0,6300
2025,16,Justin Herbert,QB,LAC,DAL,B-,10,12.8,17.9,6000
2025,16,Bo Nix,QB,DEN,JAX,B-,11,20.8,17.8,6100
2025,16,CJ Stroud,QB,HOU,LV,B-,12,15.3,17.6,5500
2025,16,Jordan Love,QB,GB,CHI,C+,13,17.3,17.4,5700
2025,16,Matthew Stafford,QB,LAR,SEA,C,14,20.4,17.3,7000
2025,16,Jaxson Dart,QB,NYG,MIN,C,15,18.4,17.1,5800
2025,16,Trevor Lawrence,QB,JAX,DEN,C,16,26.4,16.9,5900
2025,16,Baker Mayfield,QB,TB,CAR,C,17,13.1,16.7,5700
2025,16,Caleb Williams,QB,CHI,GB,C-,18,16.8,16.5,5500
2025,16,Tyler Shough,QB,NO,NYJ,C-,19,16.9,16.3,5400
2025,16,Bijan Robinson,RB,ATL,ARI,A+,1,21.0,23.2,8700
2025,16,DeVon Achane,RB,MIA,CIN,A+,2,18.5,22.1,8800
2025,16,Jahmyr Gibbs,RB,DET,PIT,A+,3,28.5,22.1,8500
2025,16,Christian McCaffrey,RB,SF,IND,A+,4,20.1,22.0,8900
2025,16,James Cook,RB,BUF,CLE,A,5,20.7,19.7,7700
2025,16,Travis Etienne,RB,JAX,DEN,A,6,19.6,17.9,7000
2025,16,Saquon Barkley,RB,PHI,WAS,A,7,13.4,17.7,7200
2025,16,Jonathan Taylor,RB,IND,SF,A,8,12.1,16.6,8000
2025,16,Javonte Williams,RB,DAL,LAC,A,9,14.7,15.8,6400
2025,16,Josh Jacobs,RB,GB,CHI,A-,11,16.8,14.5,7300
2025,16,Chase Brown,RB,CIN,MIA,A-,12,17.0,14.4,6900
2025,16,TreVeyon Henderson,RB,NE,BAL,B+,13,17.6,13.9,6500
2025,16,Derrick Henry,RB,BAL,NE,B+,14,15.4,13.9,7100
2025,16,Kyren Williams,RB,LAR,SEA,B,15,14.6,13.4,6800
2025,16,RJ Harvey,RB,DEN,JAX,B,16,17.9,13.3,6200
2025,16,Quinshon Judkins,RB,CLE,BUF,B,17,11.7,13.1,6000
2025,16,DAndre Swift,RB,CHI,GB,B,18,14.1,13.0,5900
2025,16,Woody Marks,RB,HOU,LV,B,19,10.5,12.8,6600
2025,16,Tyrone Tracy,RB,NYG,MIN,B,20,15.0,12.8,5700
2025,16,Breece Hall,RB,NYJ,NO,B,21,9.9,12.8,5900
2025,16,Aaron Jones,RB,MIN,NYG,B,22,7.6,12.5,5200
2025,16,Rico Dowdle,RB,CAR,TB,B-,23,11.2,12.5,6300
2025,16,Omarion Hampton,RB,LAC,DAL,B-,24,11.1,12.2,5800
2025,16,Jaylen Warren,RB,PIT,DET,C+,25,12.1,12.0,6100
2025,16,Ashton Jeanty,RB,LV,HOU,C+,26,12.7,11.9,5600
2025,16,Michael Carter,RB,ARI,ATL,C+,27,9.7,11.6,5400
2025,16,Tony Pollard,RB,TEN,KC,C+,28,14.9,11.1,5400
2025,16,Kenneth Gainwell,RB,PIT,DET,C+,29,15.1,10.5,5100
2025,16,Kenneth Walker,RB,SEA,LAR,C,30,7.6,10.2,5300
