year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2024,11,Jalen Hurts,QB,PHI,WAS,A+,1,29.6,22.5,7900
2024,11,Lamar Jackson,QB,BAL,PIT,A,2,28.8,21.7,8000
2024,11,Josh Allen,QB,BUF,KC,A,3,21.3,20.9,7800
2024,11,Brock Purdy,QB,SF,SEA,A,4,23.3,20.1,6600
2024,11,Joe Burrow,QB,CIN,LAC,A,5,23.2,19.3,7200
2024,11,Jayden Daniels,QB,WAS,PHI,A,6,14.0,18.6,7500
2024,11,Justin Herbert,QB,LAC,CIN,B+,7,19.6,18.0,5300
2024,11,Bo Nix,QB,DEN,ATL,B,8,19.7,17.5,6200
2024,11,Jared Goff,QB,DET,JAX,B,9,14.2,17.2,6300
2024,11,Patrick Mahomes,QB,KC,BUF,B,10,18.6,16.9,6800
2024,11,Russell Wilson,QB,PIT,BAL,B,11,19.3,16.7,5900
2024,11,CJ Stroud,QB,HOU,DAL,B-,12,10.3,16.6,6700
2024,11,Jordan Love,QB,GB,CHI,C+,13,12.5,16.5,7000
2024,11,Geno Smith,QB,SEA,SF,C,14,17.3,16.4,5700
2024,11,Tua Tagovailoa,QB,MIA,LV,C,15,13.8,16.3,6000
2024,11,Drake Maye,QB,NE,LAR,C,16,15.7,16.1,5600
2024,11,Jameis Winston,QB,CLE,NO,C,17,15.1,15.9,5500
2024,11,Sam Darnold,QB,MIN,TEN,C-,18,16.5,15.8,6100
2024,11,Matthew Stafford,QB,LAR,NE,C-,19,15.1,15.5,5800
2024,11,Christian McCaffrey,RB,SF,SEA,A+,1,16.7,21.6,8300
2024,11,Joe Mixon,RB,HOU,DAL,A+,2,20.9,21.5,7700
2024,11,Saquon Barkley,RB,PHI,WAS,A+,3,20.1,19.6,8200
2024,11,Alvin Kamara,RB,NO,CLE,A,4,17.5,18.4,8200
2024,11,DeVon Achane,RB,MIA,LV,A,5,19.9,18.3,7200
2024,11,Bijan Robinson,RB,ATL,DEN,A,6,24.5,18.3,7800
2024,11,Jahmyr Gibbs,RB,DET,JAX,A,7,19.9,17.9,7300
2024,11,Derrick Henry,RB,BAL,PIT,A,8,20.1,17.7,8100
2024,11,Kyren Williams,RB,LAR,NE,A,9,16.0,17.6,7900
2024,11,Breece Hall,RB,NYJ,IND,A,10,14.7,17.1,7500
2024,11,Chase Brown,RB,CIN,LAC,A-,11,17.0,17.0,6500
2024,11,Jonathan Taylor,RB,IND,NYJ,A-,12,13.9,16.7,7600
2024,11,Josh Jacobs,RB,GB,CHI,B+,13,19.5,15.4,7100
2024,11,Kenneth Walker,RB,SEA,SF,B+,14,15.2,15.4,7000
2024,11,Kareem Hunt,RB,KC,BUF,B,15,17.8,15.3,6700
2024,11,Aaron Jones,RB,MIN,TEN,B,16,14.1,15.3,6900
2024,11,David Montgomery,RB,DET,JAX,B,17,12.0,15.2,6500
2024,11,James Cook,RB,BUF,KC,B,18,16.2,14.7,6800
2024,11,DAndre Swift,RB,CHI,GB,B,19,13.5,14.6,6600
2024,11,JK Dobbins,RB,LAC,CIN,B,20,14.9,14.3,7000
2024,11,Rhamondre Stevenson,RB,NE,LAR,B,21,14.8,13.7,6100
