year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2025,1,RJ Harvey,RB,DEN,TEN,C,28,0.0,10.9,5800
2025,1,Travis Etienne,RB,JAX,CAR,C,29,11.9,10.9,5400
2025,1,JK Dobbins,RB,DEN,TEN,C,30,22.9,10.5,5500
2025,1,Austin Ekeler,RB,WAS,NYG,C,31,10.2,10.4,4800
2025,1,Jerome Ford,RB,CLE,CIN,C,32,18.9,10.3,5600
2025,1,Javonte Williams,RB,DAL,PHI,C,33,3.3,10.2,5500
2025,1,Tank Bigsby,RB,JAX,CAR,C-,34,7.3,10.0,4600
2025,1,Rhamondre Stevenson,RB,NE,LV,C-,35,21.6,9.2,5400
2025,1,Zach Charbonnet,RB,SEA,SF,C-,36,12.1,9.1,4900
2025,1,Jordan Mason,RB,MIN,CHI,C-,37,22.2,9.0,5300
2025,1,Nick Chubb,RB,HOU,LAR,C-,38,0.0,8.9,5200
2025,1,JaMarr Chase,WR,CIN,CLE,A+,1,12.2,21.2,8100
2025,1,CeeDee Lamb,WR,DAL,PHI,A+,2,13.6,19.6,7900
2025,1,Justin Jefferson,WR,MIN,CHI,A+,3,15.9,19.3,7800
2025,1,Malik Nabers,WR,NYG,WAS,A+,4,11.6,18.5,7000
2025,1,Nico Collins,WR,HOU,LAR,A+,5,17.7,17.8,7400
2025,1,Drake London,WR,ATL,TB,A,6,3.5,17.8,6500
2025,1,Brian Thomas,WR,JAX,CAR,A,7,14.7,17.7,6800
2025,1,Puka Nacua,WR,LAR,HOU,A,8,8.2,17.4,7600
2025,1,Amon-Ra St Brown,WR,DET,GB,A,9,4.3,17.0,7100
2025,1,AJ Brown,WR,PHI,DAL,A,10,22.9,16.8,6900
2025,1,Mike Evans,WR,TB,ATL,A,11,23.1,16.1,6600
2025,1,Ladd McConkey,WR,LAC,KC,A,12,14.9,15.8,6700
2025,1,Jaxon Smith-Njigba,WR,SEA,SF,A,13,3.9,15.8,5800
2025,1,Tee Higgins,WR,CIN,CLE,A,14,0.0,15.8,6400
2025,1,Tyreek Hill,WR,MIA,IND,A,15,26.0,15.7,6700
2025,1,Davante Adams,WR,LAR,HOU,A-,16,10.9,15.6,6100
2025,1,Xavier Worthy,WR,KC,LAC,A-,17,20.8,15.3,5500
2025,1,Marvin Harrison,WR,ARI,NO,A-,18,1.4,15.0,5500
2025,1,Terry McLaurin,WR,WAS,NYG,A-,19,3.7,14.8,6200
2025,1,Tetairoa McMillan,WR,CAR,JAX,A-,20,0.0,14.6,5200
2025,1,Garrett Wilson,WR,NYJ,PIT,A-,21,12.0,14.6,6300
2025,1,Courtland Sutton,WR,DEN,TEN,B+,22,7.8,14.2,6000
2025,1,DJ Moore,WR,CHI,MIN,B+,23,10.0,14.2,6100
2025,1,DeVonta Smith,WR,PHI,DAL,B+,24,15.4,13.8,5900
2025,1,Jerry Jeudy,WR,CLE,CIN,B,25,11.5,13.6,5400
2025,1,Jaylen Waddle,WR,MIA,IND,B,26,16.2,13.3,5700
2025,1,Zay Flowers,WR,BAL,BUF,B-,27,11.1,13.2,5700
2025,1,Emeka Egbuka,WR,TB,ATL,B,28,0.0,13.2,4600
2025,1,DK Metcalf,WR,PIT,NYJ,B-,29,5.9,13.1,5900
2025,1,Jameson Williams,WR,DET,GB,C+,30,24.4,12.9,5500
2025,1,George Pickens,WR,DAL,PHI,B-,31,13.5,12.7,5800
2025,1,Chris Olave,WR,NO,ARI,C+,32,3.1,12.7,5100
2025,1,Stefon Diggs,WR,NE,LV,C+,33,21.9,12.5,5300
2025,1,Calvin Ridley,WR,TEN,DEN,C+,34,8.0,12.3,5000
2025,1,Travis Hunter,WR,JAX,CAR,C+,35,0.0,12.3,5000
2025,1,Ricky Pearsall,WR,SF,SEA,C+,36,0.0,12.1,4500
2025,1,Jakobi Meyers,WR,LV,NE,C+,37,9.4,12.1,5100
2025,1,Deebo Samuel,WR,WAS,NYG,C,38,18.7,12.1,5200
2025,1,Rome Odunze,WR,CHI,MIN,C,39,2.1,12.1,5100
2025,1,Michael Pittman,WR,IND,MIA,C,40,7.1,12.0,4900
2025,1,Khalil Shakir,WR,BUF,BAL,C,41,13.2,11.7,5600
2025,1,Matthew Golden,WR,GB,DET,C,42,0.0,11.5,4900
2025,1,Josh Downs,WR,IND,MIA,C,43,0.0,11.3,4600
2025,1,Jauan Jennings,WR,SF,SEA,C,44,11.4,10.8,4900
2025,1,Cooper Kupp,WR,SEA,SF,C,45,32.0,10.6,5300
2025,1,Cedric Tillman,WR,CLE,CIN,C-,46,1.3,10.5,4400
2025,1,Rashid Shaheed,WR,NO,ARI,C-,47,16.3,10.5,4600
2025,1,Keon Coleman,WR,BUF,BAL,C-,48,9.1,10.4,5200
2025,1,Marvin Mims,WR,DEN,TEN,C-,49,0.0,10.3,4500
2025,1,Darnell Mooney,WR,ATL,TB,C-,51,2.5,10.0,5000
2025,1,Jayden Reed,WR,GB,DET,C-,55,33.1,9.7,5400
2025,1,Christian Kirk,WR,HOU,LAR,C-,63,4.0,7.6,4700
2025,1,Brock Bowers,TE,LV,NE,A+,1,11.8,15.5,6500
2025,1,Trey McBride,TE,ARI,NO,A,2,8.0,15.3,6200
2025,1,George Kittle,TE,SF,SEA,A,3,8.0,14.1,5800
2025,1,Travis Kelce,TE,KC,LAC,A-,4,6.4,13.3,5200
2025,1,David Njoku,TE,CLE,CIN,B+,5,8.4,12.8,4700
2025,1,Sam LaPorta,TE,DET,GB,B,6,8.5,11.7,5000
2025,1,TJ Hockenson,TE,MIN,CHI,B,7,0.0,11.1,4600
2025,1,Mark Andrews,TE,BAL,BUF,B,8,3.4,10.4,4900
2025,1,Evan Engram,TE,DEN,TEN,B-,9,1.5,10.1,4500
2025,1,Tucker Kraft,TE,GB,DET,C+,10,5.7,10.0,4000
2025,1,Tyler Warren,TE,IND,MIA,C+,11,0.0,9.9,4400
2025,1,Jake Ferguson,TE,DAL,PHI,C,12,4.5,9.9,3600
2025,1,Dallas Goedert,TE,PHI,DAL,C,13,7.1,9.7,4000
2025,1,Hunter Henry,TE,NE,LV,C-,14,3.8,9.2,3900
2025,1,Broncos,DST,DEN,TEN,A+,1,10.0,9.0,3800
2025,1,Steelers,DST,PIT,NYJ,A,2,12.0,8.7,3300
2025,1,Cardinals,DST,ARI,NO,A,3,9.0,8.3,3500
2025,1,Eagles,DST,PHI,DAL,A,4,3.0,7.7,3500
2025,1,Vikings,DST,MIN,CHI,A-,5,22.0,7.6,3200
2025,1,Commanders,DST,WAS,NYG,B+,6,-3.0,7.6,3700
2025,1,49ers,DST,SF,SEA,B,7,6.0,7.5,2900
2025,1,Rams,DST,LAR,HOU,B,8,4.0,7.3,3400
2025,1,Jets,DST,NYJ,PIT,B,9,2.0,7.2,2800
2025,1,Texans,DST,HOU,LAR,B-,10,4.0,7.1,2500
2025,1,Bengals,DST,CIN,CLE,C+,11,2.0,6.9,3600
2025,1,Patriots,DST,NE,LV,C+,12,11.0,6.7,3100
2025,1,Chiefs,DST,KC,LAC,C,13,4.0,6.7,3100
2025,1,Bears,DST,CHI,MIN,C,14,24.0,6.6,2400
2025,1,Seahawks,DST,SEA,SF,C-,15,9.0,6.5,2500
2025,1,Buccaneers,DST,TB,ATL,C-,17,3.0,6.5,3000
