year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2024,6,Lamar Jackson,QB,BAL,WAS,A+,1,25.1,23.1,7800
2024,6,Jalen Hurts,QB,PHI,CLE,A,2,17.7,22.0,7200
2024,6,Jayden Daniels,QB,WAS,BAL,A,3,21.8,20.8,7300
2024,6,Joe Burrow,QB,CIN,NYG,A,4,23.7,19.9,6900
2024,6,Dak Prescott,QB,DAL,DET,A,5,20.0,19.1,6700
2024,6,Jordan Love,QB,GB,ARI,A,6,24.1,18.6,6600
2024,6,Kyler Murray,QB,ARI,GB,B+,7,19.9,18.4,6800
2024,6,Josh Allen,QB,BUF,NYJ,B,8,15.7,18.2,7500
2024,6,Brock Purdy,QB,SF,SEA,B+,9,17.9,17.9,6300
2024,6,Caleb Williams,QB,CHI,JAX,B,10,16.0,17.8,5700
2024,6,Justin Fields,QB,PIT,LV,B-,11,19.7,17.6,5800
2024,6,Kirk Cousins,QB,ATL,CAR,B-,12,18.4,17.4,6200
2024,6,Baker Mayfield,QB,TB,NO,C+,13,20.4,17.4,6500
2024,6,Geno Smith,QB,SEA,SF,C,14,19.1,17.2,6100
2024,6,CJ Stroud,QB,HOU,NE,C,15,16.6,17.0,7000
2024,6,Daniel Jones,QB,NYG,CIN,C,16,17.6,16.6,5300
2024,6,Jared Goff,QB,DET,DAL,C-,17,17.9,16.3,6400
2024,6,Saquon Barkley,RB,PHI,CLE,A+,1,21.6,18.7,8200
2024,6,Derrick Henry,RB,BAL,WAS,A+,2,24.9,18.4,8000
2024,6,Alvin Kamara,RB,NO,TB,A,3,24.3,17.6,7700
2024,6,Bijan Robinson,RB,ATL,CAR,A,4,12.9,17.2,6600
2024,6,Jordan Mason,RB,SF,SEA,A,5,15.3,16.2,7600
2024,6,Jahmyr Gibbs,RB,DET,DAL,A,6,17.9,15.8,7000
2024,6,Breece Hall,RB,NYJ,BUF,A,7,13.3,15.7,6800
2024,6,Josh Jacobs,RB,GB,ARI,A,8,11.8,15.5,6700
2024,6,Chuba Hubbard,RB,CAR,ATL,A-,9,19.8,15.5,6300
2024,6,Tony Pollard,RB,TEN,IND,A-,10,13.3,15.4,6000
2024,6,Kenneth Walker,RB,SEA,SF,A-,11,24.1,15.0,7100
2024,6,James Conner,RB,ARI,GB,B+,13,13.8,14.9,6800
2024,6,DAndre Swift,RB,CHI,JAX,B+,14,16.0,14.6,6200
2024,6,JK Dobbins,RB,LAC,DEN,B+,15,12.6,14.5,6200
2024,6,David Montgomery,RB,DET,DAL,B,16,17.7,14.3,6500
2024,6,Tyrone Tracy,RB,NYG,CIN,B,17,5.8,14.1,5700
2024,6,Antonio Gibson,RB,NE,HOU,B,18,8.9,13.8,5300
2024,6,Austin Ekeler,RB,WAS,BAL,B,19,12.3,13.7,5600
2024,6,Joe Mixon,RB,HOU,NE,B-,20,8.0,13.0,6900
2024,6,Najee Harris,RB,PIT,LV,B-,21,10.5,12.8,5800
2024,6,Travis Etienne,RB,JAX,CHI,B-,22,11.6,12.7,6400
2024,6,Chase Brown,RB,CIN,NYG,B-,23,12.9,12.6,6100
2024,6,Rico Dowdle,RB,DAL,DET,C+,24,12.8,12.6,5900
2024,6,Javonte Williams,RB,DEN,LAC,C+,25,10.9,12.2,5500
2024,6,Trey Sermon,RB,IND,TEN,C,26,7.1,12.0,6000
2024,6,Jerome Ford,RB,CLE,PHI,C,27,10.2,11.5,5600
2024,6,Zack Moss,RB,CIN,NYG,C,28,13.1,11.4,5900
2024,6,Tank Bigsby,RB,JAX,CHI,C,29,9.0,10.2,6000
2024,6,Tyjae Spears,RB,TEN,IND,C,30,9.0,10.0,5100
2024,6,Alexander Mattison,RB,LV,PIT,C,31,8.9,10.0,5300
2024,6,Tyler Allgeier,RB,ATL,CAR,C,32,6.6,8.0,5100
2024,6,Justice Hill,RB,BAL,WAS,C,33,9.4,7.9,5200
2024,6,Roschon Johnson,RB,CHI,JAX,C-,34,11.1,7.7,5000
2024,6,Braelon Allen,RB,NYJ,BUF,C,35,9.7,7.7,5300
2024,6,Jeremy McNichols,RB,WAS,BAL,C-,36,7.7,7.7,4500
2024,6,Emanuel Wilson,RB,GB,ARI,C-,37,5.7,7.6,4300
2024,6,CeeDee Lamb,WR,DAL,DET,A+,1,15.7,19.0,8600
2024,6,JaMarr Chase,WR,CIN,NYG,A+,2,24.0,18.2,8400
2024,6,Amon-Ra St Brown,WR,DET,DAL,A+,3,21.4,17.7,8100
2024,6,Drake London,WR,ATL,CAR,A+,4,20.5,16.8,6700
2024,6,Jayden Reed,WR,GB,ARI,A+,5,14.6,15.9,7000
2024,6,Chris Godwin,WR,TB,NO,A,6,16.6,15.9,6900
2024,6,AJ Brown,WR,PHI,CLE,A,7,0.0,15.7,7800
2024,6,Stefon Diggs,WR,HOU,NE,A,8,15.1,15.6,7400
2024,6,DJ Moore,WR,CHI,JAX,A,9,16.3,15.5,6700
2024,6,Garrett Wilson,WR,NYJ,BUF,A,10,15.2,15.3,7100
2024,6,DK Metcalf,WR,SEA,SF,A,11,18.1,15.0,7000
2024,6,Diontae Johnson,WR,CAR,ATL,A,12,14.5,15.0,6100
2024,6,Zay Flowers,WR,BAL,WAS,A,13,12.1,14.9,6500
2024,6,Brandon Aiyuk,WR,SF,SEA,A,14,11.9,14.8,6400
2024,6,Deebo Samuel,WR,SF,SEA,A,15,10.4,14.8,6800
2024,6,Terry McLaurin,WR,WAS,BAL,A,16,15.0,14.6,6400
2024,6,Tee Higgins,WR,CIN,NYG,A,17,16.1,14.3,6300
2024,6,Marvin Harrison,WR,ARI,GB,A-,18,16.9,14.2,7200
2024,6,WanDale Robinson,WR,NYG,CIN,A-,19,14.3,14.2,6100
2024,6,DeVonta Smith,WR,PHI,CLE,A-,20,17.8,14.1,6800
2024,6,Mike Evans,WR,TB,NO,A-,21,14.4,13.5,7300
2024,6,Brian Thomas,WR,JAX,CHI,B+,22,16.6,13.3,6400
2024,6,Chris Olave,WR,NO,TB,B+,23,13.3,13.0,6600
2024,6,Darnell Mooney,WR,ATL,CAR,B,24,18.1,12.8,5300
2024,6,Tank Dell,WR,HOU,NE,B,25,6.9,12.7,6200
2024,6,Jaxon Smith-Njigba,WR,SEA,SF,B,26,14.2,12.7,6000
2024,6,Jameson Williams,WR,DET,DAL,B-,27,10.5,12.6,5800
2024,6,Amari Cooper,WR,CLE,PHI,B-,28,12.3,12.4,6000
2024,6,Josh Downs,WR,IND,TEN,B,29,14.4,12.4,5500
2024,6,George Pickens,WR,PIT,LV,C+,30,9.4,12.2,5900
2024,6,Christian Kirk,WR,JAX,CHI,C+,31,12.2,12.1,5800
2024,6,Ladd McConkey,WR,LAC,DEN,C+,32,9.9,11.9,4900
2024,6,Darius Slayton,WR,NYG,CIN,C+,33,10.7,11.8,4600
2024,6,Keenan Allen,WR,CHI,JAX,C+,34,5.6,11.5,5700
2024,6,Calvin Ridley,WR,TEN,IND,C+,35,9.7,11.4,5700
2024,6,Jalen Tolbert,WR,DAL,DET,C,36,13.6,11.3,5000
