year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2025,17,Joe Burrow,QB,CIN,ARI,A+,1,20.3,22.1,6500
2025,17,Drake Maye,QB,NE,NYJ,A+,2,22.2,21.3,6800
2025,17,Trevor Lawrence,QB,JAX,IND,A,4,29.2,19.9,6100
2025,17,Josh Allen,QB,BUF,PHI,A,5,21.7,19.6,7000
2025,17,Matthew Stafford,QB,LAR,ATL,A-,6,22.4,19.3,6900
2025,17,Brock Purdy,QB,SF,CHI,B+,7,25.1,19.1,6200
2025,17,Jacoby Brissett,QB,ARI,CIN,B,8,18.5,18.9,5700
2025,17,Jalen Hurts,QB,PHI,BUF,B,9,16.0,18.5,6600
2025,17,Caleb Williams,QB,CHI,SF,B,10,16.6,18.1,5800
2025,17,Bo Nix,QB,DEN,KC,B-,11,19.7,17.7,6000
2025,17,Baker Mayfield,QB,TB,MIA,B-,12,15.1,17.4,5600
2025,17,Tyler Shough,QB,NO,TEN,C+,13,19.0,17.1,5200
2025,17,Jaxson Dart,QB,NYG,LV,C,15,12.6,16.8,5400
2025,17,Sam Darnold,QB,SEA,CAR,C,16,14.8,16.7,5900
2025,17,Justin Herbert,QB,LAC,HOU,C,17,17.2,16.3,6000
2025,17,CJ Stroud,QB,HOU,LAC,C-,18,14.4,15.8,5300
2025,17,Christian McCaffrey,RB,SF,CHI,A+,1,21.9,22.5,8800
2025,17,Bijan Robinson,RB,ATL,LAR,A+,3,24.8,20.8,8700
2025,17,DeVon Achane,RB,MIA,TB,A,4,18.4,20.8,8500
2025,17,James Cook,RB,BUF,PHI,A,5,21.8,18.0,8000
2025,17,Saquon Barkley,RB,PHI,BUF,A,6,15.6,17.4,7600
2025,17,Chase Brown,RB,CIN,ARI,A,7,21.4,17.4,7400
2025,17,Travis Etienne,RB,JAX,IND,A,8,18.6,17.2,7100
2025,17,Ashton Jeanty,RB,LV,NYG,A,9,14.5,16.7,6100
2025,17,Jonathan Taylor,RB,IND,JAX,A-,10,14.1,15.3,7800
2025,17,Kyren Williams,RB,LAR,ATL,B+,12,16.1,15.2,6700
2025,17,RJ Harvey,RB,DEN,KC,B+,13,19.0,15.0,6500
2025,17,Derrick Henry,RB,BAL,GB,B,15,15.4,14.8,7200
2025,17,Omarion Hampton,RB,LAC,HOU,B,16,12.9,14.6,6300
2025,17,Jaylen Warren,RB,PIT,CLE,B,17,16.1,14.5,6600
2025,17,Kenneth Gainwell,RB,PIT,CLE,B,18,16.5,14.4,5600
2025,17,DAndre Swift,RB,CHI,SF,B,19,15.9,14.2,5800
2025,17,Tyrone Tracy,RB,NYG,LV,B,20,12.9,13.7,5400
2025,17,Josh Jacobs,RB,GB,BAL,B,21,13.8,13.5,7000
2025,17,Rhamondre Stevenson,RB,NE,NYJ,B-,23,13.2,13.1,5900
2025,17,Kenneth Walker,RB,SEA,CAR,C+,24,10.6,13.1,5800
2025,17,Tony Pollard,RB,TEN,NO,C+,25,15.5,12.7,5500
2025,17,Michael Carter,RB,ARI,CIN,C+,26,9.1,12.3,5200
2025,17,Breece Hall,RB,NYJ,NE,C+,27,8.5,12.3,5700
2025,17,Rico Dowdle,RB,CAR,SEA,C,28,10.2,12.0,6000
2025,17,Woody Marks,RB,HOU,LAC,C,29,11.4,11.8,6000
2025,17,Kyle Monangai,RB,CHI,SF,C,31,10.8,11.2,4800
2025,17,Zach Charbonnet,RB,SEA,CAR,C,32,10.1,10.8,5300
2025,17,Blake Corum,RB,LAR,ATL,C,33,16.6,9.7,5200
2025,17,Isiah Pacheco,RB,KC,DEN,C-,34,6.0,9.6,5100
2025,17,TreVeyon Henderson,RB,NE,NYJ,C,35,14.6,9.2,6400
2025,17,Samaje Perine,RB,CIN,ARI,C-,36,6.9,9.0,4400
2025,17,Tyjae Spears,RB,TEN,NO,C-,38,10.6,8.9,5000
2025,17,Audric Estime,RB,NO,TEN,C-,39,3.9,8.9,4900
2025,17,Puka Nacua,WR,LAR,ATL,A+,1,30.8,22.7,9200
2025,17,Jaxon Smith-Njigba,WR,SEA,CAR,A+,2,18.6,21.5,8600
2025,17,JaMarr Chase,WR,CIN,ARI,A+,3,17.8,21.1,8300
2025,17,Chris Olave,WR,NO,TEN,A+,6,19.5,17.5,7200
2025,17,Nico Collins,WR,HOU,LAC,A,8,17.8,16.1,7400
2025,17,Drake London,WR,ATL,LAR,A,9,5.7,15.3,6800
2025,17,Mike Evans,WR,TB,MIA,A,10,16.7,15.2,6500
2025,17,AJ Brown,WR,PHI,BUF,A,11,20.5,15.0,7000
2025,17,Courtland Sutton,WR,DEN,KC,A,12,18.6,14.6,6000
2025,17,Tee Higgins,WR,CIN,ARI,A,13,20.8,14.4,6300
2025,17,Jakobi Meyers,WR,JAX,IND,A,15,14.2,14.2,5300
2025,17,Jauan Jennings,WR,SF,CHI,A,16,16.9,13.8,5600
2025,17,WanDale Robinson,WR,NYG,LV,A,17,10.7,13.5,5700
2025,17,Stefon Diggs,WR,NE,NYJ,A-,18,11.3,13.4,5800
2025,17,Tetairoa McMillan,WR,CAR,SEA,A-,19,11.7,13.3,5900
2025,17,Jaylen Waddle,WR,MIA,TB,A-,20,10.5,13.3,6100
2025,17,DJ Moore,WR,CHI,SF,B,23,12.5,12.8,5500
2025,17,Zay Flowers,WR,BAL,GB,B+,24,14.6,12.7,6400
2025,17,Michael Wilson,WR,ARI,CIN,B,25,18.4,12.4,6400
2025,17,DeVonta Smith,WR,PHI,BUF,B,26,10.2,11.9,6000
2025,17,Ladd McConkey,WR,LAC,HOU,C+,27,8.6,11.9,6200
2025,17,Brian Thomas,WR,JAX,IND,C+,28,9.4,11.8,5200
2025,17,Michael Pittman,WR,IND,JAX,B-,29,8.0,11.8,4900
2025,17,Chris Godwin,WR,TB,MIA,C+,30,10.8,11.7,5000
2025,17,Marvin Harrison,WR,ARI,CIN,C+,31,7.7,11.4,5400
2025,17,Khalil Shakir,WR,BUF,PHI,C+,33,7.5,11.2,5100
2025,17,Adonai Mitchell,WR,NYJ,NE,C+,34,13.1,11.1,4500
2025,17,Troy Franklin,WR,DEN,KC,C+,35,9.9,11.1,5000
2025,17,Parker Washington,WR,JAX,IND,C+,36,12.8,10.7,4800
2025,17,Christian Watson,WR,GB,BAL,C,37,13.2,10.7,5000
2025,17,Josh Downs,WR,IND,JAX,C,38,8.7,10.7,4200
2025,17,Tre Tucker,WR,LV,NYG,C,40,4.7,10.5,3800
2025,17,Alec Pierce,WR,IND,JAX,C,41,14.5,10.3,4700
2025,17,Emeka Egbuka,WR,TB,MIA,C,42,6.8,9.7,5500
2025,17,Luther Burden,WR,CHI,SF,C,43,11.0,9.5,4800
2025,17,Jayden Reed,WR,GB,BAL,C,44,9.0,9.5,4500
2025,17,Keenan Allen,WR,LAC,HOU,C,45,7.6,9.4,4700
2025,17,Quentin Johnston,WR,LAC,HOU,C,46,11.5,9.4,5200
2025,17,Rashid Shaheed,WR,SEA,CAR,C,47,10.1,9.3,4300
2025,17,Jalen Coker,WR,CAR,SEA,C-,48,13.0,9.2,4400
2025,17,Darius Slayton,WR,NYG,LV,C-,49,8.4,9.1,3900
2025,17,Chimere Dike,WR,TEN,NO,C-,50,7.8,8.9,4100
2025,17,Romeo Doubs,WR,GB,BAL,C-,51,9.3,8.9,4900
2025,17,Xavier Worthy,WR,KC,DEN,C-,52,7.9,8.7,4900
2025,17,Cooper Kupp,WR,SEA,CAR,C-,53,8.4,8.7,3800
2025,17,Trey McBride,TE,ARI,CIN,A+,1,19.3,18.8,7500
2025,17,Harold Fannin,TE,CLE,PIT,A,2,17.1,15.8,5000
2025,17,Kyle Pitts,TE,ATL,LAR,A,3,23.6,12.3,5300
2025,17,Juwan Johnson,TE,NO,TEN,A-,4,10.2,11.7,4200
2025,17,Hunter Henry,TE,NE,NYJ,B+,5,9.9,11.7,4500
2025,17,George Kittle,TE,SF,CHI,A,6,19.3,11.3,6000
2025,17,Brenton Strange,TE,JAX,IND,B,7,9.4,10.8,4000
2025,17,Colston Loveland,TE,CHI,SF,B,8,8.7,10.6,3900
2025,17,Tyler Warren,TE,IND,JAX,B-,9,6.5,10.6,4400
2025,17,Dalton Schultz,TE,HOU,LAC,C+,10,13.5,10.1,4200
2025,17,Dallas Goedert,TE,PHI,BUF,C,12,14.4,9.7,4300
2025,17,Colby Parkinson,TE,LAR,ATL,C,13,11.9,9.6,3700
2025,17,Travis Kelce,TE,KC,DEN,C-,14,8.2,9.6,4500
2025,17,Darren Waller,TE,MIA,TB,C-,15,10.5,9.5,3800
2025,17,Taysom Hill,TE,NO,TEN,C-,16,4.3,9.1,2700
2025,17,Broncos,DST,DEN,KC,A+,1,6.5,8.4,3700
2025,17,Patriots,DST,NE,NYJ,A,2,4.7,8.4,3900
2025,17,Steelers,DST,PIT,CLE,A,3,5.3,8.3,3300
2025,17,Seahawks,DST,SEA,CAR,B+,5,13.8,7.1,3700
2025,17,Texans,DST,HOU,LAC,B+,6,8.0,6.9,3000
2025,17,Saints,DST,NO,TEN,B,7,8.0,6.6,3500
2025,17,Buccaneers,DST,TB,MIA,B,8,4.0,6.5,3100
2025,17,Giants,DST,NYG,LV,B-,9,7.3,6.4,2900
