year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2024,12,Jalen Hurts,QB,PHI,LAR,A+,1,28.6,22.0,7800
2024,12,Lamar Jackson,QB,BAL,LAC,A,2,24.2,21.7,8000
2024,12,Jayden Daniels,QB,WAS,DAL,A,3,16.3,20.6,7000
2024,12,Justin Herbert,QB,LAC,BAL,A,4,22.0,19.9,5400
2024,12,Kyler Murray,QB,ARI,SEA,B+,5,18.6,19.0,6200
2024,12,Bo Nix,QB,DEN,LV,B+,6,23.4,18.4,6300
2024,12,Patrick Mahomes,QB,KC,CAR,B,7,19.5,18.1,6800
2024,12,Jared Goff,QB,DET,IND,B,8,18.1,17.8,6600
2024,12,Baker Mayfield,QB,TB,NYG,B,9,17.1,17.6,6100
2024,12,Brock Purdy,QB,SF,GB,B,10,23.1,17.4,6400
2024,12,Geno Smith,QB,SEA,ARI,B,11,17.0,17.2,5700
2024,12,Anthony Richardson,QB,IND,DET,B-,12,20.3,16.9,5600
2024,12,Tua Tagovailoa,QB,MIA,NE,B-,13,16.2,16.6,5800
2024,12,Jordan Love,QB,GB,SF,C+,14,13.3,16.4,6700
2024,12,CJ Stroud,QB,HOU,TEN,C,15,11.9,16.1,6500
2024,12,Drake Maye,QB,NE,MIA,C,16,15.3,15.8,5500
2024,12,Matthew Stafford,QB,LAR,PHI,C,17,20.8,15.5,5900
2024,12,Sam Darnold,QB,MIN,CHI,C-,18,18.1,15.3,5900
2024,12,Christian McCaffrey,RB,SF,GB,A+,1,15.7,21.0,8500
2024,12,Saquon Barkley,RB,PHI,LAR,A+,2,21.9,19.6,8200
2024,12,DeVon Achane,RB,MIA,NE,A+,3,22.4,19.0,7500
2024,12,Joe Mixon,RB,HOU,TEN,A,4,23.1,18.5,8000
2024,12,Derrick Henry,RB,BAL,LAC,A,5,16.4,17.3,7800
2024,12,Jahmyr Gibbs,RB,DET,IND,A,6,16.8,16.9,7300
2024,12,Kenneth Walker,RB,SEA,ARI,A,7,12.0,16.9,6900
2024,12,James Conner,RB,ARI,SEA,A,8,17.4,16.2,6500
2024,12,Kyren Williams,RB,LAR,PHI,A-,9,13.2,15.9,7400
2024,12,Josh Jacobs,RB,GB,SF,A-,10,20.6,15.6,6800
2024,12,Brian Robinson,RB,WAS,DAL,B+,11,11.4,15.4,5600
2024,12,Aaron Jones,RB,MIN,CHI,B+,12,10.3,15.1,6400
2024,12,Jonathan Taylor,RB,IND,DET,B+,13,12.2,14.6,7100
2024,12,Tyrone Tracy,RB,NYG,TB,B+,14,15.4,13.9,6000
2024,12,David Montgomery,RB,DET,IND,B,15,16.2,13.9,6700
2024,12,Rhamondre Stevenson,RB,NE,MIA,B,16,16.9,13.8,5900
2024,12,Najee Harris,RB,PIT,CLE,B,17,13.6,13.8,6200
2024,12,Chuba Hubbard,RB,CAR,KC,B,18,18.4,13.7,6600
2024,12,DAndre Swift,RB,CHI,MIN,B,20,14.3,13.6,6100
2024,12,Kareem Hunt,RB,KC,CAR,B-,21,13.8,13.4,5700
2024,12,JK Dobbins,RB,LAC,BAL,B-,22,17.2,13.2,7000
2024,12,Tony Pollard,RB,TEN,HOU,B-,23,12.1,13.0,5800
2024,12,Rachaad White,RB,TB,NYG,B-,24,15.7,12.7,5400
2024,12,Austin Ekeler,RB,WAS,DAL,C+,25,15.2,11.6,5600
2024,12,Javonte Williams,RB,DEN,LV,C+,26,10.3,10.9,5200
2024,12,Rico Dowdle,RB,DAL,WAS,C+,27,11.9,10.8,5500
2024,12,Jaylen Warren,RB,PIT,CLE,C,28,9.4,10.0,5200
2024,12,Nick Chubb,RB,CLE,PIT,C,29,4.9,9.5,6000
2024,12,Audric Estime,RB,DEN,LV,C,30,3.7,9.0,4700
2024,12,Jerome Ford,RB,CLE,PIT,C,31,4.8,7.5,4500
2024,12,Justice Hill,RB,BAL,LAC,C,32,5.4,6.5,5100
2024,12,Roschon Johnson,RB,CHI,MIN,C,33,5.7,6.5,4600
2024,12,Isiah Pacheco,RB,KC,CAR,C,34,0.0,6.2,6200
2024,12,Cam Akers,RB,MIN,CHI,C,35,8.2,6.2,4400
2024,12,Trey Benson,RB,ARI,SEA,C-,36,8.1,6.0,4500
2024,12,Zach Charbonnet,RB,SEA,ARI,C-,37,6.4,6.0,4300
2024,12,Amon-Ra St Brown,WR,DET,IND,A+,1,21.0,19.0,8300
2024,12,Justin Jefferson,WR,MIN,CHI,A+,2,16.3,18.2,8100
2024,12,AJ Brown,WR,PHI,LAR,A+,3,11.6,16.5,7800
2024,12,Puka Nacua,WR,LAR,PHI,A+,4,16.1,16.4,7100
2024,12,Nico Collins,WR,HOU,TEN,A+,5,9.4,16.0,7600
2024,12,Cooper Kupp,WR,LAR,PHI,A+,6,20.3,16.0,7500
2024,12,Tyreek Hill,WR,MIA,NE,A,7,14.0,15.8,7200
2024,12,Terry McLaurin,WR,WAS,DAL,A,8,12.9,15.6,6800
2024,12,Malik Nabers,WR,NYG,TB,A,9,13.3,15.5,7400
2024,12,DK Metcalf,WR,SEA,ARI,A,10,14.0,15.1,6600
2024,12,CeeDee Lamb,WR,DAL,WAS,A,11,20.7,14.9,7300
2024,12,Ladd McConkey,WR,LAC,BAL,A,12,16.5,14.9,6000
