year,week,player,position,team,opponent,grade,rank,avg_fpts,proj_fpts,salary
2024,9,Jalen Hurts,QB,PHI,JAX,A+,1,26.6,22.1,7800
2024,9,Josh Allen,QB,BUF,MIA,A,2,20.2,22.0,7700
2024,9,Lamar Jackson,QB,BAL,DEN,A,3,28.0,21.2,8000
2024,9,Jayden Daniels,QB,WAS,NYG,A,4,17.3,20.5,7500
2024,9,Joe Burrow,QB,CIN,LV,A-,5,20.9,19.7,6900
2024,9,Patrick Mahomes,QB,KC,TB,B+,6,15.9,18.9,6700
2024,9,Kirk Cousins,QB,ATL,DAL,B,7,21.4,18.2,6400
2024,9,Sam Darnold,QB,MIN,IND,B,8,13.6,18.1,6000
2024,9,Kyler Murray,QB,ARI,CHI,B,9,20.1,17.8,6600
2024,9,Dak Prescott,QB,DAL,ATL,B-,10,13.1,17.7,6300
2024,9,Matthew Stafford,QB,LAR,SEA,C+,11,14.7,17.4,5700
2024,9,Caleb Williams,QB,CHI,ARI,C+,12,21.0,17.1,6100
2024,9,Geno Smith,QB,SEA,LAR,C,13,16.0,16.8,5800
2024,9,Bo Nix,QB,DEN,BAL,C,14,22.2,16.6,5900
2024,9,Jordan Love,QB,GB,DET,C,15,17.3,16.3,7000
2024,9,Baker Mayfield,QB,TB,KC,C-,16,26.4,16.1,6500
2024,9,Saquon Barkley,RB,PHI,JAX,A+,1,15.4,20.6,8200
2024,9,Alvin Kamara,RB,NO,CAR,A+,2,14.2,19.0,7800
2024,9,Kyren Williams,RB,LAR,SEA,A+,3,19.2,18.6,8000
2024,9,Bijan Robinson,RB,ATL,DAL,A,4,20.8,18.6,7400
2024,9,Derrick Henry,RB,BAL,DEN,A,5,20.4,18.3,8300
2024,9,Joe Mixon,RB,HOU,NYJ,A,6,25.7,17.8,7900
2024,9,Breece Hall,RB,NYJ,HOU,A,7,16.2,17.4,7500
2024,9,Aaron Jones,RB,MIN,IND,A,8,12.8,17.4,6600
2024,9,Jahmyr Gibbs,RB,DET,GB,A,9,21.5,17.3,7600
2024,9,Kenneth Walker,RB,SEA,LAR,A,10,16.8,17.1,7300
2024,9,DeVon Achane,RB,MIA,BUF,A-,11,13.3,16.6,6700
2024,9,Chase Brown,RB,CIN,LV,A-,12,12.4,16.4,5900
2024,9,James Cook,RB,BUF,MIA,A-,13,18.5,16.3,7200
2024,9,Jonathan Taylor,RB,IND,MIN,B+,14,18.7,16.2,7700
2024,9,DAndre Swift,RB,CHI,ARI,B+,15,20.3,16.2,6400
2024,9,James Conner,RB,ARI,CHI,B+,16,13.2,15.6,6600
2024,9,Kareem Hunt,RB,KC,TB,B+,17,18.1,15.5,6400
2024,9,Tony Pollard,RB,TEN,NE,B,18,13.7,15.2,6800
2024,9,Chuba Hubbard,RB,CAR,NO,B,19,13.3,15.1,6500
2024,9,Tyrone Tracy,RB,NYG,WAS,B,20,16.5,15.0,5500
2024,9,JK Dobbins,RB,LAC,CLE,B,21,14.9,14.6,7000
2024,9,Josh Jacobs,RB,GB,DET,B,22,18.5,13.3,6900
2024,9,Rhamondre Stevenson,RB,NE,TEN,B-,23,15.7,13.3,6300
2024,9,Austin Ekeler,RB,WAS,NYG,B-,24,8.6,13.0,5300
2024,9,David Montgomery,RB,DET,GB,B-,25,14.6,13.0,6500
2024,9,Alexander Mattison,RB,LV,CIN,C+,26,13.1,12.9,5700
2024,9,Rico Dowdle,RB,DAL,ATL,C+,27,15.0,12.3,6000
2024,9,Rachaad White,RB,TB,KC,C+,28,18.1,11.7,5800
2024,9,Nick Chubb,RB,CLE,LAC,C,29,7.7,11.5,5800
2024,9,Javonte Williams,RB,DEN,BAL,C,30,14.0,11.5,6200
2024,9,Tank Bigsby,RB,JAX,PHI,C,32,15.7,10.5,6200
2024,9,Tyler Allgeier,RB,ATL,DAL,C-,33,8.5,9.8,4900
2024,9,Zach Charbonnet,RB,SEA,LAR,C-,34,6.0,9.5,5400
2024,9,Raheem Mostert,RB,MIA,BUF,C-,35,10.3,7.9,6000
2024,9,Travis Etienne,RB,JAX,PHI,C-,36,6.0,7.8,5900
2024,9,CeeDee Lamb,WR,DAL,ATL,A+,1,22.4,20.2,8800
2024,9,Justin Jefferson,WR,MIN,IND,A+,2,18.7,20.2,8700
2024,9,JaMarr Chase,WR,CIN,LV,A+,3,22.9,18.8,8600
2024,9,AJ Brown,WR,PHI,JAX,A+,4,19.0,17.5,8100
2024,9,Malik Nabers,WR,NYG,WAS,A+,5,11.1,17.5,7500
2024,9,Tyreek Hill,WR,MIA,BUF,A,6,9.5,17.2,7300
2024,9,Amon-Ra St Brown,WR,DET,GB,A,7,15.9,16.9,7900
2024,9,Drake London,WR,ATL,DAL,A,8,19.6,16.8,6700
2024,9,Cooper Kupp,WR,LAR,SEA,A,9,16.1,15.9,7700
2024,9,Terry McLaurin,WR,WAS,NYG,A,10,17.5,15.8,7100
2024,9,Chris Olave,WR,NO,CAR,A,11,7.1,15.2,6100
2024,9,Josh Downs,WR,IND,MIN,A,12,14.7,14.8,6000
2024,9,Garrett Wilson,WR,NYJ,HOU,A,13,20.8,14.4,6700
2024,9,Davante Adams,WR,NYJ,HOU,A,14,7.7,14.3,6800
2024,9,Puka Nacua,WR,LAR,SEA,A,15,18.1,14.1,7200
2024,9,DeVonta Smith,WR,PHI,JAX,A,16,12.2,14.0,6800
2024,9,DJ Moore,WR,CHI,ARI,A-,17,13.0,13.9,6500
2024,9,Marvin Harrison,WR,ARI,CHI,A-,18,8.5,13.9,6900
